V,eps_org,delta_um,j1,j2,j3,j_total,FE_ADPN,FE_PN,FE_HER,pH_bulk,phi_span,max_eneutr,Na_dev,iface_var,max_Rbuf_surf,max_Rbuf_bulk,AN_depletion,c_AN_surface,c_AN_bulk,phi_l_surface
-1.00000000e+00,0.0500,50.0000,1.68093489e-06,2.21316142e-06,1.41071040e-04,1.44965136e-04,1.159544,1.526685,97.313770,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.05000000e+00,0.0500,50.0000,4.44772926e-06,5.85599292e-06,3.07261276e-04,3.17564998e-04,1.400573,1.844030,96.755397,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.12000000e+00,0.0500,50.0000,1.73684385e-05,2.28677257e-05,9.13704524e-04,9.53940688e-04,1.820704,2.397185,95.782110,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.21800000e+00,0.0500,50.0000,1.16958605e-04,1.53990660e-04,4.20167928e-03,4.47262855e-03,2.614986,3.442957,93.942058,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.35520000e+00,0.0500,50.0000,1.68893193e-03,2.22369053e-03,3.55702464e-02,3.94828688e-02,4.277632,5.632039,90.090329,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.54728000e+00,0.0500,50.0000,7.09617148e-02,9.34299897e-02,7.07646619e-01,8.72038324e-01,8.137454,10.713977,81.148569,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.74728000e+00,0.0500,50.0000,3.46480285e+00,4.56953172e+00,1.59187707e+01,2.39531053e+01,14.464942,19.076991,66.458067,13.026907,2.76205351e-05,2.27373675e-13,5.63838834e-03,1.08927624e-14,1.32868870e+02,3.72574349e-09,0.998318,7.58240245e+02,7.59517527e+02,-2.76205351e-05
-1.94728000e+00,0.0500,50.0000,1.44492906e+02,2.05058949e+02,3.53986240e+02,7.03538095e+02,20.538036,29.146815,50.315149,13.026907,7.97134675e-04,2.27373675e-13,1.60770357e-01,1.77821126e-12,2.04164394e+03,3.72574349e-09,0.927748,7.04640817e+02,7.59517527e+02,-7.97134675e-04
-2.00728000e+00,0.0500,50.0000,3.50856826e+02,5.67205859e+02,8.86622657e+02,1.80468534e+03,19.441440,31.429626,49.128933,13.026907,1.82229360e-03,4.54747351e-13,3.86378480e-01,2.51253532e-12,2.52571469e+03,3.72574349e-09,0.814426,6.18570525e+02,7.59517527e+02,-1.82229360e-03
-2.07328000e+00,0.0500,50.0000,6.56593655e+02,1.45114726e+03,2.41411897e+03,4.52185989e+03,14.520433,32.091823,53.387744,13.026907,3.48356290e-03,4.54747351e-13,8.49983576e-01,6.14921232e-10,2.16440530e+03,3.72574349e-09,0.595727,4.52465213e+02,7.59517527e+02,-3.48356290e-03
-2.14588000e+00,0.0500,50.0000,7.61951635e+02,3.10377765e+03,7.23336988e+03,1.10990992e+04,6.864986,27.964230,65.170783,13.026907,5.59785598e-03,9.09494702e-13,1.74142347e+00,1.65825289e-08,1.46054697e+03,3.72574349e-09,0.323221,2.45491695e+02,7.59517527e+02,-5.59785598e-03
-2.22574000e+00,0.0500,50.0000,4.59280776e+02,5.11008380e+03,2.40812960e+04,2.96506606e+04,1.548973,17.234300,81.216727,13.026907,8.20473632e-03,9.09494702e-13,3.75027197e+00,2.34786635e-11,8.28896943e+02,3.72574349e-09,0.118335,8.98773473e+01,7.59517527e+02,-8.20473632e-03
-2.31358600e+00,0.0500,50.0000,1.37606356e+02,6.36804069e+03,8.98165084e+04,9.63221554e+04,0.142861,6.611190,93.245949,13.026907,1.15007353e-02,1.81898940e-12,9.74281779e+00,1.08857368e-12,3.91146362e+02,3.72574349e-09,0.028451,2.16089002e+01,7.59517527e+02,-1.15007353e-02
-2.41021660e+00,0.0500,50.0000,2.55043683e+01,6.75278319e+03,3.79960515e+05,3.86738803e+05,0.006595,1.746084,98.247322,13.026907,1.54904072e-02,3.63797881e-12,3.28337151e+01,2.90256708e-12,1.56343410e+02,3.72574349e-09,0.004973,3.77686765e+00,7.59517527e+02,-1.54904072e-02
-2.50000000e+00,0.0500,50.0000,4.88896901e+00,6.82193084e+03,1.44788980e+06,1.45471662e+06,0.000336,0.468953,99.530711,13.026907,1.93452854e-02,1.81898940e-12,1.13114846e+02,9.43778389e-12,6.46741930e+01,3.72574349e-09,0.000944,7.16654730e-01,7.59517527e+02,-1.93452854e-02
