x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.39283195e-11,1.06464123e+02,1.28744511e-04,8.63520294e+01,4.13702618e+02,1.31063952e+03,1.21824940e-02,2.52768539e-03,-8.87408404e-07
1.92594436e-07,9.39284871e-11,1.06463934e+02,1.28744881e-04,8.63521255e+01,4.13702409e+02,1.31063953e+03,1.21824940e-02,2.52163489e-03,-8.85618296e-07
3.24523411e-07,9.39286592e-11,1.06463740e+02,1.28745272e-04,8.63522303e+01,4.13702163e+02,1.31063954e+03,1.21824940e-02,2.51545565e-03,-8.83336834e-07
4.59556808e-07,9.39288357e-11,1.06463541e+02,1.28745673e-04,8.63523374e+01,4.13701903e+02,1.31063955e+03,1.21824940e-02,2.50914530e-03,-8.80849389e-07
5.97767680e-07,9.39290160e-11,1.06463338e+02,1.28746083e-04,8.63524476e+01,4.13701640e+02,1.31063956e+03,1.21824940e-02,2.50270144e-03,-8.78392729e-07
7.39230794e-07,9.39292006e-11,1.06463129e+02,1.28746503e-04,8.63525604e+01,4.13701371e+02,1.31063957e+03,1.21824940e-02,2.49612164e-03,-8.75862207e-07
8.84022681e-07,9.39293895e-11,1.06462916e+02,1.28746933e-04,8.63526758e+01,4.13701096e+02,1.31063958e+03,1.21824940e-02,2.48940346e-03,-8.73272545e-07
1.03222167e-06,9.39295828e-11,1.06462698e+02,1.28747373e-04,8.63527938e+01,4.13700814e+02,1.31063959e+03,1.21824940e-02,2.48254442e-03,-8.70611477e-07
1.18390793e-06,9.39297807e-11,1.06462475e+02,1.28747823e-04,8.63529146e+01,4.13700524e+02,1.31063960e+03,1.21824940e-02,2.47554204e-03,-8.67883943e-07
1.33916352e-06,9.39299832e-11,1.06462246e+02,1.28748284e-04,8.63530382e+01,4.13700227e+02,1.31063961e+03,1.21824940e-02,2.46839379e-03,-8.65077206e-07
1.49807244e-06,9.39301903e-11,1.06462012e+02,1.28748756e-04,8.63531650e+01,4.13699927e+02,1.31063962e+03,1.21824940e-02,2.46109713e-03,-8.62263159e-07
1.66072064e-06,9.39304024e-11,1.06461773e+02,1.28749238e-04,8.63532945e+01,4.13699616e+02,1.31063963e+03,1.21824940e-02,2.45364952e-03,-8.59323033e-07
