x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.09671865e-11,1.09929751e+02,1.22052746e-04,8.45284864e+01,4.18144561e+02,1.30976915e+03,6.49138128e-01,2.42413591e-01,-4.33067958e-05
1.92594436e-07,9.09748304e-11,1.09920515e+02,1.22069219e-04,8.45328395e+01,4.18134757e+02,1.30977143e+03,6.47435784e-01,2.41782050e-01,-4.32200761e-05
3.24523411e-07,9.09826825e-11,1.09911028e+02,1.22086728e-04,8.45376700e+01,4.18122956e+02,1.30977377e+03,6.45693767e-01,2.41135648e-01,-4.31074403e-05
4.59556808e-07,9.09907261e-11,1.09901312e+02,1.22104713e-04,8.45426492e+01,4.18110657e+02,1.30977616e+03,6.43911149e-01,2.40474036e-01,-4.29889606e-05
5.97767680e-07,9.09989601e-11,1.09891367e+02,1.22123132e-04,8.45477509e+01,4.18098057e+02,1.30977861e+03,6.42086977e-01,2.39796856e-01,-4.28675796e-05
7.39230794e-07,9.10073927e-11,1.09881185e+02,1.22141984e-04,8.45529675e+01,4.18085111e+02,1.30978112e+03,6.40220279e-01,2.39103741e-01,-4.27423612e-05
8.84022681e-07,9.10160203e-11,1.09870769e+02,1.22161291e-04,8.45583166e+01,4.18071926e+02,1.30978369e+03,6.38310054e-01,2.38394317e-01,-4.26155589e-05
1.03222167e-06,9.10248555e-11,1.09860104e+02,1.22181054e-04,8.45637869e+01,4.18058390e+02,1.30978631e+03,6.36355283e-01,2.37668485e-01,-4.24849508e-05
1.18390793e-06,9.10338994e-11,1.09849190e+02,1.22201287e-04,8.45693883e+01,4.18044547e+02,1.30978900e+03,6.34354917e-01,2.36926297e-01,-4.23515082e-05
1.33916352e-06,9.10431631e-11,1.09838013e+02,1.22221995e-04,8.45751124e+01,4.18030303e+02,1.30979175e+03,6.32307885e-01,2.36166639e-01,-4.22134166e-05
1.49807244e-06,9.10526403e-11,1.09826580e+02,1.22243203e-04,8.45809838e+01,4.18015809e+02,1.30979457e+03,6.30213088e-01,2.35389097e-01,-4.20738437e-05
1.66072064e-06,9.10623424e-11,1.09814879e+02,1.22264917e-04,8.45869944e+01,4.18000974e+02,1.30979745e+03,6.28069404e-01,2.34593251e-01,-4.19309959e-05
1.82719613e-06,9.10722776e-11,1.09802899e+02,1.22287143e-04,8.45931421e+01,4.17985751e+02,1.30980040e+03,6.25875678e-01,2.33778670e-01,-4.17839951e-05
1.99758895e-06,9.10824480e-11,1.09790638e+02,1.22309900e-04,8.45994368e+01,4.17970177e+02,1.30980342e+03,6.23630732e-01,2.32944910e-01,-4.16337306e-05
2.17199129e-06,9.10928577e-11,1.09778092e+02,1.22333202e-04,8.46058845e+01,4.17954265e+02,1.30980651e+03,6.21333358e-01,2.32091520e-01,-4.14805124e-05
2.35049750e-06,9.11035190e-11,1.09765245e+02,1.22357053e-04,8.46124772e+01,4.17937919e+02,1.30980967e+03,6.18982317e-01,2.31218036e-01,-4.13224880e-05
2.53320413e-06,9.11144300e-11,1.09752101e+02,1.22381477e-04,8.46192328e+01,4.17921235e+02,1.30981291e+03,6.16576341e-01,2.30323985e-01,-4.11617354e-05
2.72021005e-06,9.11256021e-11,1.09738645e+02,1.22406482e-04,8.46261449e+01,4.17904131e+02,1.30981623e+03,6.14114132e-01,2.29408881e-01,-4.09966614e-05
2.91161640e-06,9.11370349e-11,1.09724879e+02,1.22432088e-04,8.46332302e+01,4.17886691e+02,1.30981962e+03,6.11594359e-01,2.28472227e-01,-4.08290866e-05
3.10752674e-06,9.11487444e-11,1.09710783e+02,1.22458300e-04,8.46404741e+01,4.17868770e+02,1.30982309e+03,6.09015659e-01,2.27513515e-01,-4.06561506e-05
3.30804705e-06,9.11607328e-11,1.09696355e+02,1.22485135e-04,8.46478892e+01,4.17850419e+02,1.30982664e+03,6.06376638e-01,2.26532224e-01,-4.04790171e-05
