x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.39431111e-11,1.06447369e+02,1.28778283e-04,8.63610886e+01,4.13680912e+02,1.31063391e+03,1.21824940e-02,1.21824940e-02,-6.82574207e-07
1.92594436e-07,9.39432402e-11,1.06447224e+02,1.28778565e-04,8.63611607e+01,4.13680754e+02,1.31063394e+03,1.21824940e-02,1.21824940e-02,-6.81218711e-07
3.24523411e-07,9.39433727e-11,1.06447075e+02,1.28778865e-04,8.63612409e+01,4.13680565e+02,1.31063396e+03,1.21824940e-02,1.21824940e-02,-6.79449955e-07
4.59556808e-07,9.39435082e-11,1.06446922e+02,1.28779174e-04,8.63613238e+01,4.13680369e+02,1.31063398e+03,1.21824940e-02,1.21824940e-02,-6.77618551e-07
5.97767680e-07,9.39436471e-11,1.06446765e+02,1.28779489e-04,8.63614084e+01,4.13680166e+02,1.31063401e+03,1.21824940e-02,1.21824940e-02,-6.75704883e-07
7.39230794e-07,9.39437891e-11,1.06446605e+02,1.28779812e-04,8.63614952e+01,4.13679959e+02,1.31063404e+03,1.21824940e-02,1.21824940e-02,-6.73757715e-07
8.84022681e-07,9.39439346e-11,1.06446441e+02,1.28780143e-04,8.63615837e+01,4.13679745e+02,1.31063406e+03,1.21824940e-02,1.21824940e-02,-6.71721016e-07
1.03222167e-06,9.39440833e-11,1.06446273e+02,1.28780481e-04,8.63616746e+01,4.13679528e+02,1.31063409e+03,1.21824940e-02,1.21565496e-02,-6.69684324e-07
1.18390793e-06,9.39442354e-11,1.06446101e+02,1.28780828e-04,8.63617677e+01,4.13679307e+02,1.31063412e+03,1.21824940e-02,1.20642245e-02,-6.67615656e-07
1.33916352e-06,9.39443912e-11,1.06445926e+02,1.28781183e-04,8.63618628e+01,4.13679079e+02,1.31063414e+03,1.21824940e-02,1.19703975e-02,-6.65469154e-07
1.49807244e-06,9.39445506e-11,1.06445746e+02,1.28781545e-04,8.63619601e+01,4.13678845e+02,1.31063417e+03,1.21824940e-02,1.18750623e-02,-6.63256919e-07
1.66072064e-06,9.39447137e-11,1.06445561e+02,1.28781917e-04,8.63620599e+01,4.13678608e+02,1.31063420e+03,1.21824940e-02,1.17782132e-02,-6.61029960e-07
1.82719613e-06,9.39448806e-11,1.06445373e+02,1.28782297e-04,8.63621620e+01,4.13678364e+02,1.31063423e+03,1.21824940e-02,1.16798456e-02,-6.58735362e-07
1.99758895e-06,9.39450515e-11,1.06445180e+02,1.28782686e-04,8.63622662e+01,4.13678113e+02,1.31063426e+03,1.21824940e-02,1.15799560e-02,-6.56360992e-07
2.17199129e-06,9.39452264e-11,1.06444982e+02,1.28783085e-04,8.63623731e+01,4.13677858e+02,1.31063430e+03,1.21824940e-02,1.14785418e-02,-6.53951150e-07
2.35049750e-06,9.39454052e-11,1.06444780e+02,1.28783493e-04,8.63624827e+01,4.13677598e+02,1.31063433e+03,1.21824940e-02,1.13756016e-02,-6.51514710e-07
2.53320413e-06,9.39455884e-11,1.06444573e+02,1.28783910e-04,8.63625945e+01,4.13677328e+02,1.31063436e+03,1.21824940e-02,1.12711350e-02,-6.48958483e-07
2.72021005e-06,9.39457758e-11,1.06444362e+02,1.28784337e-04,8.63627091e+01,4.13677054e+02,1.31063439e+03,1.21824940e-02,1.11651431e-02,-6.46384774e-07
2.91161640e-06,9.39459675e-11,1.06444145e+02,1.28784774e-04,8.63628265e+01,4.13676775e+02,1.31063443e+03,1.21824940e-02,1.10576281e-02,-6.43757901e-07
3.10752674e-06,9.39461639e-11,1.06443923e+02,1.28785222e-04,8.63629465e+01,4.13676487e+02,1.31063446e+03,1.21824940e-02,1.09485935e-02,-6.41031409e-07
3.30804705e-06,9.39463648e-11,1.06443696e+02,1.28785680e-04,8.63630693e+01,4.13676193e+02,1.31063450e+03,1.21824940e-02,1.08380442e-02,-6.38262676e-07
3.51328580e-06,9.39465704e-11,1.06443463e+02,1.28786148e-04,8.63631951e+01,4.13675892e+02,1.31063454e+03,1.21824940e-02,1.07259866e-02,-6.35430386e-07
3.72335404e-06,9.39467809e-11,1.06443225e+02,1.28786628e-04,8.63633237e+01,4.13675582e+02,1.31063458e+03,1.21824940e-02,1.06124286e-02,-6.32494239e-07
3.93836540e-06,9.39469963e-11,1.06442982e+02,1.28787119e-04,8.63634553e+01,4.13675266e+02,1.31063462e+03,1.21824940e-02,1.04973795e-02,-6.29507092e-07
4.15843619e-06,9.39472166e-11,1.06442733e+02,1.28787622e-04,8.63635902e+01,4.13674944e+02,1.31063465e+03,1.21824940e-02,1.03808504e-02,-6.26476909e-07
4.38368547e-06,9.39474422e-11,1.06442477e+02,1.28788136e-04,8.63637283e+01,4.13674614e+02,1.31063470e+03,1.21824940e-02,1.02628539e-02,-6.23361114e-07
4.61423510e-06,9.39476730e-11,1.06442216e+02,1.28788663e-04,8.63638697e+01,4.13674277e+02,1.31063474e+03,1.21824940e-02,1.01434045e-02,-6.20206546e-07
4.85020980e-06,9.39479094e-11,1.06441949e+02,1.28789202e-04,8.63640141e+01,4.13673929e+02,1.31063478e+03,1.21824940e-02,1.00225183e-02,-6.16901064e-07
5.09173722e-06,9.39481511e-11,1.06441676e+02,1.28789754e-04,8.63641622e+01,4.13673576e+02,1.31063482e+03,1.21824940e-02,9.90021330e-03,-6.13579415e-07
5.33894803e-06,9.39483986e-11,1.06441396e+02,1.28790318e-04,8.63643137e+01,4.13673214e+02,1.31063487e+03,1.21824940e-02,9.77650945e-03,-6.10175513e-07
5.59197596e-06,9.39486518e-11,1.06441109e+02,1.28790896e-04,8.63644688e+01,4.13672843e+02,1.31063491e+03,1.21824940e-02,9.65142857e-03,-6.06685494e-07
5.85095790e-06,9.39489111e-11,1.06440816e+02,1.28791488e-04,8.63646275e+01,4.13672463e+02,1.31063496e+03,1.21824940e-02,9.52499449e-03,-6.03094700e-07
6.11603395e-06,9.39491765e-11,1.06440515e+02,1.28792093e-04,8.63647897e+01,4.13672073e+02,1.31063501e+03,1.21824940e-02,9.39723310e-03,-5.99396535e-07
6.38734751e-06,9.39494481e-11,1.06440208e+02,1.28792713e-04,8.63649559e+01,4.13671675e+02,1.31063506e+03,1.21824940e-02,9.26817237e-03,-5.95642951e-07
6.66504536e-06,9.39497259e-11,1.06439894e+02,1.28793347e-04,8.63651262e+01,4.13671269e+02,1.31063511e+03,1.21824940e-02,9.13784242e-03,-5.91825124e-07
6.94927771e-06,9.39500105e-11,1.06439572e+02,1.28793996e-04,8.63653002e+01,4.13670850e+02,1.31063516e+03,1.21824940e-02,9.00627556e-03,-5.87866356e-07
7.24019835e-06,9.39503015e-11,1.06439242e+02,1.28794661e-04,8.63654786e+01,4.13670425e+02,1.31063521e+03,1.21824940e-02,8.87350632e-03,-5.83861619e-07
7.53796465e-06,9.39505995e-11,1.06438905e+02,1.28795341e-04,8.63656610e+01,4.13669988e+02,1.31063527e+03,1.21824940e-02,8.73957152e-03,-5.79742544e-07
7.84273769e-06,9.39509046e-11,1.06438560e+02,1.28796037e-04,8.63658475e+01,4.13669539e+02,1.31063532e+03,1.21824940e-02,8.60451027e-03,-5.75483777e-07
8.15468235e-06,9.39512168e-11,1.06438206e+02,1.28796749e-04,8.63660385e+01,4.13669080e+02,1.31063538e+03,1.21824940e-02,8.46836404e-03,-5.71150163e-07
8.47396739e-06,9.39515363e-11,1.06437845e+02,1.28797479e-04,8.63662342e+01,4.13668612e+02,1.31063544e+03,1.21824940e-02,8.33117666e-03,-5.66744683e-07
8.80076553e-06,9.39518632e-11,1.06437475e+02,1.28798225e-04,8.63664346e+01,4.13668134e+02,1.31063550e+03,1.21824940e-02,8.19299434e-03,-5.62248437e-07
9.13525357e-06,9.39521979e-11,1.06437096e+02,1.28798989e-04,8.63666395e+01,4.13667643e+02,1.31063556e+03,1.21824940e-02,8.05386575e-03,-5.57606735e-07
9.47761245e-06,9.39525403e-11,1.06436708e+02,1.28799771e-04,8.63668493e+01,4.13667141e+02,1.31063562e+03,1.21824940e-02,7.91384197e-03,-5.52879998e-07
9.82802739e-06,9.39528910e-11,1.06436311e+02,1.28800572e-04,8.63670638e+01,4.13666626e+02,1.31063568e+03,1.21824940e-02,7.77297651e-03,-5.48000775e-07
1.01866879e-05,9.39532498e-11,1.06435905e+02,1.28801391e-04,8.63672836e+01,4.13666100e+02,1.31063575e+03,1.21824940e-02,7.63132535e-03,-5.43049446e-07
1.05537882e-05,9.39536172e-11,1.06435489e+02,1.28802229e-04,8.63675082e+01,4.13665559e+02,1.31063581e+03,1.21824940e-02,7.48894694e-03,-5.37919812e-07
1.09295266e-05,9.39539931e-11,1.06435064e+02,1.28803088e-04,8.63677385e+01,4.13665008e+02,1.31063588e+03,1.21824940e-02,7.34590213e-03,-5.32730087e-07
1.13141066e-05,9.39543777e-11,1.06434628e+02,1.28803966e-04,8.63679743e+01,4.13664446e+02,1.31063595e+03,1.21824940e-02,7.20225423e-03,-5.27435262e-07
1.17077361e-05,9.39547716e-11,1.06434182e+02,1.28804865e-04,8.63682152e+01,4.13663866e+02,1.31063602e+03,1.21824940e-02,7.05806896e-03,-5.21949388e-07
1.21106281e-05,9.39551744e-11,1.06433726e+02,1.28805786e-04,8.63684623e+01,4.13663277e+02,1.31063610e+03,1.21824940e-02,6.91341441e-03,-5.16412856e-07
1.25230006e-05,9.39555871e-11,1.06433259e+02,1.28806728e-04,8.63687147e+01,4.13662670e+02,1.31063617e+03,1.21824940e-02,6.76836102e-03,-5.10660059e-07
1.29450766e-05,9.39560093e-11,1.06432781e+02,1.28807692e-04,8.63689732e+01,4.13662050e+02,1.31063625e+03,1.21824940e-02,6.62298155e-03,-5.04801824e-07
1.33770845e-05,9.39564414e-11,1.06432292e+02,1.28808679e-04,8.63692380e+01,4.13661417e+02,1.31063632e+03,1.21824940e-02,6.47735099e-03,-4.98835289e-07
1.38192580e-05,9.39568838e-11,1.06431791e+02,1.28809689e-04,8.63695087e+01,4.13660766e+02,1.31063640e+03,1.21824940e-02,6.33154652e-03,-4.92685339e-07
1.42718363e-05,9.39573366e-11,1.06431278e+02,1.28810722e-04,8.63697858e+01,4.13660101e+02,1.31063649e+03,1.21824940e-02,6.18564745e-03,-4.86391584e-07
1.47350643e-05,9.39577998e-11,1.06430754e+02,1.28811781e-04,8.63700697e+01,4.13659422e+02,1.31063657e+03,1.21824940e-02,6.03973513e-03,-4.79996434e-07
1.52091924e-05,9.39582742e-11,1.06430216e+02,1.28812863e-04,8.63703599e+01,4.13658725e+02,1.31063666e+03,1.21824940e-02,5.89389285e-03,-4.73394509e-07
1.56944773e-05,9.39587593e-11,1.06429667e+02,1.28813972e-04,8.63706577e+01,4.13658016e+02,1.31063674e+03,1.21824940e-02,5.74820576e-03,-4.66739675e-07
1.61911814e-05,9.39592562e-11,1.06429105e+02,1.28815107e-04,8.63709618e+01,4.13657285e+02,1.31063683e+03,1.21824940e-02,5.60276074e-03,-4.59832855e-07
1.66995735e-05,9.39597648e-11,1.06428529e+02,1.28816268e-04,8.63712731e+01,4.13656538e+02,1.31063693e+03,1.21824940e-02,5.45764630e-03,-4.52766983e-07
1.72199285e-05,9.39602851e-11,1.06427939e+02,1.28817457e-04,8.63715922e+01,4.13655776e+02,1.31063702e+03,1.21824940e-02,5.31295244e-03,-4.45596734e-07
1.77525281e-05,9.39608179e-11,1.06427336e+02,1.28818674e-04,8.63719183e+01,4.13654994e+02,1.31063712e+03,1.21824940e-02,5.16877051e-03,-4.38197597e-07
1.82976602e-05,9.39613630e-11,1.06426719e+02,1.28819919e-04,8.63722523e+01,4.13654194e+02,1.31063722e+03,1.21824940e-02,5.02519306e-03,-4.30655621e-07
1.88556199e-05,9.39619211e-11,1.06426087e+02,1.28821194e-04,8.63725941e+01,4.13653375e+02,1.31063732e+03,1.21824940e-02,4.88231368e-03,-4.22924168e-07
1.94267089e-05,9.39624923e-11,1.06425440e+02,1.28822498e-04,8.63729440e+01,4.13652536e+02,1.31063742e+03,1.21824940e-02,4.74022680e-03,-4.15003553e-07
2.00112363e-05,9.39630769e-11,1.06424778e+02,1.28823834e-04,8.63733021e+01,4.13651679e+02,1.31063753e+03,1.21824940e-02,4.59902756e-03,-4.06918435e-07
2.06095181e-05,9.39636753e-11,1.06424101e+02,1.28825201e-04,8.63736685e+01,4.13650799e+02,1.31063763e+03,1.21824940e-02,4.45881158e-03,-3.98598242e-07
2.12218782e-05,9.39642878e-11,1.06423407e+02,1.28826599e-04,8.63740436e+01,4.13649900e+02,1.31063775e+03,1.21824940e-02,4.31967476e-03,-3.90106025e-07
2.18486477e-05,9.39649147e-11,1.06422697e+02,1.28828031e-04,8.63744275e+01,4.13648980e+02,1.31063786e+03,1.21824940e-02,4.18171309e-03,-3.81412607e-07
2.24901657e-05,9.39655563e-11,1.06421971e+02,1.28829497e-04,8.63748204e+01,4.13648037e+02,1.31063798e+03,1.21824940e-02,4.04502239e-03,-3.72509947e-07
2.31467794e-05,9.39662130e-11,1.06421227e+02,1.28830997e-04,8.63752227e+01,4.13647074e+02,1.31063809e+03,1.21824940e-02,3.90969813e-03,-3.63417177e-07
2.38188438e-05,9.39668851e-11,1.06420466e+02,1.28832533e-04,8.63756345e+01,4.13646087e+02,1.31063822e+03,1.21824940e-02,3.77583513e-03,-3.54106952e-07
2.45067225e-05,9.39675731e-11,1.06419687e+02,1.28834104e-04,8.63760559e+01,4.13645078e+02,1.31063834e+03,1.21824940e-02,3.64352738e-03,-3.44573088e-07
2.52107878e-05,9.39682772e-11,1.06418890e+02,1.28835713e-04,8.63764874e+01,4.13644045e+02,1.31063847e+03,1.21824940e-02,3.51286774e-03,-3.34840184e-07
2.59314204e-05,9.39689980e-11,1.06418074e+02,1.28837359e-04,8.63769286e+01,4.13642986e+02,1.31063860e+03,1.21824940e-02,3.38394772e-03,-3.24823154e-07
2.66690103e-05,9.39697357e-11,1.06417238e+02,1.28839044e-04,8.63773805e+01,4.13641903e+02,1.31063873e+03,1.21824940e-02,3.25685719e-03,-3.14595651e-07
