x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,1.14759867e-11,8.71393501e+02,1.41094043e-06,7.74573341e+00,3.03718596e+02,1.20149244e+03,3.77964069e+01,1.41145788e+01,4.44522485e+02,4.31327406e-03
1.92594436e-07,1.15006559e-11,8.69524140e+02,1.41861942e-06,7.77119819e+00,3.04075737e+02,1.20177781e+03,3.76975886e+01,1.40776780e+01,4.43360257e+02,4.30260333e-03
3.24523411e-07,1.15260253e-11,8.67610079e+02,1.42659778e-06,7.79770108e+00,3.04441310e+02,1.20206991e+03,3.75964450e+01,1.40399090e+01,4.42170682e+02,4.29168045e-03
4.59556808e-07,1.15521193e-11,8.65650124e+02,1.43482794e-06,7.82496987e+00,3.04815807e+02,1.20236888e+03,3.74929214e+01,1.40012511e+01,4.40953114e+02,4.28050131e-03
5.97767680e-07,1.15789622e-11,8.63643153e+02,1.44331863e-06,7.85302546e+00,3.05199455e+02,1.20267488e+03,3.73869618e+01,1.39616836e+01,4.39706896e+02,4.26905996e-03
7.39230794e-07,1.16065790e-11,8.61588016e+02,1.45207986e-06,7.88189432e+00,3.05592485e+02,1.20298808e+03,3.72785089e+01,1.39211851e+01,4.38431353e+02,4.25735027e-03
8.84022681e-07,1.16349958e-11,8.59483536e+02,1.46112216e-06,7.91160412e+00,3.05995136e+02,1.20330865e+03,3.71675039e+01,1.38797336e+01,4.37125796e+02,4.24536597e-03
1.03222167e-06,1.16642400e-11,8.57328504e+02,1.47045657e-06,7.94218368e+00,3.06407648e+02,1.20363677e+03,3.70538869e+01,1.38373066e+01,4.35789517e+02,4.23310063e-03
1.18390793e-06,1.16943398e-11,8.55121682e+02,1.48009468e-06,7.97366302e+00,3.06830273e+02,1.20397261e+03,3.69375964e+01,1.37938814e+01,4.34421794e+02,4.22054770e-03
1.33916352e-06,1.17253248e-11,8.52861798e+02,1.49004864e-06,8.00607348e+00,3.07263267e+02,1.20431635e+03,3.68185694e+01,1.37494343e+01,4.33021887e+02,4.20770046e-03
1.49807244e-06,1.17572260e-11,8.50547551e+02,1.50033123e-06,8.03944772e+00,3.07706892e+02,1.20466818e+03,3.66967416e+01,1.37039413e+01,4.31589039e+02,4.19455203e-03
1.66072064e-06,1.17900755e-11,8.48177605e+02,1.51095588e-06,8.07381983e+00,3.08161418e+02,1.20502828e+03,3.65720471e+01,1.36573778e+01,4.30122475e+02,4.18109538e-03
1.82719613e-06,1.18239069e-11,8.45750588e+02,1.52193672e-06,8.10922542e+00,3.08627122e+02,1.20539687e+03,3.64444184e+01,1.36097186e+01,4.28621400e+02,4.16732330e-03
1.99758895e-06,1.18587554e-11,8.43265097e+02,1.53328859e-06,8.14570167e+00,3.09104290e+02,1.20577412e+03,3.63137864e+01,1.35609380e+01,4.27085005e+02,4.15322845e-03
2.17199129e-06,1.18946576e-11,8.40719690e+02,1.54502714e-06,8.18328744e+00,3.09593213e+02,1.20616025e+03,3.61800805e+01,1.35110095e+01,4.25512456e+02,4.13880328e-03
2.35049750e-06,1.19316519e-11,8.38112889e+02,1.55716886e-06,8.22202335e+00,3.10094191e+02,1.20655547e+03,3.60432285e+01,1.34599061e+01,4.23902903e+02,4.12404009e-03
2.53320413e-06,1.19697784e-11,8.35443176e+02,1.56973112e-06,8.26195190e+00,3.10607532e+02,1.20695999e+03,3.59031561e+01,1.34076002e+01,4.22255476e+02,4.10893098e-03
2.72021005e-06,1.20090790e-11,8.32708998e+02,1.58273224e-06,8.30311754e+00,3.11133552e+02,1.20737402e+03,3.57597877e+01,1.33540635e+01,4.20569283e+02,4.09346789e-03
2.91161640e-06,1.20495976e-11,8.29908759e+02,1.59619156e-06,8.34556684e+00,3.11672575e+02,1.20779780e+03,3.56130457e+01,1.32992670e+01,4.18843413e+02,4.07764257e-03
3.10752674e-06,1.20913804e-11,8.27040820e+02,1.61012952e-06,8.38934856e+00,3.12224936e+02,1.20823155e+03,3.54628507e+01,1.32431811e+01,4.17076931e+02,4.06144656e-03
3.30804705e-06,1.21344754e-11,8.24103505e+02,1.62456768e-06,8.43451382e+00,3.12790976e+02,1.20867551e+03,3.53091214e+01,1.31857755e+01,4.15268882e+02,4.04487121e-03
3.51328580e-06,1.21789333e-11,8.21095088e+02,1.63952890e-06,8.48111622e+00,3.13371046e+02,1.20912991e+03,3.51517748e+01,1.31270190e+01,4.13418287e+02,4.02790770e-03
3.72335404e-06,1.22248070e-11,8.18013803e+02,1.65503732e-06,8.52921200e+00,3.13965507e+02,1.20959501e+03,3.49907256e+01,1.30668800e+01,4.11524147e+02,4.01054696e-03
3.93836540e-06,1.22721524e-11,8.14857836e+02,1.67111854e-06,8.57886020e+00,3.14574730e+02,1.21007105e+03,3.48258868e+01,1.30053258e+01,4.09585435e+02,3.99277974e-03
4.15843619e-06,1.23210279e-11,8.11625325e+02,1.68779967e-06,8.63012283e+00,3.15199095e+02,1.21055829e+03,3.46571691e+01,1.29423231e+01,4.07601103e+02,3.97459657e-03
4.38368547e-06,1.23714949e-11,8.08314360e+02,1.70510949e-06,8.68306508e+00,3.15838991e+02,1.21105700e+03,3.44844814e+01,1.28778380e+01,4.05570078e+02,3.95598776e-03
4.61423510e-06,1.24236181e-11,8.04922982e+02,1.72307852e-06,8.73775550e+00,3.16494821e+02,1.21156745e+03,3.43077301e+01,1.28118355e+01,4.03491261e+02,3.93694339e-03
4.85020980e-06,1.24774655e-11,8.01449178e+02,1.74173921e-06,8.79426622e+00,3.17166994e+02,1.21208990e+03,3.41268197e+01,1.27442798e+01,4.01363527e+02,3.91745330e-03
5.09173722e-06,1.25331089e-11,7.97890884e+02,1.76112603e-06,8.85267320e+00,3.17855934e+02,1.21262465e+03,3.39416523e+01,1.26751345e+01,3.99185725e+02,3.89750713e-03
5.33894803e-06,1.25906235e-11,7.94245980e+02,1.78127568e-06,8.91305647e+00,3.18562074e+02,1.21317198e+03,3.37521277e+01,1.26043621e+01,3.96956678e+02,3.87709425e-03
5.59197596e-06,1.26500892e-11,7.90512292e+02,1.80222724e-06,8.97550044e+00,3.19285860e+02,1.21373219e+03,3.35581434e+01,1.25319244e+01,3.94675179e+02,3.85620379e-03
5.85095790e-06,1.27115898e-11,7.86687586e+02,1.82402236e-06,9.04009413e+00,3.20027746e+02,1.21430559e+03,3.33595944e+01,1.24577822e+01,3.92339993e+02,3.83482463e-03
6.11603395e-06,1.27752140e-11,7.82769570e+02,1.84670550e-06,9.10693158e+00,3.20788204e+02,1.21489247e+03,3.31563734e+01,1.23818953e+01,3.89949859e+02,3.81294539e-03
6.38734751e-06,1.28410557e-11,7.78755891e+02,1.87032409e-06,9.17611212e+00,3.21567712e+02,1.21549317e+03,3.29483704e+01,1.23042227e+01,3.87503482e+02,3.79055443e-03
6.66504536e-06,1.29092138e-11,7.74644132e+02,1.89492888e-06,9.24774080e+00,3.22366765e+02,1.21610800e+03,3.27354728e+01,1.22247224e+01,3.84999539e+02,3.76763982e-03
6.94927771e-06,1.29797933e-11,7.70431812e+02,1.92057412e-06,9.32192879e+00,3.23185869e+02,1.21673730e+03,3.25175656e+01,1.21433514e+01,3.82436677e+02,3.74418938e-03
7.24019835e-06,1.30529054e-11,7.66116385e+02,1.94731797e-06,9.39879384e+00,3.24025543e+02,1.21738141e+03,3.22945308e+01,1.20600656e+01,3.79813507e+02,3.72019063e-03
7.53796465e-06,1.31286679e-11,7.61695234e+02,1.97522273e-06,9.47846074e+00,3.24886320e+02,1.21804067e+03,3.20662477e+01,1.19748201e+01,3.77128611e+02,3.69563080e-03
7.84273769e-06,1.32072057e-11,7.57165674e+02,2.00435530e-06,9.56106188e+00,3.25768745e+02,1.21871545e+03,3.18325930e+01,1.18875686e+01,3.74380537e+02,3.67049681e-03
8.15468235e-06,1.32886517e-11,7.52524945e+02,2.03478755e-06,9.64673784e+00,3.26673377e+02,1.21940610e+03,3.15934400e+01,1.17982640e+01,3.71567799e+02,3.64477529e-03
8.47396739e-06,1.33731470e-11,7.47770214e+02,2.06659679e-06,9.73563801e+00,3.27600792e+02,1.22011301e+03,3.13486596e+01,1.17068580e+01,3.68688873e+02,3.61845255e-03
8.80076553e-06,1.34608418e-11,7.42898571e+02,2.09986629e-06,9.82792130e+00,3.28551575e+02,1.22083655e+03,3.10981193e+01,1.16133011e+01,3.65742203e+02,3.59151458e-03
9.13525357e-06,1.35518960e-11,7.37907027e+02,2.13468582e-06,9.92375689e+00,3.29526328e+02,1.22157712e+03,3.08416834e+01,1.15175427e+01,3.62726196e+02,3.56394702e-03
9.47761245e-06,1.36464801e-11,7.32792511e+02,2.17115229e-06,1.00233251e+01,3.30525669e+02,1.22233511e+03,3.05792134e+01,1.14195310e+01,3.59639218e+02,3.53573518e-03
9.82802739e-06,1.37447762e-11,7.27551869e+02,2.20937049e-06,1.01268183e+01,3.31550226e+02,1.22311094e+03,3.03105672e+01,1.13192130e+01,3.56479601e+02,3.50686402e-03
1.01866879e-05,1.38469787e-11,7.22181860e+02,2.24945382e-06,1.02344419e+01,3.32600646e+02,1.22390502e+03,3.00355994e+01,1.12165344e+01,3.53245635e+02,3.47731815e-03
1.05537882e-05,1.39532955e-11,7.16679155e+02,2.29152520e-06,1.03464156e+01,3.33677586e+02,1.22471780e+03,2.97541614e+01,1.11114397e+01,3.49935570e+02,3.44708178e-03
1.09295266e-05,1.40639495e-11,7.11040332e+02,2.33571805e-06,1.04629744e+01,3.34781722e+02,1.22554969e+03,2.94661009e+01,1.10038720e+01,3.46547616e+02,3.41613876e-03
1.13141066e-05,1.41791792e-11,7.05261878e+02,2.38217742e-06,1.05843702e+01,3.35913739e+02,1.22640117e+03,2.91712620e+01,1.08937731e+01,3.43079940e+02,3.38447254e-03
1.17077361e-05,1.42992411e-11,6.99340181e+02,2.43106119e-06,1.07108733e+01,3.37074341e+02,1.22727267e+03,2.88694852e+01,1.07810835e+01,3.39530666e+02,3.35206616e-03
1.21106281e-05,1.44244105e-11,6.93271528e+02,2.48254154e-06,1.08427739e+01,3.38264242e+02,1.22816469e+03,2.85606074e+01,1.06657422e+01,3.35897874e+02,3.31890222e-03
1.25230006e-05,1.45549841e-11,6.87052105e+02,2.53680653e-06,1.09803841e+01,3.39484171e+02,1.22907770e+03,2.82444613e+01,1.05476867e+01,3.32179599e+02,3.28496293e-03
1.29450766e-05,1.46912811e-11,6.80677994e+02,2.59406187e-06,1.11240403e+01,3.40734869e+02,1.23001219e+03,2.79208760e+01,1.04268534e+01,3.28373829e+02,3.25022999e-03
1.33770845e-05,1.48336466e-11,6.74145164e+02,2.65453303e-06,1.12741048e+01,3.42017087e+02,1.23096867e+03,2.75896763e+01,1.03031766e+01,3.24478505e+02,3.21468468e-03
1.38192580e-05,1.49824531e-11,6.67449477e+02,2.71846756e-06,1.14309694e+01,3.43331591e+02,1.23194765e+03,2.72506833e+01,1.01765897e+01,3.20491520e+02,3.17830776e-03
1.42718363e-05,1.51381041e-11,6.60586675e+02,2.78613777e-06,1.15950576e+01,3.44679153e+02,1.23294968e+03,2.69037133e+01,1.00470240e+01,3.16410718e+02,3.14107950e-03
1.47350643e-05,1.53010370e-11,6.53552386e+02,2.85784379e-06,1.17668280e+01,3.46060555e+02,1.23397528e+03,2.65485788e+01,9.91440950e+00,3.12233890e+02,3.10297964e-03
1.52091924e-05,1.54717269e-11,6.46342112e+02,2.93391712e-06,1.19467784e+01,3.47476586e+02,1.23502501e+03,2.61850877e+01,9.77867446e+00,3.07958777e+02,3.06398735e-03
1.56944773e-05,1.56506906e-11,6.38951233e+02,3.01472466e-06,1.21354498e+01,3.48928038e+02,1.23609945e+03,2.58130432e+01,9.63974543e+00,3.03583066e+02,3.02408123e-03
