x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,9.38623696e-11,1.06538913e+02,1.28550073e-04,8.62821834e+01,4.13658250e+02,1.31061039e+03,1.32586176e-02,9.42058048e-03,1.48413159e-01,1.31969707e-06
1.92594436e-07,9.38627142e-11,1.06538523e+02,1.28550921e-04,8.62824394e+01,4.13658144e+02,1.31061047e+03,1.32397819e-02,9.41559644e-03,1.48413159e-01,1.31640687e-06
3.24523411e-07,9.38630634e-11,1.06538128e+02,1.28551828e-04,8.62827282e+01,4.13658014e+02,1.31061056e+03,1.32205303e-02,9.41049817e-03,1.48413159e-01,1.31289273e-06
4.59556808e-07,9.38634203e-11,1.06537724e+02,1.28552760e-04,8.62830265e+01,4.13657878e+02,1.31061065e+03,1.32008544e-02,9.40528311e-03,1.48413159e-01,1.30928038e-06
5.97767680e-07,9.38637856e-11,1.06537311e+02,1.28553714e-04,8.62833321e+01,4.13657739e+02,1.31061074e+03,1.31807455e-02,9.39994866e-03,1.48413159e-01,1.30558144e-06
7.39230794e-07,9.38641594e-11,1.06536888e+02,1.28554690e-04,8.62836450e+01,4.13657597e+02,1.31061083e+03,1.31601949e-02,9.39449215e-03,1.48413159e-01,1.30179530e-06
8.84022681e-07,9.38645419e-11,1.06536455e+02,1.28555690e-04,8.62839652e+01,4.13657451e+02,1.31061093e+03,1.31391936e-02,9.38891088e-03,1.48413159e-01,1.29792004e-06
1.03222167e-06,9.38649334e-11,1.06536012e+02,1.28556713e-04,8.62842930e+01,4.13657302e+02,1.31061103e+03,1.31177325e-02,9.36873214e-03,1.48413159e-01,1.29395359e-06
1.18390793e-06,9.38653341e-11,1.06535559e+02,1.28557760e-04,8.62846285e+01,4.13657149e+02,1.31061113e+03,1.30958024e-02,9.30877464e-03,1.48413159e-01,1.28989380e-06
1.33916352e-06,9.38657441e-11,1.06535094e+02,1.28558832e-04,8.62849718e+01,4.13656993e+02,1.31061123e+03,1.30733939e-02,9.24781368e-03,1.48413159e-01,1.28573846e-06
1.49807244e-06,9.38661638e-11,1.06534619e+02,1.28559929e-04,8.62853233e+01,4.13656833e+02,1.31061133e+03,1.30504976e-02,9.18584314e-03,1.48413159e-01,1.28148534e-06
1.66072064e-06,9.38665933e-11,1.06534133e+02,1.28561052e-04,8.62856830e+01,4.13656669e+02,1.31061144e+03,1.30271037e-02,9.12285736e-03,1.48413159e-01,1.27713213e-06
