x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,9.39298540e-11,1.06462385e+02,1.28726902e-04,8.63388084e+01,4.13632490e+02,7.59495479e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.34564584e-07
1.92594436e-07,9.39300203e-11,1.06462197e+02,1.28727309e-04,8.63389305e+01,4.13632439e+02,7.59495536e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.32988111e-07
3.24523411e-07,9.39301888e-11,1.06462007e+02,1.28727745e-04,8.63390692e+01,4.13632377e+02,7.59495595e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.31299128e-07
4.59556808e-07,9.39303609e-11,1.06461813e+02,1.28728194e-04,8.63392127e+01,4.13632311e+02,7.59495656e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.29561782e-07
5.97767680e-07,9.39305370e-11,1.06461615e+02,1.28728653e-04,8.63393598e+01,4.13632244e+02,7.59495718e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.27782605e-07
7.39230794e-07,9.39307172e-11,1.06461411e+02,1.28729124e-04,8.63395104e+01,4.13632176e+02,7.59495781e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.25961463e-07
8.84022681e-07,9.39309017e-11,1.06461203e+02,1.28729605e-04,8.63396645e+01,4.13632106e+02,7.59495846e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.24097457e-07
1.03222167e-06,9.39310904e-11,1.06460990e+02,1.28730098e-04,8.63398223e+01,4.13632034e+02,7.59495912e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.22189588e-07
1.18390793e-06,9.39312835e-11,1.06460772e+02,1.28730602e-04,8.63399837e+01,4.13631960e+02,7.59495980e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.20236826e-07
1.33916352e-06,9.39314812e-11,1.06460549e+02,1.28731119e-04,8.63401490e+01,4.13631885e+02,7.59496049e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.18238113e-07
1.49807244e-06,9.39316834e-11,1.06460321e+02,1.28731647e-04,8.63403182e+01,4.13631808e+02,7.59496120e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.16192370e-07
1.66072064e-06,9.39318904e-11,1.06460087e+02,1.28732188e-04,8.63404913e+01,4.13631729e+02,7.59496193e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.14098488e-07
1.82719613e-06,9.39321022e-11,1.06459847e+02,1.28732741e-04,8.63406685e+01,4.13631648e+02,7.59496267e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.11955336e-07
1.99758895e-06,9.39323190e-11,1.06459603e+02,1.28733308e-04,8.63408499e+01,4.13631565e+02,7.59496344e+02,1.21824940e-02,1.21824940e-02,1.21824940e-02,6.09761753e-07
