x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,9.38800608e-11,1.06518891e+02,1.28596298e-04,8.62969890e+01,4.13651493e+02,3.03799188e+02,5.05193464e-03,4.21372213e-02,3.71179597e-03,1.14053236e-06
1.92594436e-07,9.38803578e-11,1.06518554e+02,1.28597029e-04,8.62972083e+01,4.13651403e+02,3.03799209e+02,5.03072372e-03,4.16980350e-02,3.70094734e-03,1.13769988e-06
3.24523411e-07,9.38806586e-11,1.06518213e+02,1.28597812e-04,8.62974574e+01,4.13651291e+02,3.03799230e+02,5.00904335e-03,4.12523409e-02,3.68977468e-03,1.13466548e-06
4.59556808e-07,9.38809661e-11,1.06517864e+02,1.28598617e-04,8.62977152e+01,4.13651174e+02,3.03799251e+02,4.98688659e-03,4.08001759e-02,3.67827080e-03,1.13154421e-06
5.97767680e-07,9.38812808e-11,1.06517507e+02,1.28599442e-04,8.62979793e+01,4.13651054e+02,3.03799273e+02,4.96424653e-03,4.03415849e-02,3.66642849e-03,1.12834780e-06
7.39230794e-07,9.38816029e-11,1.06517142e+02,1.28600286e-04,8.62982497e+01,4.13650931e+02,3.03799295e+02,4.94111640e-03,3.98766207e-02,3.65424047e-03,1.12507597e-06
8.84022681e-07,9.38819325e-11,1.06516768e+02,1.28601150e-04,8.62985265e+01,4.13650805e+02,3.03799318e+02,4.91748949e-03,3.94053443e-02,3.64169948e-03,1.12172713e-06
1.03222167e-06,9.38822700e-11,1.06516385e+02,1.28602034e-04,8.62988098e+01,4.13650676e+02,3.03799342e+02,4.89335923e-03,3.89278255e-02,3.62879821e-03,1.11829948e-06
1.18390793e-06,9.38826153e-11,1.06515993e+02,1.28602939e-04,8.62990998e+01,4.13650544e+02,3.03799366e+02,4.86871917e-03,3.84441428e-02,3.61552937e-03,1.11479117e-06
1.33916352e-06,9.38829688e-11,1.06515592e+02,1.28603866e-04,8.62993966e+01,4.13650409e+02,3.03799391e+02,4.84356302e-03,3.79543841e-02,3.60188564e-03,1.11120029e-06
