x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,2.48318617e-15,4.02708429e+06,1.74602753e-15,6.09065593e-14,3.24364286e-09,1.61402548e-01,4.72279838e-01,1.31005944e+03,1.74925137e-03,2.02511168e-01
1.92594436e-07,2.48979307e-15,4.01639808e+06,3.22289427e-17,9.85792313e-16,4.10183668e-08,3.58773227e+00,4.71047650e-01,1.30663422e+03,1.74730434e-03,2.02442900e-01
3.24523411e-07,2.49659192e-15,4.00546041e+06,3.15952250e-16,5.20951757e-12,5.66342513e-08,7.09468702e+00,4.69786467e-01,1.30312840e+03,1.74531134e-03,2.02372837e-01
4.59556808e-07,2.50358932e-15,3.99426537e+06,3.81788695e-16,4.83798878e-12,2.04015368e-10,1.06841640e+01,4.68495607e-01,1.29954008e+03,1.74327129e-03,2.02300927e-01
5.97767680e-07,2.51079210e-15,3.98280690e+06,1.90954610e-17,9.59616622e-13,7.31661115e-07,1.43581051e+01,4.67174371e-01,1.29586732e+03,1.74118307e-03,2.02227116e-01
7.39230794e-07,2.51820742e-15,3.97107880e+06,6.57612561e-16,7.13414608e-12,2.22297275e-07,1.81184977e+01,4.65822046e-01,1.29210815e+03,1.73904555e-03,2.02151348e-01
8.84022681e-07,2.52584273e-15,3.95907472e+06,4.45565115e-17,1.65254930e-15,9.60849820e-08,2.19673762e+01,4.64437899e-01,1.28826051e+03,1.73685756e-03,2.02073565e-01
1.03222167e-06,2.53370580e-15,3.94678818e+06,2.75250138e-16,3.02446520e-15,3.44957307e-14,2.59068228e+01,4.63021182e-01,1.28432233e+03,1.73461791e-03,2.01993707e-01
1.18390793e-06,2.54180475e-15,3.93421252e+06,1.83628486e-16,2.85432002e-12,1.42220466e-08,2.99389685e+01,4.61571128e-01,1.28029149e+03,1.73232538e-03,2.01911712e-01
1.33916352e-06,2.55014808e-15,3.92134095e+06,3.32941397e-16,6.46352066e-15,1.07979577e-09,3.40659948e+01,4.60086952e-01,1.27616580e+03,1.72997873e-03,2.01827515e-01
1.49807244e-06,2.55874465e-15,3.90816649e+06,4.62937855e-16,5.50540985e-16,3.84043460e-07,3.82901342e+01,4.58567853e-01,1.27194302e+03,1.72757667e-03,2.01741051e-01
1.66072064e-06,2.56760373e-15,3.89468203e+06,2.53724868e-16,5.88800158e-13,1.57805498e-06,4.26136720e+01,4.57013007e-01,1.26762088e+03,1.72511790e-03,2.01652250e-01
1.82719613e-06,2.57673502e-15,3.88088027e+06,2.82757403e-15,2.28709281e-14,2.28292651e-10,4.70389470e+01,4.55421575e-01,1.26319703e+03,1.72260108e-03,2.01561040e-01
1.99758895e-06,2.58614869e-15,3.86675373e+06,2.12169778e-16,6.04518634e-16,3.41171072e-10,5.15683532e+01,4.53792694e-01,1.25866909e+03,1.72002484e-03,2.01467348e-01
2.17199129e-06,2.59585536e-15,3.85229479e+06,6.53129953e-17,3.54736165e-15,1.55350584e-09,5.62043410e+01,4.52125484e-01,1.25403460e+03,1.71738777e-03,2.01371096e-01
