x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,9.38531983e-11,1.06549320e+02,1.28526051e-04,8.62744868e+01,4.13661753e+02,1.31062096e+03,1.12795296e-02,4.92492281e-03,1.48413159e-01,1.41284307e-06
1.92594436e-07,9.38535669e-11,1.06548903e+02,1.28526961e-04,8.62747625e+01,4.13661639e+02,1.31062102e+03,1.12682526e-02,4.90808640e-03,1.48413159e-01,1.40931152e-06
3.24523411e-07,9.38539407e-11,1.06548480e+02,1.28527932e-04,8.62750719e+01,4.13661499e+02,1.31062107e+03,1.12567220e-02,4.89091097e-03,1.48413159e-01,1.40554756e-06
4.59556808e-07,9.38543227e-11,1.06548048e+02,1.28528930e-04,8.62753913e+01,4.13661354e+02,1.31062113e+03,1.12449326e-02,4.87339119e-03,1.48413159e-01,1.40168008e-06
5.97767680e-07,9.38547137e-11,1.06547605e+02,1.28529951e-04,8.62757185e+01,4.13661205e+02,1.31062120e+03,1.12328786e-02,4.85552168e-03,1.48413159e-01,1.39772015e-06
7.39230794e-07,9.38551138e-11,1.06547153e+02,1.28530996e-04,8.62760534e+01,4.13661052e+02,1.31062126e+03,1.12205546e-02,4.83729706e-03,1.48413159e-01,1.39366689e-06
8.84022681e-07,9.38555233e-11,1.06546689e+02,1.28532066e-04,8.62763962e+01,4.13660896e+02,1.31062132e+03,1.12079548e-02,4.81871194e-03,1.48413159e-01,1.38951824e-06
1.03222167e-06,9.38559424e-11,1.06546215e+02,1.28533161e-04,8.62767470e+01,4.13660736e+02,1.31062139e+03,1.11950733e-02,4.79976093e-03,1.48413159e-01,1.38527196e-06
1.18390793e-06,9.38563713e-11,1.06545729e+02,1.28534282e-04,8.62771062e+01,4.13660573e+02,1.31062146e+03,1.11819043e-02,4.78043862e-03,1.48413159e-01,1.38092575e-06
1.33916352e-06,9.38568102e-11,1.06545232e+02,1.28535429e-04,8.62774737e+01,4.13660406e+02,1.31062152e+03,1.11684416e-02,4.76073963e-03,1.48413159e-01,1.37647727e-06
1.49807244e-06,9.38572594e-11,1.06544723e+02,1.28536603e-04,8.62778500e+01,4.13660234e+02,1.31062160e+03,1.11546792e-02,4.74065855e-03,1.48413159e-01,1.37192409e-06
1.66072064e-06,9.38577191e-11,1.06544203e+02,1.28537805e-04,8.62782350e+01,4.13660059e+02,1.31062167e+03,1.11406106e-02,4.72019002e-03,1.48413159e-01,1.36726376e-06
