x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,2.92974193e-11,3.41327015e+02,1.22548998e-05,2.63523039e+01,4.04721341e+02,5.68088118e+02,5.37156607e+01,6.16830601e+01,6.53892007e+01,1.44912591e-03
1.92594436e-07,2.93503473e-11,3.40711486e+02,1.23010552e-05,2.64039936e+01,4.04824186e+02,5.68588622e+02,5.35752206e+01,6.15217888e+01,6.52182395e+01,1.44587272e-03
3.24523411e-07,2.94046817e-11,3.40081913e+02,1.23497232e-05,2.64594791e+01,4.04927295e+02,5.69100902e+02,5.34314758e+01,6.13567225e+01,6.50432553e+01,1.44252872e-03
4.59556808e-07,2.94605055e-11,3.39437502e+02,1.23998795e-05,2.65165991e+01,4.05032596e+02,5.69625237e+02,5.32843486e+01,6.11877720e+01,6.48641537e+01,1.43910445e-03
5.97767680e-07,2.95178670e-11,3.38777879e+02,1.24515211e-05,2.65752887e+01,4.05140229e+02,5.70161911e+02,5.31337593e+01,6.10148460e+01,6.46808375e+01,1.43559862e-03
7.39230794e-07,2.95768147e-11,3.38102682e+02,1.25046974e-05,2.66355911e+01,4.05250248e+02,5.70711212e+02,5.29796264e+01,6.08378509e+01,6.44932078e+01,1.43200929e-03
8.84022681e-07,2.96373985e-11,3.37411543e+02,1.25594622e-05,2.66975565e+01,4.05362700e+02,5.71273440e+02,5.28218667e+01,6.06566908e+01,6.43011629e+01,1.42833444e-03
1.03222167e-06,2.96996705e-11,3.36704084e+02,1.26158718e-05,2.67612372e+01,4.05477633e+02,5.71848897e+02,5.26603947e+01,6.04712679e+01,6.41045990e+01,1.42457199e-03
1.18390793e-06,2.97636846e-11,3.35979918e+02,1.26739851e-05,2.68266872e+01,4.05595097e+02,5.72437895e+02,5.24951231e+01,6.02814818e+01,6.39034098e+01,1.42071983e-03
1.33916352e-06,2.98294970e-11,3.35238651e+02,1.27338633e-05,2.68939630e+01,4.05715142e+02,5.73040753e+02,5.23259625e+01,6.00872299e+01,6.36974863e+01,1.41677578e-03
