x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,9.10129295e-11,1.09874501e+02,1.21177799e-04,8.38803481e+01,4.14729083e+02,7.57367731e+02,5.90436371e-01,5.08558495e-01,9.70002903e-01,3.07884104e-05
1.92594436e-07,9.10205737e-11,1.09865273e+02,1.21196146e-04,8.38860572e+01,4.14726856e+02,7.57373352e+02,5.88894363e-01,5.07231455e-01,9.67651416e-01,3.07126020e-05
3.24523411e-07,9.10283211e-11,1.09855922e+02,1.21215813e-04,8.38925319e+01,4.14724056e+02,7.57379105e+02,5.87316138e-01,5.05873189e-01,9.65245989e-01,3.06315456e-05
4.59556808e-07,9.10362433e-11,1.09846362e+02,1.21236042e-04,8.38992307e+01,4.14721131e+02,7.57384994e+02,5.85700844e-01,5.04482963e-01,9.62785429e-01,3.05481883e-05
5.97767680e-07,9.10443524e-11,1.09836578e+02,1.21256763e-04,8.39060958e+01,4.14718130e+02,7.57391021e+02,5.84047608e-01,5.03060025e-01,9.60268517e-01,3.04628222e-05
7.39230794e-07,9.10526535e-11,1.09826565e+02,1.21277976e-04,8.39131242e+01,4.14715057e+02,7.57397189e+02,5.82355537e-01,5.01603605e-01,9.57694012e-01,3.03754374e-05
8.84022681e-07,9.10611515e-11,1.09816316e+02,1.21299695e-04,8.39203192e+01,4.14711911e+02,7.57403503e+02,5.80623714e-01,5.00112917e-01,9.55060646e-01,3.02859901e-05
1.03222167e-06,9.10698509e-11,1.09805825e+02,1.21321931e-04,8.39276846e+01,4.14708690e+02,7.57409966e+02,5.78851203e-01,4.98587155e-01,9.52367128e-01,3.01944319e-05
1.18390793e-06,9.10787567e-11,1.09795088e+02,1.21344695e-04,8.39352245e+01,4.14705392e+02,7.57416580e+02,5.77037045e-01,4.97025493e-01,9.49612141e-01,3.01007129e-05
1.33916352e-06,9.10878737e-11,1.09784099e+02,1.21368002e-04,8.39429430e+01,4.14702015e+02,7.57423351e+02,5.75180259e-01,4.95427087e-01,9.46794343e-01,3.00047820e-05
1.49807244e-06,9.10972071e-11,1.09772851e+02,1.21391863e-04,8.39508445e+01,4.14698558e+02,7.57430280e+02,5.73279839e-01,4.93791074e-01,9.43912366e-01,2.99065867e-05
1.66072064e-06,9.11067619e-11,1.09761338e+02,1.21416293e-04,8.39589332e+01,4.14695019e+02,7.57437373e+02,5.71334757e-01,4.92116569e-01,9.40964817e-01,2.98060734e-05
1.82719613e-06,9.11165435e-11,1.09749555e+02,1.21441305e-04,8.39672136e+01,4.14691395e+02,7.57444632e+02,5.69343959e-01,4.90402667e-01,9.37950277e-01,2.97031873e-05
1.99758895e-06,9.11265573e-11,1.09737495e+02,1.21466912e-04,8.39756904e+01,4.14687684e+02,7.57452063e+02,5.67306368e-01,4.88648442e-01,9.34867299e-01,2.95978721e-05
2.17199129e-06,9.11368089e-11,1.09725151e+02,1.21493131e-04,8.39843682e+01,4.14683885e+02,7.57459668e+02,5.65220878e-01,4.86852946e-01,9.31714411e-01,2.94900704e-05
2.35049750e-06,9.11473040e-11,1.09712517e+02,1.21519974e-04,8.39932518e+01,4.14679996e+02,7.57467452e+02,5.63086361e-01,4.85015210e-01,9.28490114e-01,2.93797231e-05
2.53320413e-06,9.11580484e-11,1.09699585e+02,1.21547458e-04,8.40023462e+01,4.14676013e+02,7.57475419e+02,5.60901660e-01,4.83134240e-01,9.25192883e-01,2.92667700e-05
2.72021005e-06,9.11690481e-11,1.09686350e+02,1.21575598e-04,8.40116563e+01,4.14671936e+02,7.57483574e+02,5.58665590e-01,4.81209021e-01,9.21821164e-01,2.91511494e-05
2.91161640e-06,9.11803091e-11,1.09672803e+02,1.21604409e-04,8.40211874e+01,4.14667761e+02,7.57491921e+02,5.56376941e-01,4.79238512e-01,9.18373379e-01,2.90327978e-05
3.10752674e-06,9.11918379e-11,1.09658938e+02,1.21633908e-04,8.40309447e+01,4.14663486e+02,7.57500464e+02,5.54034470e-01,4.77221650e-01,9.14847921e-01,2.89116508e-05
3.30804705e-06,9.12036408e-11,1.09644747e+02,1.21664112e-04,8.40409336e+01,4.14659109e+02,7.57509208e+02,5.51636909e-01,4.75157345e-01,9.11243155e-01,2.87876418e-05
3.51328580e-06,9.12157244e-11,1.09630222e+02,1.21695037e-04,8.40511598e+01,4.14654627e+02,7.57518158e+02,5.49182958e-01,4.73044484e-01,9.07557423e-01,2.86607031e-05
3.72335404e-06,9.12280954e-11,1.09615355e+02,1.21726702e-04,8.40616288e+01,4.14650038e+02,7.57527318e+02,5.46671287e-01,4.70881925e-01,9.03234679e-01,2.85307652e-05
3.93836540e-06,9.12407608e-11,1.09600139e+02,1.21759124e-04,8.40723465e+01,4.14645339e+02,7.57536694e+02,5.44100533e-01,4.68668501e-01,8.98225878e-01,2.83977569e-05
4.15843619e-06,9.12537277e-11,1.09584565e+02,1.21792321e-04,8.40833189e+01,4.14640527e+02,7.57546291e+02,5.41469304e-01,4.66403019e-01,8.93132936e-01,2.82616053e-05
4.38368547e-06,9.12670032e-11,1.09568625e+02,1.21826313e-04,8.40945521e+01,4.14635600e+02,7.57556113e+02,5.38776173e-01,4.64084254e-01,8.87954509e-01,2.81222358e-05
4.61423510e-06,9.12805949e-11,1.09552310e+02,1.21861118e-04,8.41060523e+01,4.14630555e+02,7.57566167e+02,5.36019680e-01,4.61710956e-01,8.82689194e-01,2.79795720e-05
4.85020980e-06,9.12945104e-11,1.09535612e+02,1.21896757e-04,8.41178260e+01,4.14625389e+02,7.57576457e+02,5.33198332e-01,4.59281845e-01,8.77335526e-01,2.78335358e-05
5.09173722e-06,9.13087574e-11,1.09518521e+02,1.21933250e-04,8.41298797e+01,4.14620099e+02,7.57586989e+02,5.30310601e-01,4.56795610e-01,8.71891972e-01,2.76840469e-05
5.33894803e-06,9.13233440e-11,1.09501028e+02,1.21970617e-04,8.41422201e+01,4.14614682e+02,7.57597769e+02,5.27354922e-01,4.54250910e-01,8.66356926e-01,2.75310235e-05
5.59197596e-06,9.13382783e-11,1.09483124e+02,1.22008880e-04,8.41548542e+01,4.14609135e+02,7.57608803e+02,5.24329695e-01,4.51646372e-01,8.60728701e-01,2.73743814e-05
5.85095790e-06,9.13535688e-11,1.09464799e+02,1.22048061e-04,8.41677891e+01,4.14603455e+02,7.57620097e+02,5.21233282e-01,4.48980592e-01,8.55005523e-01,2.72140347e-05
6.11603395e-06,9.13692241e-11,1.09446043e+02,1.22088183e-04,8.41810319e+01,4.14597638e+02,7.57631656e+02,5.18064007e-01,4.46252131e-01,8.49185527e-01,2.70498953e-05
6.38734751e-06,9.13852530e-11,1.09426847e+02,1.22129268e-04,8.41945901e+01,4.14591681e+02,7.57643487e+02,5.14820157e-01,4.43459519e-01,8.43266745e-01,2.68818731e-05
6.66504536e-06,9.14016645e-11,1.09407199e+02,1.22171340e-04,8.42084712e+01,4.14585581e+02,7.57655596e+02,5.11499977e-01,4.40601248e-01,8.37247103e-01,2.67098756e-05
6.94927771e-06,9.14184679e-11,1.09387089e+02,1.22214423e-04,8.42226831e+01,4.14579334e+02,7.57667991e+02,5.08101672e-01,4.37675777e-01,8.31124409e-01,2.65338084e-05
7.24019835e-06,9.14356728e-11,1.09366506e+02,1.22258541e-04,8.42372338e+01,4.14572936e+02,7.57680677e+02,5.04623408e-01,4.34681528e-01,8.24896350e-01,2.63535745e-05
7.53796465e-06,9.14532887e-11,1.09345439e+02,1.22303722e-04,8.42521315e+01,4.14566385e+02,7.57693662e+02,5.01063306e-01,4.31616885e-01,8.18560480e-01,2.61690748e-05
7.84273769e-06,9.14713258e-11,1.09323878e+02,1.22349990e-04,8.42673844e+01,4.14559675e+02,7.57706952e+02,4.97419445e-01,4.28480194e-01,8.12114211e-01,2.59802077e-05
8.15468235e-06,9.14897942e-11,1.09301809e+02,1.22397372e-04,8.42830013e+01,4.14552803e+02,7.57720555e+02,4.93689860e-01,4.25269763e-01,8.05554808e-01,2.57868692e-05
8.47396739e-06,9.15087045e-11,1.09279222e+02,1.22445895e-04,8.42989908e+01,4.14545766e+02,7.57734478e+02,4.89872540e-01,4.21983857e-01,7.98879379e-01,2.55889527e-05
8.80076553e-06,9.15280673e-11,1.09256104e+02,1.22495589e-04,8.43153621e+01,4.14538558e+02,7.57748729e+02,4.85965429e-01,4.18620702e-01,7.92084865e-01,2.53863493e-05
9.13525357e-06,9.15478937e-11,1.09232443e+02,1.22546481e-04,8.43321244e+01,4.14531176e+02,7.57763315e+02,4.81966423e-01,4.15178482e-01,7.85168032e-01,2.51789471e-05
9.47761245e-06,9.15681949e-11,1.09208225e+02,1.22598602e-04,8.43492871e+01,4.14523616e+02,7.57778244e+02,4.77873371e-01,4.11655334e-01,7.78125464e-01,2.49666317e-05
9.82802739e-06,9.15889827e-11,1.09183438e+02,1.22651982e-04,8.43668600e+01,4.14515873e+02,7.57793525e+02,4.73684069e-01,4.08049353e-01,7.70953556e-01,2.47492859e-05
1.01866879e-05,9.16102687e-11,1.09158069e+02,1.22706651e-04,8.43848530e+01,4.14507942e+02,7.57809165e+02,4.69396266e-01,4.04358588e-01,7.63648502e-01,2.45267898e-05
1.05537882e-05,9.16320652e-11,1.09132104e+02,1.22762643e-04,8.44032764e+01,4.14499819e+02,7.57825173e+02,4.65007656e-01,4.00581040e-01,7.56206294e-01,2.42990204e-05
1.09295266e-05,9.16543847e-11,1.09105528e+02,1.22819989e-04,8.44221405e+01,4.14491499e+02,7.57841558e+02,4.60515882e-01,3.96714660e-01,7.48622712e-01,2.40658517e-05
1.13141066e-05,9.16772400e-11,1.09078328e+02,1.22878724e-04,8.44414562e+01,4.14482977e+02,7.57858328e+02,4.55918530e-01,3.92757352e-01,7.40893320e-01,2.38271549e-05
1.17077361e-05,9.17006441e-11,1.09050488e+02,1.22938882e-04,8.44612343e+01,4.14474248e+02,7.57875493e+02,4.51213129e-01,3.88706966e-01,7.33013462e-01,2.35827978e-05
1.21106281e-05,9.17246105e-11,1.09021995e+02,1.23000498e-04,8.44814862e+01,4.14465307e+02,7.57893062e+02,4.46397151e-01,3.84561300e-01,7.24978260e-01,2.33326451e-05
1.25230006e-05,9.17491531e-11,1.08992832e+02,1.23063610e-04,8.45022234e+01,4.14456148e+02,7.57911044e+02,4.41468007e-01,3.80318098e-01,7.16782614e-01,2.30765584e-05
1.29450766e-05,9.17742859e-11,1.08962984e+02,1.23128253e-04,8.45234579e+01,4.14446767e+02,7.57929450e+02,4.36423045e-01,3.75975049e-01,7.08421198e-01,2.28143956e-05
1.33770845e-05,9.18000235e-11,1.08932434e+02,1.23194468e-04,8.45452016e+01,4.14437157e+02,7.57948288e+02,4.31259551e-01,3.71529784e-01,6.99888470e-01,2.25460113e-05
1.38192580e-05,9.18263807e-11,1.08901167e+02,1.23262292e-04,8.45674670e+01,4.14427313e+02,7.57967570e+02,4.25974742e-01,3.66979873e-01,6.91178668e-01,2.22712567e-05
1.42718363e-05,9.18533728e-11,1.08869165e+02,1.23331767e-04,8.45902670e+01,4.14417228e+02,7.57987306e+02,4.20565767e-01,3.62322830e-01,6.82285826e-01,2.19899791e-05
1.47350643e-05,9.18810155e-11,1.08836412e+02,1.23402934e-04,8.46136146e+01,4.14406898e+02,7.58007506e+02,4.15029705e-01,3.57556103e-01,6.73203778e-01,2.17020223e-05
1.52091924e-05,9.19093248e-11,1.08802888e+02,1.23475835e-04,8.46375232e+01,4.14396314e+02,7.58028181e+02,4.09363558e-01,3.52677079e-01,6.63926171e-01,2.14072262e-05
1.56944773e-05,9.19383172e-11,1.08768578e+02,1.23550514e-04,8.46620067e+01,4.14385472e+02,7.58049343e+02,4.03564254e-01,3.47683080e-01,6.54446481e-01,2.11054267e-05
1.61911814e-05,9.19680096e-11,1.08733461e+02,1.23627017e-04,8.46870790e+01,4.14374365e+02,7.58071003e+02,3.97628641e-01,3.42571363e-01,6.44758031e-01,2.07964560e-05
1.66995735e-05,9.19984192e-11,1.08697520e+02,1.23705389e-04,8.47127548e+01,4.14362985e+02,7.58093172e+02,3.91553484e-01,3.37339115e-01,6.34854009e-01,2.04801418e-05
1.72199285e-05,9.20295639e-11,1.08660735e+02,1.23785678e-04,8.47390487e+01,4.14351327e+02,7.58115863e+02,3.85335463e-01,3.31983457e-01,6.24727490e-01,2.01563079e-05
1.77525281e-05,9.20614620e-11,1.08623085e+02,1.23867932e-04,8.47659762e+01,4.14339382e+02,7.58139088e+02,3.78971171e-01,3.26501440e-01,6.14371461e-01,1.98247735e-05
1.82976602e-05,9.20941321e-11,1.08584551e+02,1.23952201e-04,8.47935527e+01,4.14327144e+02,7.58162860e+02,3.72457107e-01,3.20890047e-01,6.03778846e-01,1.94853536e-05
1.88556199e-05,9.21275935e-11,1.08545113e+02,1.24038536e-04,8.48217943e+01,4.14314604e+02,7.58187191e+02,3.65789682e-01,3.15146188e-01,5.92942530e-01,1.91378586e-05
1.94267089e-05,9.21618659e-11,1.08504748e+02,1.24126991e-04,8.48507175e+01,4.14301756e+02,7.58212094e+02,3.58965207e-01,3.09266706e-01,5.81855385e-01,1.87820942e-05
2.00112363e-05,9.21969694e-11,1.08463435e+02,1.24217619e-04,8.48803391e+01,4.14288591e+02,7.58237584e+02,3.51979898e-01,3.03248372e-01,5.70510292e-01,1.84178612e-05
2.06095181e-05,9.22329250e-11,1.08421152e+02,1.24310477e-04,8.49106764e+01,4.14275101e+02,7.58263673e+02,3.44829873e-01,2.97087888e-01,5.58900162e-01,1.80449558e-05
2.12218782e-05,9.22697538e-11,1.08377877e+02,1.24405620e-04,8.49417471e+01,4.14261278e+02,7.58290376e+02,3.37511150e-01,2.90781891e-01,5.47017952e-01,1.76631688e-05
