x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,9.15963610e-11,1.09174648e+02,1.22672005e-04,8.43737919e+01,4.14512575e+02,3.03424151e+02,9.61780433e-02,2.04642260e-01,6.25934995e-02,2.46679033e-05
1.92594436e-07,9.16025462e-11,1.09167275e+02,1.22686924e-04,8.43784005e+01,4.14510759e+02,3.03425152e+02,9.59386726e-02,2.04151352e-01,6.24329451e-02,2.46070590e-05
3.24523411e-07,9.16088138e-11,1.09159806e+02,1.22702919e-04,8.43836290e+01,4.14508479e+02,3.03426177e+02,9.56937699e-02,2.03653066e-01,6.22686432e-02,2.45419770e-05
4.59556808e-07,9.16152225e-11,1.09152170e+02,1.22719369e-04,8.43890386e+01,4.14506097e+02,3.03427225e+02,9.54432079e-02,2.03147776e-01,6.21005059e-02,2.44750443e-05
5.97767680e-07,9.16217822e-11,1.09144355e+02,1.22736219e-04,8.43945824e+01,4.14503653e+02,3.03428299e+02,9.51868564e-02,2.02635935e-01,6.19284433e-02,2.44064989e-05
7.39230794e-07,9.16284970e-11,1.09136357e+02,1.22753469e-04,8.44002580e+01,4.14501150e+02,3.03429397e+02,9.49245822e-02,2.02118088e-01,6.17523634e-02,2.43363334e-05
8.84022681e-07,9.16353708e-11,1.09128170e+02,1.22771128e-04,8.44060679e+01,4.14498588e+02,3.03430522e+02,9.46562487e-02,2.01594889e-01,6.15721719e-02,2.42645128e-05
1.03222167e-06,9.16424073e-11,1.09119791e+02,1.22789207e-04,8.44120152e+01,4.14495965e+02,3.03431673e+02,9.43817164e-02,2.01067109e-01,6.13877723e-02,2.41909981e-05
1.18390793e-06,9.16496105e-11,1.09111215e+02,1.22807715e-04,8.44181033e+01,4.14493280e+02,3.03432851e+02,9.41008422e-02,2.00535658e-01,6.11990660e-02,2.41157494e-05
1.33916352e-06,9.16569842e-11,1.09102437e+02,1.22826663e-04,8.44243354e+01,4.14490531e+02,3.03434056e+02,9.38134797e-02,2.00001603e-01,6.10059519e-02,2.40387258e-05
1.49807244e-06,9.16645327e-11,1.09093452e+02,1.22846060e-04,8.44307149e+01,4.14487716e+02,3.03435290e+02,9.35194789e-02,1.99466187e-01,6.08083264e-02,2.39598851e-05
1.66072064e-06,9.16722599e-11,1.09084256e+02,1.22865919e-04,8.44372455e+01,4.14484835e+02,3.03436554e+02,9.32186862e-02,1.98930855e-01,6.06060838e-02,2.38791846e-05
1.82719613e-06,9.16801703e-11,1.09074844e+02,1.22886250e-04,8.44439306e+01,4.14481885e+02,3.03437846e+02,9.29109440e-02,1.98397281e-01,6.03991155e-02,2.37965801e-05
1.99758895e-06,9.16882681e-11,1.09065211e+02,1.22907064e-04,8.44507740e+01,4.14478865e+02,3.03439170e+02,9.25960911e-02,1.97867399e-01,6.01873106e-02,2.37120266e-05
2.17199129e-06,9.16965579e-11,1.09055351e+02,1.22928372e-04,8.44577795e+01,4.14475773e+02,3.03440524e+02,9.22739619e-02,1.97343435e-01,5.99705554e-02,2.36254780e-05
2.35049750e-06,9.17050442e-11,1.09045259e+02,1.22950188e-04,8.44649508e+01,4.14472607e+02,3.03441910e+02,9.19443870e-02,1.96827950e-01,5.97487334e-02,2.35368872e-05
2.53320413e-06,9.17137317e-11,1.09034929e+02,1.22972523e-04,8.44722920e+01,4.14469367e+02,3.03443329e+02,9.16071923e-02,1.96323880e-01,5.95217256e-02,2.34462057e-05
2.72021005e-06,9.17226252e-11,1.09024357e+02,1.22995389e-04,8.44798071e+01,4.14466048e+02,3.03444782e+02,9.12621993e-02,1.95834589e-01,5.92894100e-02,2.33533841e-05
2.91161640e-06,9.17317297e-11,1.09013536e+02,1.23018799e-04,8.44875002e+01,4.14462651e+02,3.03446268e+02,9.09092249e-02,1.95363919e-01,5.90516615e-02,2.32583717e-05
3.10752674e-06,9.17410502e-11,1.09002461e+02,1.23042767e-04,8.44953756e+01,4.14459173e+02,3.03447790e+02,9.05480810e-02,1.94916260e-01,5.88083522e-02,2.31611168e-05
3.30804705e-06,9.17505919e-11,1.08991125e+02,1.23067306e-04,8.45034377e+01,4.14455612e+02,3.03449347e+02,9.01785743e-02,1.94496612e-01,5.85593510e-02,2.30615661e-05
3.51328580e-06,9.17603600e-11,1.08979522e+02,1.23092429e-04,8.45116908e+01,4.14451966e+02,3.03450941e+02,8.98005065e-02,1.93681367e-01,5.83045238e-02,2.29596653e-05
3.72335404e-06,9.17703600e-11,1.08967647e+02,1.23118151e-04,8.45201396e+01,4.14448233e+02,3.03452572e+02,8.94136733e-02,1.92570288e-01,5.80437328e-02,2.28553587e-05
3.93836540e-06,9.17805974e-11,1.08955493e+02,1.23144485e-04,8.45287888e+01,4.14444411e+02,3.03454242e+02,8.90178651e-02,1.91445550e-01,5.77768374e-02,2.27485894e-05
4.15843619e-06,9.17910779e-11,1.08943052e+02,1.23171448e-04,8.45376431e+01,4.14440498e+02,3.03455951e+02,8.86128657e-02,1.90307063e-01,5.75036931e-02,2.26392990e-05
4.38368547e-06,9.18018074e-11,1.08930319e+02,1.23199054e-04,8.45467074e+01,4.14436491e+02,3.03457700e+02,8.81984529e-02,1.89154716e-01,5.72241519e-02,2.25274277e-05
4.61423510e-06,9.18127918e-11,1.08917287e+02,1.23227319e-04,8.45559867e+01,4.14432389e+02,3.03459491e+02,8.77743976e-02,1.87988370e-01,5.69380624e-02,2.24129145e-05
4.85020980e-06,9.18240372e-11,1.08903948e+02,1.23256258e-04,8.45654863e+01,4.14428189e+02,3.03461323e+02,8.73404637e-02,1.86807863e-01,5.66452692e-02,2.22956966e-05
5.09173722e-06,9.18355499e-11,1.08890295e+02,1.23285887e-04,8.45752113e+01,4.14423888e+02,3.03463199e+02,8.68964077e-02,1.85613000e-01,5.63456129e-02,2.21757100e-05
