x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,8.90972753e-11,1.12236084e+02,1.16330364e-04,8.22556430e+01,4.15434937e+02,1.30852805e+03,6.53378602e-01,2.47392346e-01,4.39668886e+00,5.11941730e-05
1.92594436e-07,8.91096009e-11,1.12220579e+02,1.16359541e-04,8.22649885e+01,4.15431356e+02,1.30853357e+03,6.51585720e-01,2.46754248e-01,4.38562648e+00,5.10682997e-05
3.24523411e-07,8.91221059e-11,1.12204853e+02,1.16390719e-04,8.22755028e+01,4.15426905e+02,1.30853923e+03,6.49751698e-01,2.46100880e-01,4.37429688e+00,5.09342453e-05
4.59556808e-07,8.91348960e-11,1.12188772e+02,1.16422770e-04,8.22863643e+01,4.15422267e+02,1.30854503e+03,6.47875625e-01,2.45431871e-01,4.36269338e+00,5.07964876e-05
5.97767680e-07,8.91479888e-11,1.12172314e+02,1.16455600e-04,8.22974936e+01,4.15417510e+02,1.30855095e+03,6.45956571e-01,2.44746839e-01,4.35080914e+00,5.06554217e-05
7.39230794e-07,8.91613925e-11,1.12155469e+02,1.16489217e-04,8.23088884e+01,4.15412638e+02,1.30855702e+03,6.43993587e-01,2.44045394e-01,4.33863711e+00,5.05110173e-05
8.84022681e-07,8.91751147e-11,1.12138229e+02,1.16523639e-04,8.23205542e+01,4.15407649e+02,1.30856323e+03,6.41985703e-01,2.43327135e-01,4.32617008e+00,5.03631996e-05
1.03222167e-06,8.91891632e-11,1.12120583e+02,1.16558886e-04,8.23324974e+01,4.15402540e+02,1.30856959e+03,6.39931933e-01,2.42588366e-01,4.31340062e+00,5.02118880e-05
1.18390793e-06,8.92035458e-11,1.12102522e+02,1.16594977e-04,8.23447248e+01,4.15397309e+02,1.30857610e+03,6.37831271e-01,2.41822792e-01,4.30032112e+00,5.00569996e-05
1.33916352e-06,8.92182706e-11,1.12084037e+02,1.16631934e-04,8.23572430e+01,4.15391953e+02,1.30858276e+03,6.35682688e-01,2.41038688e-01,4.28692375e+00,4.98984496e-05
1.49807244e-06,8.92333459e-11,1.12065118e+02,1.16669778e-04,8.23700592e+01,4.15386467e+02,1.30858957e+03,6.33485139e-01,2.40235607e-01,4.27320047e+00,4.97361508e-05
