x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,1.24009551e-11,8.06397935e+02,1.71532008e-06,8.71433011e+00,3.16209965e+02,1.18692460e+03,4.26768122e+01,1.62793331e+01,4.49496173e+02,3.94518913e-03
1.92594436e-07,1.24275432e-11,8.04672493e+02,1.72442107e-06,8.74184127e+00,3.16544023e+02,1.18724807e+03,4.25652338e+01,1.62367725e+01,4.48320942e+02,3.93550563e-03
3.24523411e-07,1.24548840e-11,8.02905895e+02,1.73388650e-06,8.77052850e+00,3.16885823e+02,1.18757914e+03,4.24510299e+01,1.61932103e+01,4.47118056e+02,3.92559260e-03
4.59556808e-07,1.24830043e-11,8.01097019e+02,1.74364973e-06,8.80004346e+00,3.17235906e+02,1.18791801e+03,4.23341386e+01,1.61486231e+01,4.45886865e+02,3.91544691e-03
5.97767680e-07,1.25119299e-11,7.99244833e+02,1.75372065e-06,8.83040678e+00,3.17594484e+02,1.18826486e+03,4.22144968e+01,1.61029867e+01,4.44626703e+02,3.90506317e-03
7.39230794e-07,1.25416878e-11,7.97348283e+02,1.76411103e-06,8.86164683e+00,3.17961768e+02,1.18861986e+03,4.20920396e+01,1.60562765e+01,4.43336889e+02,3.89443581e-03
8.84022681e-07,1.25723058e-11,7.95406287e+02,1.77483322e-06,8.89379323e+00,3.18337975e+02,1.18898322e+03,4.19667010e+01,1.60084671e+01,4.42016723e+02,3.88355913e-03
1.03222167e-06,1.26038133e-11,7.93417739e+02,1.78590016e-06,8.92687687e+00,3.18723328e+02,1.18935513e+03,4.18384129e+01,1.59595327e+01,4.40665493e+02,3.87242729e-03
1.18390793e-06,1.26362406e-11,7.91381500e+02,1.79732545e-06,8.96092991e+00,3.19118053e+02,1.18973578e+03,4.17071062e+01,1.59094468e+01,4.39282467e+02,3.86103433e-03
1.33916352e-06,1.26696194e-11,7.89296406e+02,1.80912333e-06,8.99598590e+00,3.19522386e+02,1.19012540e+03,4.15727096e+01,1.58581824e+01,4.37866897e+02,3.84937414e-03
1.49807244e-06,1.27039828e-11,7.87161264e+02,1.82130879e-06,9.03207981e+00,3.19936566e+02,1.19052419e+03,4.14351505e+01,1.58057116e+01,4.36418017e+02,3.83744046e-03
1.66072064e-06,1.27393653e-11,7.84974848e+02,1.83389756e-06,9.06924813e+00,3.20360839e+02,1.19093236e+03,4.12943546e+01,1.57520062e+01,4.34935043e+02,3.82522691e-03
1.82719613e-06,1.27758027e-11,7.82735902e+02,1.84690618e-06,9.10752895e+00,3.20795458e+02,1.19135013e+03,4.11502456e+01,1.56970370e+01,4.33417174e+02,3.81272693e-03
1.99758895e-06,1.28133328e-11,7.80443139e+02,1.86035204e-06,9.14696202e+00,3.21240682e+02,1.19177773e+03,4.10027455e+01,1.56407743e+01,4.31863587e+02,3.79993384e-03
2.17199129e-06,1.28519948e-11,7.78095239e+02,1.87425346e-06,9.18758891e+00,3.21696775e+02,1.19221540e+03,4.08517746e+01,1.55831877e+01,4.30273443e+02,3.78684077e-03
2.35049750e-06,1.28918296e-11,7.75690848e+02,1.88862972e-06,9.22945302e+00,3.22164012e+02,1.19266336e+03,4.06972512e+01,1.55242461e+01,4.28645881e+02,3.77344072e-03
2.53320413e-06,1.29328802e-11,7.73228577e+02,1.90350114e-06,9.27259977e+00,3.22642671e+02,1.19312187e+03,4.05390918e+01,1.54639175e+01,4.26980022e+02,3.75972650e-03
2.72021005e-06,1.29751915e-11,7.70707003e+02,1.91888913e-06,9.31707664e+00,3.23133039e+02,1.19359116e+03,4.03772106e+01,1.54021692e+01,4.25274962e+02,3.74569078e-03
2.91161640e-06,1.30188104e-11,7.68124665e+02,1.93481631e-06,9.36293336e+00,3.23635410e+02,1.19407150e+03,4.02115203e+01,1.53389680e+01,4.23529781e+02,3.73132605e-03
3.10752674e-06,1.30637861e-11,7.65480066e+02,1.95130654e-06,9.41022197e+00,3.24150087e+02,1.19456314e+03,4.00419310e+01,1.52742796e+01,4.21743534e+02,3.71662460e-03
3.30804705e-06,1.31101701e-11,7.62771668e+02,1.96838502e-06,9.45899702e+00,3.24677377e+02,1.19506635e+03,3.98683512e+01,1.52080691e+01,4.19915255e+02,3.70157857e-03
3.51328580e-06,1.31580165e-11,7.59997897e+02,1.98607840e-06,9.50931568e+00,3.25217600e+02,1.19558140e+03,3.96906869e+01,1.51403005e+01,4.18043955e+02,3.68617991e-03
3.72335404e-06,1.32073819e-11,7.57157135e+02,2.00441488e-06,9.56123791e+00,3.25771081e+02,1.19610857e+03,3.95088419e+01,1.50709372e+01,4.16128621e+02,3.67042039e-03
3.93836540e-06,1.32583257e-11,7.54247725e+02,2.02342430e-06,9.61482665e+00,3.26338153e+02,1.19664815e+03,3.93227179e+01,1.49999418e+01,4.14168217e+02,3.65429155e-03
4.15843619e-06,1.33109105e-11,7.51267967e+02,2.04313827e-06,9.67014798e+00,3.26919159e+02,1.19720042e+03,3.91322143e+01,1.49272758e+01,4.12161683e+02,3.63778479e-03
4.38368547e-06,1.33652017e-11,7.48216114e+02,2.06359032e-06,9.72727131e+00,3.27514450e+02,1.19776569e+03,3.89372279e+01,1.48528998e+01,4.10107933e+02,3.62089126e-03
4.61423510e-06,1.34212685e-11,7.45090376e+02,2.08481600e-06,9.78626962e+00,3.28124387e+02,1.19834426e+03,3.87376533e+01,1.47767738e+01,4.08005856e+02,3.60360192e-03
4.85020980e-06,1.34791833e-11,7.41888917e+02,2.10685308e-06,9.84721969e+00,3.28749338e+02,1.19893644e+03,3.85333825e+01,1.46988563e+01,4.05854316e+02,3.58590753e-03
5.09173722e-06,1.35390226e-11,7.38609852e+02,2.12974168e-06,9.91020231e+00,3.29389683e+02,1.19954256e+03,3.83243049e+01,1.46191055e+01,4.03652147e+02,3.56779862e-03
5.33894803e-06,1.36008667e-11,7.35251246e+02,2.15352449e-06,9.97530260e+00,3.30045809e+02,1.20016294e+03,3.81103076e+01,1.45374780e+01,4.01398159e+02,3.54926550e-03
5.59197596e-06,1.36648007e-11,7.31811117e+02,2.17824692e-06,1.00426102e+01,3.30718113e+02,1.20079792e+03,3.78912747e+01,1.44539297e+01,3.99091132e+02,3.53029826e-03
5.85095790e-06,1.37309138e-11,7.28287426e+02,2.20395739e-06,1.01122198e+01,3.31407005e+02,1.20144784e+03,3.76670877e+01,1.43684154e+01,3.96729819e+02,3.51088674e-03
6.11603395e-06,1.37993006e-11,7.24678084e+02,2.23070749e-06,1.01842312e+01,3.32112902e+02,1.20211306e+03,3.74376254e+01,1.42808889e+01,3.94312942e+02,3.49102055e-03
6.38734751e-06,1.38700609e-11,7.20980946e+02,2.25855232e-06,1.02587499e+01,3.32836231e+02,1.20279393e+03,3.72027636e+01,1.41913029e+01,3.91839193e+02,3.47068907e-03
6.66504536e-06,1.39433001e-11,7.17193812e+02,2.28755071e-06,1.03358873e+01,3.33577431e+02,1.20349081e+03,3.69623753e+01,1.40996087e+01,3.89307234e+02,3.44988141e-03
