x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,3.41180377e-15,2.93100093e+06,1.12613016e-16,1.94859792e-15,2.26535078e-09,1.04293119e-01,2.93265379e-01,1.31026620e+03,1.22444753e-03,1.94348670e-01
1.92594436e-07,3.42087142e-15,2.92323178e+06,1.10797561e-15,7.17356773e-15,2.03102184e-08,3.53077215e+00,2.92501234e-01,1.30684044e+03,1.22391412e-03,1.94280477e-01
3.24523411e-07,3.43020248e-15,2.91527981e+06,4.45110943e-16,1.37839378e-14,4.69687343e-09,7.03787974e+00,2.91719109e-01,1.30333406e+03,1.22336731e-03,1.94210491e-01
4.59556808e-07,3.43980598e-15,2.90714073e+06,1.86320087e-16,1.50214848e-12,6.11318868e-09,1.06275132e+01,2.90918578e-01,1.29974518e+03,1.22280674e-03,1.94138660e-01
5.97767680e-07,3.44969130e-15,2.89881012e+06,4.39151020e-15,5.65528980e-13,1.48666663e-07,1.43016143e+01,2.90099211e-01,1.29607184e+03,1.22223208e-03,1.94064931e-01
7.39230794e-07,3.45986824e-15,2.89028349e+06,9.73810975e-15,1.12663170e-13,3.52926021e-11,1.80621708e+01,2.89260563e-01,1.29231207e+03,1.22164297e-03,1.93989247e-01
8.84022681e-07,3.47034703e-15,2.88155621e+06,4.72052959e-17,3.01088424e-11,9.12840823e-08,2.19112171e+01,2.88402181e-01,1.28846383e+03,1.22103905e-03,1.93911550e-01
1.03222167e-06,3.48113833e-15,2.87262358e+06,3.94306720e-17,2.60523662e-13,3.58724467e-08,2.58508353e+01,2.87523600e-01,1.28452503e+03,1.22041994e-03,1.93831781e-01
1.18390793e-06,3.49225328e-15,2.86348075e+06,1.09881320e-14,8.02300383e-15,1.04065135e-08,2.98831568e+01,2.86624345e-01,1.28049355e+03,1.21978528e-03,1.93749878e-01
1.33916352e-06,3.50370352e-15,2.85412278e+06,3.94836384e-14,1.56604481e-12,9.81614749e-10,3.40103629e+01,2.85703930e-01,1.27636721e+03,1.21913466e-03,1.93665776e-01
1.49807244e-06,3.51550122e-15,2.84454461e+06,7.72937465e-17,2.91736034e-13,8.06010841e-09,3.82346864e+01,2.84761857e-01,1.27214376e+03,1.21846769e-03,1.93579409e-01
1.66072064e-06,3.52765909e-15,2.83474106e+06,8.80432005e-16,9.90123977e-14,1.20705385e-09,4.25584126e+01,2.83797616e-01,1.26782094e+03,1.21778395e-03,1.93490708e-01
1.82719613e-06,3.54019043e-15,2.82470682e+06,2.62013977e-15,1.42809758e-12,6.85925605e-07,4.69838804e+01,2.82810685e-01,1.26339639e+03,1.21708303e-03,1.93399602e-01
1.99758895e-06,3.55310919e-15,2.81443646e+06,1.82532792e-15,3.09719888e-15,7.09538893e-08,5.15134841e+01,2.81800530e-01,1.25886774e+03,1.21636450e-03,1.93306016e-01
2.17199129e-06,3.56642994e-15,2.80392443e+06,1.36832410e-16,8.74052757e-14,8.73828363e-10,5.61496739e+01,2.80766606e-01,1.25423251e+03,1.21562791e-03,1.93209873e-01
2.35049750e-06,3.58016797e-15,2.79316505e+06,1.48339082e-15,5.06084986e-14,5.75647506e-10,6.08949580e+01,2.79708352e-01,1.24948822e+03,1.21487280e-03,1.93111095e-01
2.53320413e-06,3.59433932e-15,2.78215248e+06,2.82200735e-13,1.18674816e-16,3.14106557e-10,6.57519035e+01,2.78625197e-01,1.24463229e+03,1.21409873e-03,1.93009597e-01
2.72021005e-06,3.60896077e-15,2.77088078e+06,3.52283311e-15,7.11286306e-14,4.40652024e-08,7.07231379e+01,2.77516553e-01,1.23966209e+03,1.21330520e-03,1.92905293e-01
