x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,4.45394793e-15,2.24519927e+06,1.45895482e-16,3.99974982e-15,4.26391444e-08,1.28260540e-02,1.59363390e-02,7.59486219e+02,9.99329305e-04,1.87500321e-01
1.92594436e-07,4.46577362e-15,2.23925390e+06,9.14941066e-17,1.96431604e-13,7.46500463e-11,1.99859514e+00,1.58972867e-02,7.57500500e+02,9.99328280e-04,1.87432196e-01
3.24523411e-07,4.47794262e-15,2.23316862e+06,2.32450033e-15,1.30046735e-12,5.35358947e-07,4.03109140e+00,1.58573154e-02,7.55468056e+02,9.99327279e-04,1.87362280e-01
4.59556808e-07,4.49046684e-15,2.22694016e+06,4.02073967e-16,7.31812271e-12,5.22338570e-09,6.11141437e+00,1.58164035e-02,7.53387787e+02,9.99326305e-04,1.87290521e-01
5.97767680e-07,4.50335853e-15,2.22056513e+06,2.76184099e-17,6.57320418e-14,1.51474400e-07,8.24068947e+00,1.57745290e-02,7.51258566e+02,9.99325360e-04,1.87216866e-01
7.39230794e-07,4.51663046e-15,2.21404009e+06,7.77386849e-16,1.70764869e-13,2.73302622e-08,1.04200686e+01,1.57316691e-02,7.49079243e+02,9.99324445e-04,1.87141258e-01
8.84022681e-07,4.53029594e-15,2.20736151e+06,7.64753149e-17,4.07262529e-14,1.16667493e-08,1.26507307e+01,1.56878007e-02,7.46848638e+02,9.99323563e-04,1.87063640e-01
1.03222167e-06,4.54436888e-15,2.20052577e+06,5.34344337e-15,4.61043461e-12,2.98760425e-10,1.49338826e+01,1.56429001e-02,7.44565545e+02,9.99322715e-04,1.86983952e-01
1.18390793e-06,4.55886381e-15,2.19352919e+06,1.98564238e-16,5.48482981e-12,2.49513056e-10,1.72707594e+01,1.55969428e-02,7.42228728e+02,9.99321903e-04,1.86902132e-01
1.33916352e-06,4.57379589e-15,2.18636797e+06,4.51133486e-16,7.36714634e-15,2.84266161e-07,1.96626253e+01,1.55499042e-02,7.39836923e+02,9.99321129e-04,1.86818117e-01
1.49807244e-06,4.58918097e-15,2.17903823e+06,4.61073385e-15,1.97309647e-11,3.64414951e-13,2.21107742e+01,1.55017587e-02,7.37388837e+02,9.99320397e-04,1.86731838e-01
1.66072064e-06,4.60503563e-15,2.17153603e+06,2.97514635e-16,7.68034098e-17,1.40198274e-06,2.46165306e+01,1.54524803e-02,7.34883145e+02,9.99319707e-04,1.86643229e-01
1.82719613e-06,4.62137722e-15,2.16385728e+06,1.37252857e-16,1.08646960e-11,4.37949556e-06,2.71812500e+01,1.54020423e-02,7.32318491e+02,9.99319064e-04,1.86552216e-01
1.99758895e-06,4.63822389e-15,2.15599785e+06,1.30421912e-16,1.42967147e-16,2.43925501e-06,2.98063199e+01,1.53504175e-02,7.29693489e+02,9.99318468e-04,1.86458728e-01
2.17199129e-06,4.65559464e-15,2.14795348e+06,2.89026802e-16,1.07217544e-15,3.31599866e-10,3.24931603e+01,1.52975780e-02,7.27006717e+02,9.99317922e-04,1.86362685e-01
2.35049750e-06,4.67350941e-15,2.13971982e+06,2.35833533e-16,3.96641187e-16,6.89422407e-08,3.52432249e+01,1.52434950e-02,7.24256723e+02,9.99317430e-04,1.86264010e-01
2.53320413e-06,4.69198906e-15,2.13129241e+06,5.50852207e-16,1.03251509e-14,3.42195801e-10,3.80580012e+01,1.51881394e-02,7.21442019e+02,9.99316994e-04,1.86162618e-01
2.72021005e-06,4.71105552e-15,2.12266670e+06,7.20751192e-15,2.62589158e-14,1.02126515e-08,4.09390122e+01,1.51314813e-02,7.18561082e+02,9.99316616e-04,1.86058425e-01
2.91161640e-06,4.73073177e-15,2.11383802e+06,6.60193376e-17,5.44939918e-15,8.63683365e-11,4.38878162e+01,1.50734900e-02,7.15612354e+02,9.99316301e-04,1.85951340e-01
3.10752674e-06,4.75104196e-15,2.10480159e+06,3.23514817e-17,6.15713599e-17,8.66986063e-07,4.69060087e+01,1.50141340e-02,7.12594239e+02,9.99316050e-04,1.85841272e-01
3.30804705e-06,4.77201146e-15,2.09555252e+06,3.37658974e-17,1.68931470e-14,1.03806023e-07,4.99952223e+01,1.49533814e-02,7.09505104e+02,9.99315867e-04,1.85728123e-01
