V,eps_org,delta_um,j1,j2,j3,j4,j_total,FE_ADPN,FE_PN,FE_HER,FE_TCH,pH_bulk,phi_span,max_eneutr,Na_dev,iface_var,max_Rbuf_surf,max_Rbuf_bulk,AN_depletion,c_AN_surface,c_AN_bulk,phi_l_surface
-1.00000000e+00,0.0500,50.0000,1.68093489e-06,2.21316142e-06,3.52015727e-04,1.27669951e-06,3.57186523e-04,0.470604,0.619609,98.552354,0.357432,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.05000000e+00,0.0500,50.0000,4.44772926e-06,5.85599292e-06,7.51934963e-04,3.37812833e-06,7.65616814e-04,0.580934,0.764873,98.212964,0.441230,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.12000000e+00,0.0500,50.0000,1.73684385e-05,2.28677257e-05,2.17593429e-03,1.31916335e-05,2.22936209e-03,0.779077,1.025752,97.603449,0.591722,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.21800000e+00,0.0500,50.0000,1.16958605e-04,1.53990660e-04,9.63157857e-03,8.88321106e-05,9.99135995e-03,1.170597,1.541238,96.399075,0.889089,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.35520000e+00,0.0500,50.0000,1.68893193e-03,2.22369053e-03,7.72982828e-02,1.28277341e-03,8.24936787e-02,2.047347,2.695589,93.702068,1.554996,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.54728000e+00,0.0500,50.0000,7.09584711e-02,9.34284312e-02,1.42703739e+00,5.38926380e-02,1.64531693e+00,4.312754,5.678446,86.733283,3.275517,13.026907,6.34564584e-07,2.27373675e-13,2.47360767e-05,1.55644923e-10,4.68863234e+00,3.72574349e-09,0.999971,7.59495479e+02,7.59517527e+02,6.34564584e-07
-1.74728000e+00,0.0500,50.0000,3.46076506e+00,4.56946463e+00,2.97239819e+01,2.62107178e+00,4.03752833e+01,8.571494,11.317480,73.619253,6.491773,13.026907,3.07884104e-05,2.27373675e-13,1.19905695e-03,2.82186275e-13,2.19093067e+02,3.72574349e-09,0.997170,7.57367731e+02,7.59517527e+02,3.07884104e-05
-1.94728000e+00,0.0500,50.0000,1.36763916e+02,2.02356376e+02,6.24821409e+02,9.24328109e+01,1.05637451e+03,12.946537,19.155742,59.147717,8.750004,13.026907,6.64258407e-04,2.27373675e-13,2.61912133e-02,1.80692222e-10,2.10391808e+03,3.72574349e-09,0.889850,6.75856716e+02,7.59517527e+02,6.64258407e-04
-2.00728000e+00,0.0500,50.0000,3.15378523e+02,5.55157753e+02,1.57207003e+03,1.79162792e+02,2.62176910e+03,12.029226,21.174929,59.962185,6.833660,13.026907,1.44912591e-03,2.27373675e-13,5.80234597e-02,2.14561979e-11,1.89128726e+03,3.72574349e-09,0.747959,5.68088118e+02,7.59517527e+02,1.44912591e-03
-2.07328000e+00,0.0500,50.0000,5.73207170e+02,1.44863053e+03,4.40435370e+03,2.26811774e+02,6.65300318e+03,8.615766,21.774084,66.200986,3.409164,13.026907,3.31708400e-03,2.27373675e-13,1.37812024e-01,6.35636899e-09,1.04228986e+03,3.72574349e-09,0.520974,3.95689003e+02,7.59517527e+02,3.31708400e-03
