x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,2.77981097e-15,3.59736695e+06,1.41100938e-17,3.42630471e-15,4.30584164e-10,1.45228466e-01,4.21248340e-01,1.31011800e+03,1.54878629e-03,1.99612006e-01
1.92594436e-07,2.78720427e-15,3.58782463e+06,3.25355176e-16,4.41630128e-16,4.14583720e-08,3.57160047e+00,4.20149577e-01,1.30669262e+03,1.54736993e-03,1.99543763e-01
3.24523411e-07,2.79481237e-15,3.57805778e+06,1.50482250e-17,1.92409145e-13,3.66744298e-09,7.07859851e+00,4.19024958e-01,1.30318664e+03,1.54592002e-03,1.99473727e-01
4.59556808e-07,2.80264262e-15,3.56806110e+06,2.76707812e-17,2.09132603e-15,4.07168743e-10,1.06681198e+01,4.17873876e-01,1.29959816e+03,1.54443574e-03,1.99401845e-01
5.97767680e-07,2.81070270e-15,3.55782919e+06,2.14206583e-17,9.16050232e-14,1.20502338e-09,1.43421062e+01,4.16695708e-01,1.29592524e+03,1.54291629e-03,1.99328062e-01
7.39230794e-07,2.81900059e-15,3.54735651e+06,3.52787154e-16,2.46269518e-15,6.24202777e-08,1.81025452e+01,4.15489816e-01,1.29216590e+03,1.54136084e-03,1.99252323e-01
8.84022681e-07,2.82754464e-15,3.53663740e+06,1.54231070e-17,7.38385667e-15,2.94264085e-08,2.19514713e+01,4.14255548e-01,1.28831809e+03,1.53976853e-03,1.99174569e-01
1.03222167e-06,2.83634353e-15,3.52566606e+06,6.56812701e-17,4.48422206e-12,1.12027410e-10,2.58909664e+01,4.12992237e-01,1.28437974e+03,1.53813849e-03,1.99094742e-01
1.18390793e-06,2.84540636e-15,3.51443655e+06,2.00988417e-16,1.18164069e-13,3.84709499e-09,2.99231620e+01,4.11699199e-01,1.28034871e+03,1.53646982e-03,1.99012779e-01
1.33916352e-06,2.85474262e-15,3.50294280e+06,1.43738574e-16,1.19404524e-11,1.91222072e-09,3.40502392e+01,4.10375734e-01,1.27622284e+03,1.53476161e-03,1.98928615e-01
1.49807244e-06,2.86436223e-15,3.49117859e+06,3.68376171e-15,1.28177069e-12,1.77232043e-07,3.82744307e+01,4.09021127e-01,1.27199987e+03,1.53301293e-03,1.98842184e-01
1.66072064e-06,2.87427557e-15,3.47913756e+06,2.10073779e-17,5.14112414e-15,7.21208711e-10,4.25980218e+01,4.07634644e-01,1.26767754e+03,1.53122281e-03,1.98753418e-01
1.82719613e-06,2.88449349e-15,3.46681319e+06,3.77863000e-17,6.81597763e-13,5.07155732e-08,4.70233515e+01,4.06215537e-01,1.26325349e+03,1.52939027e-03,1.98662244e-01
1.99758895e-06,2.89502736e-15,3.45419882e+06,2.91252551e-15,2.73390792e-12,2.01578314e-06,5.15528136e+01,4.04763036e-01,1.25872534e+03,1.52751430e-03,1.98568588e-01
2.17199129e-06,2.90588907e-15,3.44128762e+06,1.05287529e-15,4.04149750e-16,2.18181606e-07,5.61888586e+01,4.03276356e-01,1.25409065e+03,1.52559389e-03,1.98472374e-01
2.35049750e-06,2.91709110e-15,3.42807261e+06,7.92283164e-17,4.84409578e-14,1.66172831e-08,6.09339945e+01,4.01754693e-01,1.24934689e+03,1.52362796e-03,1.98373521e-01
2.53320413e-06,2.92864651e-15,3.41454663e+06,1.53359160e-14,3.01924823e-13,1.32792916e-06,6.57907883e+01,4.00197224e-01,1.24449150e+03,1.52161546e-03,1.98271946e-01
2.72021005e-06,2.94056903e-15,3.40070238e+06,2.21591744e-16,3.59385507e-13,4.09755014e-08,7.07618674e+01,3.98603106e-01,1.23952187e+03,1.51955526e-03,1.98167564e-01
2.91161640e-06,2.95287304e-15,3.38653236e+06,9.74498652e-16,4.19006423e-14,4.75106873e-09,7.58499211e+01,3.96971477e-01,1.23443529e+03,1.51744625e-03,1.98060285e-01
3.10752674e-06,2.96557366e-15,3.37202890e+06,6.43360948e-17,1.22059439e-15,3.16214104e-08,8.10577019e+01,3.95301454e-01,1.22922903e+03,1.51528726e-03,1.97950015e-01
3.30804705e-06,2.97868678e-15,3.35718416e+06,3.68566767e-17,4.28575891e-12,4.99894794e-10,8.63880271e+01,3.93592133e-01,1.22390025e+03,1.51307711e-03,1.97836659e-01
3.51328580e-06,2.99222910e-15,3.34199012e+06,6.11758104e-17,1.71743300e-15,2.60106386e-07,9.18437803e+01,3.91842591e-01,1.21844608e+03,1.51081459e-03,1.97720115e-01
3.72335404e-06,3.00621820e-15,3.32643854e+06,7.63742118e-17,1.01328751e-13,1.36193188e-07,9.74279129e+01,3.90051880e-01,1.21286357e+03,1.50849845e-03,1.97600278e-01
3.93836540e-06,3.02067258e-15,3.31052102e+06,6.27893160e-17,8.37294899e-16,4.67011854e-11,1.03143446e+02,3.88219032e-01,1.20714970e+03,1.50612743e-03,1.97477040e-01
4.15843619e-06,3.03561174e-15,3.29422895e+06,1.56550349e-16,1.59551602e-13,3.55253462e-07,1.08993471e+02,3.86343055e-01,1.20130137e+03,1.50370022e-03,1.97350287e-01
4.38368547e-06,3.05105624e-15,3.27755351e+06,6.96722383e-16,5.04200805e-11,3.07762101e-06,1.14981154e+02,3.84422934e-01,1.19531543e+03,1.50121549e-03,1.97219900e-01
4.61423510e-06,3.06702775e-15,3.26048568e+06,7.25969699e-17,9.88520021e-11,6.60599997e-06,1.21109732e+02,3.82457631e-01,1.18918863e+03,1.49867188e-03,1.97085757e-01
4.85020980e-06,3.08354919e-15,3.24301623e+06,7.29212091e-15,2.05593315e-12,3.12493133e-07,1.27382523e+02,3.80446082e-01,1.18291766e+03,1.49606799e-03,1.96947728e-01
