x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,3.62694971e-11,2.75713787e+02,1.92384533e-05,3.34169334e+01,4.14561189e+02,2.56509350e+02,1.08779990e+01,2.76699584e+01,5.97928666e+00,1.09580343e-03
1.92594436e-07,3.63284293e-11,2.75266515e+02,1.93017535e-05,3.34726897e+01,4.14623048e+02,2.56633012e+02,1.08495604e+01,2.75976150e+01,5.96365608e+00,1.09337079e-03
3.24523411e-07,3.63888713e-11,2.74809297e+02,1.93687369e-05,3.35330651e+01,4.14683594e+02,2.56759585e+02,1.08204526e+01,2.75235692e+01,5.94765769e+00,1.09086258e-03
4.59556808e-07,3.64509411e-11,2.74341343e+02,1.94377522e-05,3.35952469e+01,4.14745263e+02,2.56889135e+02,1.07906599e+01,2.74477808e+01,5.93128285e+00,1.08829335e-03
5.97767680e-07,3.65146926e-11,2.73862367e+02,1.95087643e-05,3.36591120e+01,4.14808223e+02,2.57021735e+02,1.07601661e+01,2.73702089e+01,5.91452269e+00,1.08566259e-03
7.39230794e-07,3.65801771e-11,2.73372108e+02,1.95818343e-05,3.37247010e+01,4.14872506e+02,2.57157454e+02,1.07289547e+01,2.72908115e+01,5.89736815e+00,1.08296885e-03
8.84022681e-07,3.66474481e-11,2.72870299e+02,1.96570315e-05,3.37920654e+01,4.14938133e+02,2.57296367e+02,1.06970090e+01,2.72095456e+01,5.87980994e+00,1.08021060e-03
1.03222167e-06,3.67165605e-11,2.72356669e+02,1.97344286e-05,3.38612593e+01,4.15005128e+02,2.57438549e+02,1.06643115e+01,2.71263672e+01,5.86183857e+00,1.07738626e-03
1.18390793e-06,3.67875716e-11,2.71830939e+02,1.98141010e-05,3.39323388e+01,4.15073514e+02,2.57584076e+02,1.06308446e+01,2.70412313e+01,5.84344432e+00,1.07449420e-03
1.33916352e-06,3.68605406e-11,2.71292823e+02,1.98961277e-05,3.40053619e+01,4.15143313e+02,2.57733028e+02,1.05965902e+01,2.69540918e+01,5.82461723e+00,1.07153277e-03
1.49807244e-06,3.69355291e-11,2.70742030e+02,1.99805907e-05,3.40803888e+01,4.15214548e+02,2.57885485e+02,1.05615297e+01,2.68649014e+01,5.80534712e+00,1.06850027e-03
1.66072064e-06,3.70126008e-11,2.70178260e+02,2.00675757e-05,3.41574819e+01,4.15287241e+02,2.58041529e+02,1.05256443e+01,2.67736119e+01,5.78562356e+00,1.06539494e-03
1.82719613e-06,3.70918222e-11,2.69601209e+02,2.01571721e-05,3.42367062e+01,4.15361414e+02,2.58201246e+02,1.04889144e+01,2.66801739e+01,5.76543589e+00,1.06221500e-03
1.99758895e-06,3.71732619e-11,2.69010563e+02,2.02494732e-05,3.43181287e+01,4.15437091e+02,2.58364720e+02,1.04513202e+01,2.65845367e+01,5.74477318e+00,1.05895860e-03
2.17199129e-06,3.72569915e-11,2.68406001e+02,2.03445764e-05,3.44018192e+01,4.15514293e+02,2.58532041e+02,1.04128414e+01,2.64866485e+01,5.72362426e+00,1.05562385e-03
2.35049750e-06,3.73430853e-11,2.67787196e+02,2.04425835e-05,3.44878502e+01,4.15593041e+02,2.58703300e+02,1.03734572e+01,2.63864562e+01,5.70197768e+00,1.05220882e-03
2.53320413e-06,3.74316204e-11,2.67153812e+02,2.05436009e-05,3.45762970e+01,4.15673358e+02,2.58878588e+02,1.03331462e+01,2.62839056e+01,5.67982174e+00,1.04871151e-03
2.72021005e-06,3.75226773e-11,2.66505506e+02,2.06477398e-05,3.46672378e+01,4.15755265e+02,2.59058001e+02,1.02918866e+01,2.61789411e+01,5.65714444e+00,1.04512989e-03
2.91161640e-06,3.76163393e-11,2.65841925e+02,2.07551165e-05,3.47607537e+01,4.15838782e+02,2.59241636e+02,1.02496562e+01,2.60715057e+01,5.63393353e+00,1.04146186e-03
3.10752674e-06,3.77126936e-11,2.65162711e+02,2.08658528e-05,3.48569293e+01,4.15923929e+02,2.59429592e+02,1.02064320e+01,2.59615412e+01,5.61017644e+00,1.03770526e-03
3.30804705e-06,3.78118304e-11,2.64467495e+02,2.09800762e-05,3.49558525e+01,4.16010726e+02,2.59621971e+02,1.01621907e+01,2.58489879e+01,5.58586032e+00,1.03385789e-03
3.51328580e-06,3.79138442e-11,2.63755899e+02,2.10979202e-05,3.50576146e+01,4.16099192e+02,2.59818877e+02,1.01169084e+01,2.57337977e+01,5.56097201e+00,1.02991747e-03
3.72335404e-06,3.80188330e-11,2.63027539e+02,2.12195248e-05,3.51623110e+01,4.16189346e+02,2.60020416e+02,1.00705605e+01,2.56159052e+01,5.53549806e+00,1.02588168e-03
3.93836540e-06,3.81268991e-11,2.62282019e+02,2.13450368e-05,3.52700405e+01,4.16281204e+02,2.60226697e+02,1.00231221e+01,2.54952381e+01,5.50942468e+00,1.02174812e-03
4.15843619e-06,3.82381493e-11,2.61518934e+02,2.14746100e-05,3.53809066e+01,4.16374782e+02,2.60437833e+02,9.97456732e+00,2.53717313e+01,5.48273777e+00,1.01751433e-03
4.38368547e-06,3.83526948e-11,2.60737873e+02,2.16084060e-05,3.54950166e+01,4.16470097e+02,2.60653936e+02,9.92487003e+00,2.52453178e+01,5.45542289e+00,1.01317779e-03
4.61423510e-06,3.84706517e-11,2.59938411e+02,2.17465947e-05,3.56124828e+01,4.16567163e+02,2.60875125e+02,9.87400332e+00,2.51159293e+01,5.42746526e+00,1.00873589e-03
4.85020980e-06,3.85921413e-11,2.59120114e+02,2.18893542e-05,3.57334220e+01,4.16665991e+02,2.61101519e+02,9.82193965e+00,2.49834957e+01,5.39884976e+00,1.00418596e-03
5.09173722e-06,3.87172901e-11,2.58282541e+02,2.20368720e-05,3.58579563e+01,4.16766594e+02,2.61333240e+02,9.76865088e+00,2.48479454e+01,5.36956090e+00,9.99525270e-04
5.33894803e-06,3.88462304e-11,2.57425237e+02,2.21893454e-05,3.59862129e+01,4.16868982e+02,2.61570413e+02,9.71410816e+00,2.47092050e+01,5.33958286e+00,9.94750988e-04
5.59197596e-06,3.89791006e-11,2.56547737e+02,2.23469820e-05,3.61183249e+01,4.16973161e+02,2.61813168e+02,9.65828200e+00,2.45671995e+01,5.30889939e+00,9.89860215e-04
5.85095790e-06,3.91160452e-11,2.55649567e+02,2.25100002e-05,3.62544310e+01,4.17079139e+02,2.62061634e+02,9.60114219e+00,2.44218521e+01,5.27749392e+00,9.84849966e-04
6.11603395e-06,3.92572157e-11,2.54730241e+02,2.26786304e-05,3.63946766e+01,4.17186918e+02,2.62315948e+02,9.54265782e+00,2.42730841e+01,5.24534944e+00,9.79717171e-04
6.38734751e-06,3.94027705e-11,2.53789262e+02,2.28531157e-05,3.65392134e+01,4.17296501e+02,2.62576245e+02,9.48279726e+00,2.41208151e+01,5.21244856e+00,9.74458672e-04
6.66504536e-06,3.95528756e-11,2.52826119e+02,2.30337122e-05,3.66882001e+01,4.17407886e+02,2.62842668e+02,9.42152812e+00,2.39649626e+01,5.17877350e+00,9.69071217e-04
6.94927771e-06,3.97077050e-11,2.51840293e+02,2.32206905e-05,3.68418032e+01,4.17521070e+02,2.63115360e+02,9.35881725e+00,2.38054423e+01,5.14430603e+00,9.63551460e-04
7.24019835e-06,3.98674410e-11,2.50831249e+02,2.34143366e-05,3.70001965e+01,4.17636044e+02,2.63394469e+02,9.29463073e+00,2.36421680e+01,5.10902750e+00,9.57895956e-04
7.53796465e-06,4.00322751e-11,2.49798444e+02,2.36149526e-05,3.71635626e+01,4.17752798e+02,2.63680145e+02,9.22893384e+00,2.34750512e+01,5.07291884e+00,9.52101155e-04
7.84273769e-06,4.02024081e-11,2.48741319e+02,2.38228584e-05,3.73320926e+01,4.17871319e+02,2.63972544e+02,9.16169103e+00,2.33040017e+01,5.03596050e+00,9.46163403e-04
