x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,4.45458236e-15,2.24487936e+06,1.01719922e-15,1.38372268e-11,1.00571797e-06,5.13086613e-03,3.39018220e-03,3.03799763e+02,1.36353375e-09,1.87496659e-01
1.92594436e-07,4.46640958e-15,2.23893484e+06,1.25780549e-16,2.68649340e-11,6.51245370e-07,7.99438499e-01,3.38393318e-03,3.03005463e+02,1.55795759e-11,1.87428534e-01
3.24523411e-07,4.47858032e-15,2.23285043e+06,3.18949991e-16,4.94337149e-12,1.22274775e-06,1.61243700e+00,3.37753711e-03,3.02192473e+02,2.63682965e-11,1.87358619e-01
4.59556808e-07,4.49110633e-15,2.22662286e+06,4.13491168e-13,7.16258672e-11,3.09654182e-06,2.44456619e+00,3.37099053e-03,3.01360352e+02,5.56406701e-08,1.87286860e-01
5.97767680e-07,4.50399986e-15,2.22024874e+06,7.53275290e-17,4.29632324e-18,3.41995944e-07,3.29627623e+00,3.36428991e-03,3.00508651e+02,5.91239411e-11,1.87213205e-01
7.39230794e-07,4.51727367e-15,2.21372463e+06,3.47233718e-16,2.99071724e-17,1.08273291e-07,4.16802787e+00,3.35743160e-03,2.99636908e+02,3.33293096e-10,1.87137597e-01
8.84022681e-07,4.53094110e-15,2.20704701e+06,1.31179305e-16,2.25186039e-12,6.89131916e-07,5.06029273e+00,3.35041191e-03,2.98744653e+02,3.15605470e-09,1.87059979e-01
1.03222167e-06,4.54501605e-15,2.20021225e+06,1.40846796e-13,5.18538214e-15,1.31621472e-11,5.97355348e+00,3.34322703e-03,2.97831401e+02,1.45641737e-09,1.86980291e-01
1.18390793e-06,4.55951304e-15,2.19321667e+06,2.71044638e-17,5.37536414e-14,4.36439289e-09,6.90830420e+00,3.33587308e-03,2.96896660e+02,2.10527843e-10,1.86898471e-01
1.33916352e-06,4.57444725e-15,2.18605647e+06,5.79885850e-17,9.19398477e-16,3.34243702e-07,7.86505056e+00,3.32834608e-03,2.95939924e+02,6.06048033e-08,1.86814456e-01
1.49807244e-06,4.58983452e-15,2.17872779e+06,6.11778590e-16,7.46217319e-13,2.90754596e-08,8.84431013e+00,3.32064196e-03,2.94960674e+02,1.33655106e-10,1.86728177e-01
1.66072064e-06,4.60569144e-15,2.17122665e+06,6.16339008e-17,4.56921593e-12,2.65355350e-07,9.84661268e+00,3.31275654e-03,2.93958382e+02,4.65962758e-08,1.86639568e-01
1.82719613e-06,4.62203535e-15,2.16354901e+06,2.67430223e-17,5.54261673e-15,1.52539216e-09,1.08725004e+01,3.30468557e-03,2.92932504e+02,1.68005166e-15,1.86548556e-01
1.99758895e-06,4.63888442e-15,2.15569070e+06,4.21419478e-15,1.90822558e-11,1.45543884e-07,1.19225284e+01,3.29642468e-03,2.91882487e+02,7.36555388e-13,1.86455067e-01
2.17199129e-06,4.65625764e-15,2.14764748e+06,1.59496385e-15,1.53015269e-15,1.86013550e-09,1.29972646e+01,3.28796939e-03,2.90807762e+02,1.65992939e-07,1.86359025e-01
2.35049750e-06,4.67417496e-15,2.13941500e+06,2.81807998e-17,3.80879963e-13,5.28054524e-09,1.40972904e+01,3.27931514e-03,2.89707748e+02,2.43960283e-06,1.86260349e-01
2.53320413e-06,4.69265724e-15,2.13098879e+06,1.22582140e-15,8.67585317e-14,2.58224350e-09,1.52232009e+01,3.27045724e-03,2.88581849e+02,4.30815580e-12,1.86158958e-01
2.72021005e-06,4.71172641e-15,2.12236432e+06,2.42065893e-17,5.68559201e-14,5.53325645e-07,1.63756053e+01,3.26139090e-03,2.87429456e+02,7.75191407e-11,1.86054764e-01
2.91161640e-06,4.73140546e-15,2.11353689e+06,9.37388786e-16,3.01231339e-13,2.15020344e-06,1.75551269e+01,3.25211121e-03,2.86249947e+02,2.81714961e-07,1.85947680e-01
3.10752674e-06,4.75171854e-15,2.10450176e+06,1.97657357e-14,2.55008452e-11,1.52748625e-08,1.87624039e+01,3.24261315e-03,2.85042682e+02,2.45921913e-08,1.85837611e-01
3.30804705e-06,4.77269102e-15,2.09525401e+06,4.39069409e-15,1.92719700e-14,5.00481382e-09,1.99980893e+01,3.23289160e-03,2.83807009e+02,1.40215107e-10,1.85724463e-01
3.51328580e-06,4.79434959e-15,2.08578866e+06,3.90698891e-15,1.60470770e-13,2.76360482e-08,2.12628517e+01,3.22294127e-03,2.82542260e+02,3.76593524e-09,1.85608133e-01
3.72335404e-06,4.81672232e-15,2.07610058e+06,1.12815891e-15,1.40614703e-12,1.09868467e-10,2.25573752e+01,3.21275680e-03,2.81247750e+02,3.85369209e-07,1.85488518e-01
3.93836540e-06,4.83983877e-15,2.06618453e+06,5.58564739e-17,7.93293210e-12,1.06929355e-06,2.38823602e+01,3.20233267e-03,2.79922778e+02,9.95415615e-11,1.85365509e-01
