x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
6.36985151e-08,1.63839140e-11,6.10355150e+02,3.35692050e-06,1.29081110e+01,3.54509481e+02,1.08646111e+03,7.43618494e+01,3.34182563e+01,4.11970272e+02,2.87091696e-03
1.92594436e-07,1.64182082e-11,6.09080224e+02,3.37313649e-06,1.29434165e+01,3.54760262e+02,1.08704724e+03,7.41674287e+01,3.33308849e+01,4.10893155e+02,2.86408415e-03
3.24523411e-07,1.64534617e-11,6.07775188e+02,3.39007594e-06,1.29805450e+01,3.55016256e+02,1.08764717e+03,7.39684330e+01,3.32414575e+01,4.09790691e+02,2.85708576e-03
4.59556808e-07,1.64897112e-11,6.06439101e+02,3.40754332e-06,1.30187449e+01,3.55278295e+02,1.08826122e+03,7.37647547e+01,3.31499259e+01,4.08662286e+02,2.84992255e-03
5.97767680e-07,1.65269893e-11,6.05071210e+02,3.42555215e-06,1.30580284e+01,3.55546544e+02,1.08888971e+03,7.35562837e+01,3.30562403e+01,4.07507328e+02,2.84259077e-03
7.39230794e-07,1.65653302e-11,6.03670750e+02,3.44412253e-06,1.30984306e+01,3.55821151e+02,1.08953299e+03,7.33429072e+01,3.29603503e+01,4.06325193e+02,2.83508645e-03
8.84022681e-07,1.66047689e-11,6.02236937e+02,3.46327566e-06,1.31399885e+01,3.56102265e+02,1.09019141e+03,7.31245096e+01,3.28622039e+01,4.05115241e+02,2.82740552e-03
1.03222167e-06,1.66453421e-11,6.00768966e+02,3.48303375e-06,1.31827406e+01,3.56390041e+02,1.09086533e+03,7.29009730e+01,3.27617480e+01,4.03876817e+02,2.81954383e-03
1.18390793e-06,1.66870882e-11,5.99266014e+02,3.50342004e-06,1.32267271e+01,3.56684636e+02,1.09155510e+03,7.26721763e+01,3.26589283e+01,4.02609253e+02,2.81149710e-03
1.33916352e-06,1.67300469e-11,5.97727238e+02,3.52445893e-06,1.32719897e+01,3.56986212e+02,1.09226110e+03,7.24379958e+01,3.25536891e+01,4.01311861e+02,2.80326097e-03
1.49807244e-06,1.67742595e-11,5.96151773e+02,3.54617599e-06,1.33185719e+01,3.57294934e+02,1.09298372e+03,7.21983048e+01,3.24459736e+01,3.99983940e+02,2.79483098e-03
1.66072064e-06,1.68197695e-11,5.94538732e+02,3.56859805e-06,1.33665191e+01,3.57610969e+02,1.09372334e+03,7.19529737e+01,3.23357233e+01,3.98624772e+02,2.78620255e-03
1.82719613e-06,1.68666217e-11,5.92887210e+02,3.59175328e-06,1.34158784e+01,3.57934492e+02,1.09448036e+03,7.17018696e+01,3.22228788e+01,3.97233621e+02,2.77737100e-03
1.99758895e-06,1.69148633e-11,5.91196274e+02,3.61567127e-06,1.34666993e+01,3.58265678e+02,1.09525520e+03,7.14448568e+01,3.21073789e+01,3.95809735e+02,2.76833152e-03
2.17199129e-06,1.69645433e-11,5.89464972e+02,3.64038312e-06,1.35190331e+01,3.58604707e+02,1.09604827e+03,7.11817962e+01,3.19891612e+01,3.94352343e+02,2.75907922e-03
2.35049750e-06,1.70157129e-11,5.87692327e+02,3.66592153e-06,1.35729335e+01,3.58951765e+02,1.09686000e+03,7.09125455e+01,3.18681618e+01,3.92860658e+02,2.74960907e-03
2.53320413e-06,1.70684256e-11,5.85877338e+02,3.69232092e-06,1.36284566e+01,3.59307039e+02,1.09769084e+03,7.06369591e+01,3.17443150e+01,3.91333872e+02,2.73991590e-03
2.72021005e-06,1.71227375e-11,5.84018979e+02,3.71961751e-06,1.36856610e+01,3.59670724e+02,1.09854122e+03,7.03548879e+01,3.16175541e+01,3.89771158e+02,2.72999447e-03
2.91161640e-06,1.71787069e-11,5.82116198e+02,3.74784946e-06,1.37446080e+01,3.60043015e+02,1.09941161e+03,7.00661792e+01,3.14878103e+01,3.88171673e+02,2.71983936e-03
3.10752674e-06,1.72363950e-11,5.80167918e+02,3.77705701e-06,1.38053615e+01,3.60424114e+02,1.10030249e+03,6.97706770e+01,3.13550135e+01,3.86534550e+02,2.70944505e-03
3.30804705e-06,1.72958660e-11,5.78173034e+02,3.80728257e-06,1.38679887e+01,3.60814228e+02,1.10121433e+03,6.94682212e+01,3.12190919e+01,3.84858904e+02,2.69880588e-03
3.51328580e-06,1.73571868e-11,5.76130414e+02,3.83857092e-06,1.39325595e+01,3.61213565e+02,1.10214762e+03,6.91586484e+01,3.10799719e+01,3.83143828e+02,2.68791605e-03
3.72335404e-06,1.74204276e-11,5.74038899e+02,3.87096936e-06,1.39991476e+01,3.61622342e+02,1.10310288e+03,6.88417910e+01,3.09375782e+01,3.81388395e+02,2.67676962e-03
3.93836540e-06,1.74856623e-11,5.71897298e+02,3.90452786e-06,1.40678298e+01,3.62040777e+02,1.10408061e+03,6.85174776e+01,3.07918339e+01,3.79591655e+02,2.66536052e-03
4.15843619e-06,1.75529679e-11,5.69704392e+02,3.93929928e-06,1.41386870e+01,3.62469095e+02,1.10508135e+03,6.81855328e+01,3.06426601e+01,3.77752635e+02,2.65368250e-03
4.38368547e-06,1.76224256e-11,5.67458932e+02,3.97533954e-06,1.42118037e+01,3.62907524e+02,1.10610564e+03,6.78457770e+01,3.04899761e+01,3.75870342e+02,2.64172920e-03
4.61423510e-06,1.76941204e-11,5.65159638e+02,4.01270789e-06,1.42872689e+01,3.63356296e+02,1.10715403e+03,6.74980264e+01,3.03336992e+01,3.73943756e+02,2.62949407e-03
4.85020980e-06,1.77681419e-11,5.62805196e+02,4.05146710e-06,1.43651760e+01,3.63815651e+02,1.10822710e+03,6.71420929e+01,3.01737450e+01,3.71971836e+02,2.61697043e-03
5.09173722e-06,1.78445841e-11,5.60394260e+02,4.09168377e-06,1.44456229e+01,3.64285831e+02,1.10932541e+03,6.67777839e+01,3.00100269e+01,3.69953514e+02,2.60415139e-03
5.33894803e-06,1.79235459e-11,5.57925450e+02,4.13342856e-06,1.45287129e+01,3.64767083e+02,1.11044956e+03,6.64049023e+01,2.98424564e+01,3.67887699e+02,2.59102995e-03
5.59197596e-06,1.80051315e-11,5.55397351e+02,4.17677657e-06,1.46145545e+01,3.65259660e+02,1.11160017e+03,6.60232464e+01,2.96709428e+01,3.65773274e+02,2.57759889e-03
5.85095790e-06,1.80894505e-11,5.52808514e+02,4.22180762e-06,1.47032620e+01,3.65763818e+02,1.11277786e+03,6.56326098e+01,2.94953932e+01,3.63609093e+02,2.56385084e-03
6.11603395e-06,1.81766186e-11,5.50157452e+02,4.26860667e-06,1.47949558e+01,3.66279818e+02,1.11398325e+03,6.52327811e+01,2.93157128e+01,3.61393988e+02,2.54977822e-03
6.38734751e-06,1.82667577e-11,5.47442640e+02,4.31726416e-06,1.48897628e+01,3.66807929e+02,1.11521701e+03,6.48235440e+01,2.91318044e+01,3.59126759e+02,2.53537328e-03
6.66504536e-06,1.83599967e-11,5.44662515e+02,4.36787654e-06,1.49878168e+01,3.67348419e+02,1.11647981e+03,6.44046772e+01,2.89435684e+01,3.56806179e+02,2.52062808e-03
6.94927771e-06,1.84564716e-11,5.41815475e+02,4.42054669e-06,1.50892593e+01,3.67901564e+02,1.11777231e+03,6.39759540e+01,2.87509030e+01,3.54430994e+02,2.50553447e-03
7.24019835e-06,1.85563261e-11,5.38899876e+02,4.47538448e-06,1.51942395e+01,3.68467645e+02,1.11909523e+03,6.35371425e+01,2.85537040e+01,3.51999919e+02,2.49008408e-03
7.53796465e-06,1.86597124e-11,5.35914035e+02,4.53250736e-06,1.53029155e+01,3.69046946e+02,1.12044928e+03,6.30880053e+01,2.83518647e+01,3.49511637e+02,2.47426836e-03
7.84273769e-06,1.87667916e-11,5.32856223e+02,4.59204098e-06,1.54154544e+01,3.69639753e+02,1.12183520e+03,6.26282995e+01,2.81452759e+01,3.46964804e+02,2.45807851e-03
8.15468235e-06,1.88777344e-11,5.29724670e+02,4.65411995e-06,1.55320330e+01,3.70246361e+02,1.12325372e+03,6.21577763e+01,2.79338258e+01,3.44358042e+02,2.44150551e-03
8.47396739e-06,1.89927219e-11,5.26517559e+02,4.71888859e-06,1.56528389e+01,3.70867065e+02,1.12470563e+03,6.16761813e+01,2.77174002e+01,3.41689939e+02,2.42454013e-03
8.80076553e-06,1.91119463e-11,5.23233027e+02,4.78650181e-06,1.57780711e+01,3.71502163e+02,1.12619169e+03,6.11832538e+01,2.74958818e+01,3.38959054e+02,2.40717287e-03
9.13525357e-06,1.92356118e-11,5.19869165e+02,4.85712607e-06,1.59079408e+01,3.72151959e+02,1.12771273e+03,6.06787272e+01,2.72691508e+01,3.36163908e+02,2.38939398e-03
9.47761245e-06,1.93639356e-11,5.16424014e+02,4.93094043e-06,1.60426725e+01,3.72816758e+02,1.12926956e+03,6.01623286e+01,2.70370847e+01,3.33302989e+02,2.37119348e-03
9.82802739e-06,1.94971491e-11,5.12895565e+02,5.00813778e-06,1.61825048e+01,3.73496867e+02,1.13086302e+03,5.96337786e+01,2.67995578e+01,3.30374750e+02,2.35256108e-03
