V,eps_org,delta_um,j1,j2,j3,j4,j_total,FE_ADPN,FE_PN,FE_HER,FE_TCH,pH_bulk,phi_span,max_eneutr,Na_dev,iface_var,max_Rbuf_surf,max_Rbuf_bulk,AN_depletion,c_AN_surface,c_AN_bulk,phi_l_surface
-1.00000000e+00,0.0500,50.0000,1.68093489e-06,2.21316142e-06,3.52015727e-04,1.27669951e-06,3.57186523e-04,0.470604,0.619609,98.552354,0.357432,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.05000000e+00,0.0500,50.0000,4.44772926e-06,5.85599292e-06,7.51934963e-04,3.37812833e-06,7.65616814e-04,0.580934,0.764873,98.212964,0.441230,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.12000000e+00,0.0500,50.0000,1.73684385e-05,2.28677257e-05,2.17593429e-03,1.31916335e-05,2.22936209e-03,0.779077,1.025752,97.603449,0.591722,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.21800000e+00,0.0500,50.0000,1.16958605e-04,1.53990660e-04,9.63157857e-03,8.88321106e-05,9.99135995e-03,1.170597,1.541238,96.399075,0.889089,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.35520000e+00,0.0500,50.0000,1.68893193e-03,2.22369053e-03,7.72982828e-02,1.28277341e-03,8.24936787e-02,2.047347,2.695589,93.702068,1.554996,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.41282400e+00,0.0500,50.0000,5.18365076e-03,6.82492579e-03,1.85373753e-01,3.93707361e-03,2.01319404e-01,2.574839,3.390098,92.079427,1.955635,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.49349760e+00,0.0500,50.0000,2.49154511e-02,3.28043135e-02,6.30780123e-01,1.89237218e-02,7.07423610e-01,3.521999,4.637153,89.165829,2.675020,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.50366247e+00,0.0500,50.0000,3.03654495e-02,3.99799194e-02,7.36018192e-01,2.30630912e-02,8.29426652e-01,3.661017,4.820187,88.738189,2.780606,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.50793172e+00,0.0500,50.0000,3.29960778e-02,4.34434711e-02,7.85295266e-01,2.50610994e-02,8.86795915e-01,3.720820,4.898925,88.554227,2.826028,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.50972480e+00,0.0500,50.0000,3.41677997e-02,4.49861898e-02,8.06963034e-01,2.59510427e-02,9.12068066e-01,3.746190,4.932328,88.476185,2.845297,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.51223512e+00,0.0500,50.0000,3.58784426e-02,4.72384656e-02,8.38305983e-01,2.72503060e-02,9.48673197e-01,3.781960,4.979424,88.366150,2.872465,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.51328945e+00,0.0500,50.0000,3.66222095e-02,4.82177279e-02,8.51830359e-01,2.78152100e-02,9.64485507e-01,3.797072,4.999321,88.319664,2.883943,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,7.59517527e+02,7.59517527e+02,0.00000000e+00
-1.51342230e+00,0.0500,50.0000,3.67170055e-02,4.83425415e-02,8.53549808e-01,2.78872076e-02,9.66496563e-01,3.798979,5.001833,88.313797,2.885391,13.026907,2.17034376e-09,2.27373675e-13,4.44305473e-07,1.16813513e-14,1.07577173e-02,3.72574349e-09,1.000000,7.59517483e+02,7.59517527e+02,-2.17034376e-09
