x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,c_TCH,phi_l
1.857532515194013e-7,2.4945364136687658e-11,400.87625742232274,8.658337062771766e-6,21.866797612157193,394.46125160605635,1100.3791293897345,54.658869383272474,32.340050592298,142.04677655247005,0.00176346891244189
5.616307183875223e-7,2.499307467504161e-11,400.1109998798869,8.694437207312126e-6,21.916061659082565,394.5985536760278,1100.9288755463049,54.51596321075738,32.25549826676367,141.675389623998,0.0017594470950637617
9.463529661598675e-7,2.5042100510232123e-11,399.3276840748293,8.73168313686727e-6,21.96685757577028,394.73883259117986,1101.4915577945433,54.36969431057908,32.16895633868731,141.29526358260367,0.001755328918906627
1.3401281215695864e-6,2.5092485453092485e-11,398.5258425217694,8.77004150531995e-6,22.01905543820099,394.8823041669379,1102.0674805350288,54.2199835533506,32.080377990478226,140.90619278617493,0.0017511130762473028
1.7431692087845437e-6,2.5144272605377938e-11,397.70503487219025,8.809551457780836e-6,22.072698615723567,395.0290379520304,1102.65695532972,54.066749949230314,31.989715303401752,140.50796675674687,0.0017467972299635634
2.1556942646489635e-6,2.5197506710232036e-11,396.86481038313013,8.850254141304206e-6,22.127832827072076,395.1791041546322,1103.2603010722146,53.909910601811085,31.896919230548516,140.10037006256212,0.0017423789813471816
2.577926456636826e-6,2.525223423994682e-11,396.00470750688544,8.892192524989648e-6,22.184505538800266,395.33257422605885,1103.877844160899,53.74938066430603,31.801939571420018,139.68318220079962,0.0017378558724925096
3.0100942035808283e-6,2.5308503478241453e-11,395.12425363729307,8.93541149817567e-6,22.24276604491833,395.4895208687498,1104.5099186731825,53.58507329353592,31.704724943869255,139.25617748319397,0.0017332253846745404
3.452431299242223e-6,2.5366364608375808e-11,394.2229648330995,8.979957976240018e-6,22.302665553441855,395.65001803654576,1105.156866548967,53.41689960228765,31.60522275694179,138.8191249082445,0.0017284849367489802
3.905177038788378e-6,2.542586980553675e-11,393.3003455440988,9.025881014121804e-6,22.36425727914345,395.81414093011955,1105.8190377746967,53.24476861241109,31.503379181795314,138.3717880395499,0.0017236318835017962
4.368576348246483e-6,2.548707333510351e-11,392.35588833637075,9.073231926365465e-6,22.427596540499042,395.9819659963233,1106.4967905703843,53.06858720438891,31.399139123320328,137.91392487782565,0.001718663513869396
4.842879917003441e-6,2.5550031656950636e-11,391.3890735963635,9.122064415876101e-6,22.492740862840428,396.1535709184336,1107.1904915864857,52.88826006789257,31.292446189768402,137.44528772781888,0.0017135770492016445
5.328344333423606e-6,2.561480353572853e-11,390.39936923700736,9.172434711816272e-6,22.55975008805183,396.32903461166643,1107.9005161020139,52.7036896498067,31.18324266257435,136.9656230672945,0.0017083696413171584
5.825232223657751e-6,2.568145015805494e-11,389.3862303944008,9.224401715901751e-6,22.62868649042915,396.5084372041225,1108.6272482259596,52.5147761010329,31.071469464800234,136.47467140658532,0.0017030383707208755
6.3338123937183566e-6,2.57500352571341e-11,388.34909912198987,9.278027160154571e-6,22.699614899430536,396.69186002677276,1109.371081104054,52.32141722350503,30.957066129467307,135.97216715215825,0.001697580244507027
6.854359974898069e-6,2.5820625244908518e-11,387.28740406706277,9.33337577485005e-6,22.772602830299068,396.87938558983836,1110.1324171363372,52.12350841417863,30.83997076689157,135.4578384589876,0.0016919921943744664
7.387156572610007e-6,2.5893289352927067e-11,386.2005601476678,9.390515468722819e-6,22.847720623125618,397.071097561502,1110.9116681898893,51.920942608316295,30.720120030691245,134.93140708679232,0.0016862710744899778
7.932490418730431e-6,2.596809978153497e-11,385.0879682209879,9.449517522397155e-6,22.92504159009784,397.2670807376995,1111.7092558231493,51.71361022214085,30.597449084323237,134.39258824651168,0.001680413659276213
8.490656527526193e-6,2.6045131859617143e-11,383.9490147380901,9.510456795236074e-6,23.004642171953307,397.46742101114967,1112.525611515623,51.501399093121094,30.471891565282085,133.84109044809182,0.0016744166411258598
9.061956855251324e-6,2.6124464214229666e-11,382.78307139973566,9.573411948326213e-6,23.086602105038367,397.67220532837655,1113.361176898433,51.28419441940981,30.343379549581492,133.27661534317377,0.001668276628104099
9.646700463499075e-6,2.6206178951171868e-11,381.5894947941119,9.638465683115125e-6,23.171004599337223,397.8815216492748,1114.2164039962227,51.06187869779943,30.211843514971953,132.69885756294715,0.0016619901414008913
1.024520368639782e-5,2.629036184848007e-11,380.3676260301825,9.705704998622145e-6,23.257936527194538,398.095458892915,1115.0917554696687,50.83433166016061,30.077212302903018,132.10750455153112,0.001655553612834298
1.0857790301741233e-5,2.637710256217129e-11,379.11679036521195,9.775221467752864e-6,23.34748862538083,398.31410687935846,1115.987704865295,50.60143020838435,29.9394130810645,131.50223639936343,0.0016489633822148427
1.1484791706145341e-5,2.6466494846470324e-11,377.83629682003647,9.847111535685973e-6,23.43975571066318,398.53755626312534,1116.904736874422,50.36304834742826,29.798371302780623,130.8827256695199,0.0016422156945540326
1.2126547094327204e-5,2.6558636789036178e-11,376.5254377888032,9.921476840403548e-6,23.534836909827597,398.76589845952725,1117.8433475929141,50.11905711775366,29.654010667320623,130.2486372194548,0.0016353066971778287
1.2783403642602191e-5,2.6653631062990226e-11,375.18348862898483,9.998424559290047e-6,23.63283590539572,398.9992255568173,1118.8040447903772,49.8693245251375,29.50625307866612,129.59962802052038,0.001628232436799624
1.3455716696699156e-5,2.675158519643146e-11,373.8097072566013,1.0078067782967015e-5,23.733861198030883,399.2376302199797,1119.7873481834272,49.61371546969897,29.35501860294448,128.93534697172447,0.0016209888564086526
1.4143849963995077e-5,2.6852611861015874e-11,372.40333372666834,1.016052591966827e-5,23.838026388606654,399.4812055889217,1120.793789720845,49.352091672018844,29.200225425598585,128.2554347119041,0.0016135717919163676
1.4848175710273189e-5,2.6956829182286236e-11,370.9635897924208,1.0245925132363738e-5,23.945450479054557,399.730045152187,1121.8239138664176,49.0843115989468,29.04178980669037,127.55952342118479,0.001605976968892157
1.5569074961111018e-5,2.7064361071824204e-11,369.4896784784099,1.0334398811766563e-5,24.0562581951111,399.98424261972514,1122.8782778968443,48.81023038728992,28.879626035853697,126.84723662758275,0.0015981999988990115
1.63069377080073e-5,2.7175337584749035e-11,367.98078362134476,1.0426088089738993e-5,24.170580333126086,400.24389176780363,1123.9574522016562,48.52969976476731,28.71364638578325,126.11818899753273,0.0015902363758841292
1.706216311935928e-5,2.728989530356959e-11,366.4360694121624,1.052114239563088e-5,24.288554131385972,400.5090862764904,1125.0620205932064,48.24256797017892,28.54376106508504,125.37198613240054,0.001582081472222816
1.783515975640448e-5,2.7408177751637215e-11,364.85467992571375,1.0619720060277947e-5,24.410323670538965,400.7799195465651,1126.1925806202141,47.948679671007596,28.36987816921505,124.60822435138647,0.0015737305346340223
1.8626345794243866e-5,2.753033583817163e-11,363.2357386417514,1.0721988973441856e-5,24.536040302237797,401.05648449163044,1127.3497438927725,47.64787588010187,28.191903631256633,123.8264904754337,0.0015651786799486724
1.9436149248065856e-5,2.7656528338118396e-11,361.5783479526897,1.0828127298048844e-5,24.665863112450605,401.3388733128517,1128.5341364135456,47.33999386851176,28.009741170482357,123.02636160270225,0.0015564208905697145
2.0265008204693635e-5,2.7786922410129947e-11,359.88158866249995,1.0938324249212001e-5,24.799959419716902,401.62717724758244,1129.7463989148023,47.02486707885622,27.823292241125625,122.20740488029469,0.0015474520097438422
2.1113371059581027e-5,2.7921694155803825e-11,358.1445194780384,1.105278094292882e-5,24.938505312143366,401.92148629000496,1130.9871872071865,46.702325033717315,27.632455977845332,121.36917726964886,0.0015382667365760757
2.1981696759385094e-5,2.806102922412129e-11,356.366176485825,1.1171711323881435e-5,25.08168622762255,402.22188888129307,1132.2571725306937,46.372193244973985,27.437129142407898,120.5112253074663,0.0015288596207766619
