V,eps_org,delta_um,j1,j2,j3,j4,j_total,FE_ADPN,FE_PN,FE_HER,FE_TCH,pH_bulk,phi_span,max_eneutr,Na_dev,iface_var,max_Rbuf_surf,max_Rbuf_bulk,AN_depletion,c_AN_surface,c_AN_bulk,phi_l_surface
-1.00000000e+00,0.3000,50.0000,5.00546018e-06,3.81908787e-06,3.52015727e-04,6.56037056e-06,3.67400645e-04,1.362398,1.039489,95.812495,1.785618,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,1.31064284e+03,1.31064284e+03,0.00000000e+00
-1.05000000e+00,0.3000,50.0000,1.32443748e-05,1.01052509e-05,7.51934963e-04,1.73586450e-05,7.92643234e-04,1.670912,1.274880,94.864238,2.189969,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,1.31064284e+03,1.31064284e+03,0.00000000e+00
-1.12000000e+00,0.3000,50.0000,5.17194496e-05,3.94611316e-05,2.17593429e-03,6.77857265e-05,2.33490060e-03,2.215060,1.690056,93.191731,2.903153,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,1.31064284e+03,1.31064284e+03,0.00000000e+00
-1.21800000e+00,0.3000,50.0000,3.48277405e-04,2.65730215e-04,9.63157857e-03,4.56467288e-04,1.07020535e-02,3.254304,2.482983,89.997481,4.265231,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,1.31064284e+03,1.31064284e+03,0.00000000e+00
-1.35520000e+00,0.3000,50.0000,5.02927365e-03,3.83725717e-03,7.72982828e-02,6.59158151e-03,9.27563952e-02,5.422024,4.136919,83.334721,7.106336,13.026907,0.00000000e+00,0.00000000e+00,8.97527666e-16,0.00000000e+00,3.72574349e-09,3.72574349e-09,1.000000,1.31064284e+03,1.31064284e+03,0.00000000e+00
-1.54728000e+00,0.3000,50.0000,2.11311789e-01,1.61229075e-01,1.42706081e+00,2.76951734e-01,2.07655341e+00,10.176083,7.764263,68.722567,13.337087,13.026907,1.71552044e-06,2.27373675e-13,6.68644032e-05,2.65625209e-10,9.15279801e+00,3.72574349e-09,0.999991,1.31063078e+03,1.31064284e+03,1.71552044e-06
-1.74728000e+00,0.3000,50.0000,1.03586907e+01,7.90827489e+00,2.97400083e+01,1.35683793e+01,6.15753532e+01,16.822787,12.843247,48.298559,22.035406,13.026907,6.62987358e-05,2.27373675e-13,2.60603620e-03,7.34288106e-08,3.27690892e+02,3.72574349e-09,0.999399,1.30985466e+03,1.31064284e+03,6.62987358e-05
-1.94728000e+00,0.3000,50.0000,4.95062365e+02,3.88752220e+02,6.34346145e+02,6.30444619e+02,2.14860535e+03,23.041103,18.093235,29.523623,29.342039,13.026907,1.66092719e-03,2.27373675e-13,6.67839647e-02,8.62769990e-08,1.25495116e+03,3.72574349e-09,0.971634,1.27346505e+03,1.31064284e+03,1.66092719e-03
-2.00728000e+00,0.3000,50.0000,1.49159132e+03,1.24144878e+03,1.64192531e+03,1.79213569e+03,6.16710109e+03,24.186263,20.130184,26.623940,29.059613,13.026907,4.31327406e-03,2.27373675e-13,1.82921551e-01,5.34878922e-06,5.59227658e+02,3.72574349e-09,0.916720,1.20149244e+03,1.31064284e+03,4.31327406e-03
-2.09128000e+00,0.3000,50.0000,5.72713580e+03,6.16556699e+03,7.00548192e+03,5.31988130e+03,2.42180660e+04,23.648196,25.458544,28.926678,21.966582,13.026907,1.58912180e-02,4.54747351e-13,8.56168043e-01,3.25728422e-09,6.88066291e+01,3.72574349e-09,0.708729,9.28890371e+02,1.31064284e+03,1.58912180e-02
-2.11900000e+00,0.3000,50.0000,8.09431809e+03,1.02227310e+04,1.17710484e+04,6.40904916e+03,3.64971466e+04,22.177948,28.009672,32.251969,17.560412,13.026907,2.23588206e-02,4.54747351e-13,1.38749100e+00,1.60744342e-06,2.64608704e+01,3.72574349e-09,0.604128,7.91796058e+02,1.31064284e+03,2.23588206e-02
-2.15780800e+00,0.3000,50.0000,1.16332539e+04,1.97872136e+04,2.48533216e+04,6.83939639e+03,6.31131855e+04,18.432367,31.351949,39.378969,10.836716,13.026907,3.27849469e-02,9.09494702e-13,2.58245077e+00,2.94020995e-08,5.76996791e+00,3.72574349e-09,0.448572,5.87917742e+02,1.31064284e+03,3.27849469e-02
-2.20049680e+00,0.3000,50.0000,1.41956347e+04,3.75773861e+04,5.78730044e+04,5.36269457e+03,1.15008720e+05,12.343094,32.673510,50.320536,4.662859,13.026907,4.57805077e-02,9.09494702e-13,4.94087924e+00,5.60005375e-11,8.36723987e-01,3.72574349e-09,0.288233,3.77770680e+02,1.31064284e+03,4.57805077e-02
-2.24745448e+00,0.3000,50.0000,1.26494317e+04,6.57717673e+04,1.51634347e+05,2.43277822e+03,2.32488325e+05,5.440889,28.290353,65.222349,1.046409,13.026907,6.22782956e-02,4.54747351e-13,1.02907047e+01,2.51283439e-11,6.88754852e-02,3.72574349e-09,0.146740,1.92323123e+02,1.31064284e+03,6.22782956e-02
-2.29910793e+00,0.3000,50.0000,6.36702364e+03,9.54070788e+04,4.62750220e+05,4.24905473e+02,5.64949228e+05,1.127008,16.887726,81.910054,0.075211,13.026907,8.41264063e-02,0.00000000e+00,2.54259458e+01,2.07091588e-09,2.11364977e-02,3.72574349e-09,0.050918,6.67353378e+01,1.31064284e+03,8.41264063e-02
-2.35592672e+00,0.3000,50.0000,1.59259726e+03,1.10767391e+05,1.72151691e+06,2.28981292e+01,1.83389980e+06,0.086842,6.039991,93.871918,0.001249,13.026907,1.13856936e-01,0.00000000e+00,8.30582807e+01,1.57467994e-09,2.69333835e-01,3.72574349e-09,0.010970,1.43778529e+01,1.31064284e+03,1.13856936e-01
-2.41842739e+00,0.3000,50.0000,2.43956432e+02,1.14609271e+05,7.84423470e+06,5.19283825e-01,7.95908845e+06,0.003065,1.439980,98.556948,0.000007,13.026907,1.51265684e-01,0.00000000e+00,3.59511557e+02,1.00589048e-07,1.11595471e-01,3.72574349e-09,0.001624,2.12859247e+00,1.31064284e+03,1.51265684e-01
-2.43905261e+00,0.3000,50.0000,1.27944914e+02,1.14931738e+05,1.30340607e+07,1.42431510e-01,1.31491205e+07,0.000973,0.874064,99.124962,0.000001,13.026907,1.64092673e-01,0.00000000e+00,5.92936721e+02,5.73481714e-07,2.07506594e-03,3.72574349e-09,0.000849,1.11322526e+00,1.31064284e+03,1.64092673e-01
-2.46174036e+00,0.3000,50.0000,6.25624650e+01,1.15112944e+05,2.28297013e+07,3.40019279e-02,2.29448768e+07,0.000273,0.501693,99.498034,0.000000,13.026907,1.78329541e-01,0.00000000e+00,1.03269648e+03,8.31720797e-07,4.40350021e-02,3.72574349e-09,0.000415,5.43487663e-01,1.31064284e+03,1.78329541e-01
-2.48669688e+00,0.3000,50.0000,2.83749026e+01,1.15207541e+05,4.23538349e+07,6.98856248e-03,4.24690708e+07,0.000067,0.271274,99.728659,0.000000,13.026907,1.94085656e-01,0.00000000e+00,1.90765094e+03,1.66106042e-06,1.70316730e-02,3.72574349e-09,0.000188,2.46293796e-01,1.31064284e+03,1.94085656e-01
-2.50000000e+00,0.3000,50.0000,1.85991535e+01,1.15234572e+05,5.89027831e+07,3.00195078e-03,5.90180363e+07,0.000032,0.195253,99.804715,0.000000,13.026907,2.02511168e-01,0.00000000e+00,2.64839756e+03,1.46941943e-07,1.04953505e-03,3.72574349e-09,0.000123,1.61402548e-01,1.31064284e+03,2.02511168e-01
