x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.24929852e-11,1.08116066e+02,1.25483427e-04,8.54706516e+01,4.15831474e+02,3.03480526e+02,1.03881106e-01,2.16120775e-01,-2.10912075e-05
1.92594436e-07,9.24968351e-11,1.08111572e+02,1.25491785e-04,8.54728183e+01,4.15826775e+02,3.03481379e+02,1.03708230e-01,2.15348593e-01,-2.10511541e-05
3.24523411e-07,9.25007901e-11,1.08106955e+02,1.25500694e-04,8.54752369e+01,4.15821015e+02,3.03482253e+02,1.03531586e-01,2.14561095e-01,-2.09972880e-05
4.59556808e-07,9.25048445e-11,1.08102223e+02,1.25509843e-04,8.54777267e+01,4.15814950e+02,3.03483147e+02,1.03351099e-01,2.13758045e-01,-2.09394122e-05
5.97767680e-07,9.25089961e-11,1.08097377e+02,1.25519211e-04,8.54802748e+01,4.15808708e+02,3.03484063e+02,1.03166693e-01,2.12939207e-01,-2.08795646e-05
7.39230794e-07,9.25132410e-11,1.08092423e+02,1.25528807e-04,8.54828918e+01,4.15802381e+02,3.03484999e+02,1.02978291e-01,2.12104347e-01,-2.08195795e-05
8.84022681e-07,9.25175872e-11,1.08087351e+02,1.25538628e-04,8.54855681e+01,4.15795886e+02,3.03485958e+02,1.02785815e-01,2.11253228e-01,-2.07578011e-05
1.03222167e-06,9.25220375e-11,1.08082157e+02,1.25548679e-04,8.54883044e+01,4.15789215e+02,3.03486940e+02,1.02589184e-01,2.10385614e-01,-2.06941074e-05
1.18390793e-06,9.25265913e-11,1.08076843e+02,1.25558970e-04,8.54911080e+01,4.15782407e+02,3.03487944e+02,1.02388319e-01,2.09501272e-01,-2.06293103e-05
1.33916352e-06,9.25312563e-11,1.08071399e+02,1.25569499e-04,8.54939708e+01,4.15775388e+02,3.03488972e+02,1.02183137e-01,2.08599966e-01,-2.05619497e-05
1.49807244e-06,9.25360266e-11,1.08065833e+02,1.25580284e-04,8.54969097e+01,4.15768265e+02,3.03490025e+02,1.01973555e-01,2.07681463e-01,-2.04942749e-05
1.66072064e-06,9.25409091e-11,1.08060136e+02,1.25591324e-04,8.54999185e+01,4.15760978e+02,3.03491102e+02,1.01759490e-01,2.06745532e-01,-2.04250927e-05
1.82719613e-06,9.25459081e-11,1.08054304e+02,1.25602624e-04,8.55029961e+01,4.15753503e+02,3.03492204e+02,1.01540855e-01,2.05791942e-01,-2.03539379e-05
1.99758895e-06,9.25510288e-11,1.08048330e+02,1.25614186e-04,8.55061392e+01,4.15745801e+02,3.03493333e+02,1.01317566e-01,2.04820465e-01,-2.02800490e-05
2.17199129e-06,9.25562670e-11,1.08042220e+02,1.25626026e-04,8.55093628e+01,4.15737962e+02,3.03494488e+02,1.01089533e-01,2.03830873e-01,-2.02053452e-05
2.35049750e-06,9.25616285e-11,1.08035966e+02,1.25638147e-04,8.55126632e+01,4.15729943e+02,3.03495670e+02,1.00856670e-01,2.02822942e-01,-2.01289947e-05
2.53320413e-06,9.25671176e-11,1.08029564e+02,1.25650553e-04,8.55160395e+01,4.15721721e+02,3.03496880e+02,1.00618885e-01,2.01796452e-01,-2.00505450e-05
2.72021005e-06,9.25727337e-11,1.08023015e+02,1.25663257e-04,8.55195004e+01,4.15713341e+02,3.03498118e+02,1.00376089e-01,2.00751184e-01,-1.99709741e-05
2.91161640e-06,9.25784863e-11,1.08016306e+02,1.25676256e-04,8.55230357e+01,4.15704709e+02,3.03499386e+02,1.00128190e-01,1.99686923e-01,-1.98884320e-05
3.10752674e-06,9.25843711e-11,1.08009445e+02,1.25689569e-04,8.55266614e+01,4.15695925e+02,3.03500683e+02,9.98750948e-02,1.98603458e-01,-1.98049841e-05
3.30804705e-06,9.25903986e-11,1.08002417e+02,1.25703191e-04,8.55303660e+01,4.15686883e+02,3.03502011e+02,9.96167102e-02,1.97500582e-01,-1.97185407e-05
3.51328580e-06,9.25965656e-11,1.07995228e+02,1.25717141e-04,8.55341634e+01,4.15677667e+02,3.03503370e+02,9.93529415e-02,1.96378093e-01,-1.96308638e-05
3.72335404e-06,9.26028781e-11,1.07987870e+02,1.25731421e-04,8.55380509e+01,4.15668237e+02,3.03504761e+02,9.90836930e-02,1.95235793e-01,-1.95411907e-05
3.93836540e-06,9.26093431e-11,1.07980335e+02,1.25746035e-04,8.55420244e+01,4.15658542e+02,3.03506185e+02,9.88088682e-02,1.94073492e-01,-1.94485099e-05
