x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.39325918e-11,1.06459284e+02,1.28754267e-04,8.63546473e+01,4.13696354e+02,1.31063894e+03,1.21824940e-02,2.98241007e-03,-8.28371334e-07
1.92594436e-07,9.39327488e-11,1.06459107e+02,1.28754611e-04,8.63547356e+01,4.13696154e+02,1.31063895e+03,1.21824940e-02,2.97401658e-03,-8.26584129e-07
3.24523411e-07,9.39329096e-11,1.06458925e+02,1.28754976e-04,8.63548329e+01,4.13695921e+02,1.31063896e+03,1.21824940e-02,2.96544781e-03,-8.24395239e-07
4.59556808e-07,9.39330741e-11,1.06458740e+02,1.28755350e-04,8.63549333e+01,4.13695682e+02,1.31063897e+03,1.21824940e-02,2.95670071e-03,-8.22144334e-07
5.97767680e-07,9.39332424e-11,1.06458550e+02,1.28755733e-04,8.63550363e+01,4.13695437e+02,1.31063898e+03,1.21824940e-02,2.94777218e-03,-8.19853908e-07
7.39230794e-07,9.39334148e-11,1.06458355e+02,1.28756125e-04,8.63551413e+01,4.13695185e+02,1.31063899e+03,1.21824940e-02,2.93865913e-03,-8.17460646e-07
8.84022681e-07,9.39335911e-11,1.06458157e+02,1.28756526e-04,8.63552491e+01,4.13694928e+02,1.31063901e+03,1.21824940e-02,2.92935842e-03,-8.15061614e-07
1.03222167e-06,9.39337715e-11,1.06457953e+02,1.28756937e-04,8.63553594e+01,4.13694665e+02,1.31063902e+03,1.21824940e-02,2.91986690e-03,-8.12583512e-07
1.18390793e-06,9.39339563e-11,1.06457744e+02,1.28757357e-04,8.63554719e+01,4.13694394e+02,1.31063903e+03,1.21824940e-02,2.91018141e-03,-8.10005619e-07
1.33916352e-06,9.39341451e-11,1.06457531e+02,1.28757787e-04,8.63555876e+01,4.13694120e+02,1.31063904e+03,1.21824940e-02,2.90029876e-03,-8.07446079e-07
1.49807244e-06,9.39343386e-11,1.06457313e+02,1.28758227e-04,8.63557057e+01,4.13693836e+02,1.31063905e+03,1.21824940e-02,2.89021576e-03,-8.04772352e-07
1.66072064e-06,9.39345365e-11,1.06457089e+02,1.28758678e-04,8.63558266e+01,4.13693547e+02,1.31063907e+03,1.21824940e-02,2.87992919e-03,-8.02035820e-07
1.82719613e-06,9.39347390e-11,1.06456860e+02,1.28759139e-04,8.63559504e+01,4.13693251e+02,1.31063908e+03,1.21824940e-02,2.86943584e-03,-7.99260551e-07
1.99758895e-06,9.39349462e-11,1.06456626e+02,1.28759611e-04,8.63560772e+01,4.13692949e+02,1.31063909e+03,1.21824940e-02,2.85873248e-03,-7.96418175e-07
2.17199129e-06,9.39351583e-11,1.06456387e+02,1.28760095e-04,8.63562069e+01,4.13692639e+02,1.31063911e+03,1.21824940e-02,2.84781586e-03,-7.93501021e-07
2.35049750e-06,9.39353754e-11,1.06456141e+02,1.28760589e-04,8.63563396e+01,4.13692321e+02,1.31063912e+03,1.21824940e-02,2.83668277e-03,-7.90505708e-07
2.53320413e-06,9.39355976e-11,1.06455890e+02,1.28761095e-04,8.63564754e+01,4.13691995e+02,1.31063914e+03,1.21824940e-02,2.82532995e-03,-7.87425837e-07
2.72021005e-06,9.39358250e-11,1.06455633e+02,1.28761614e-04,8.63566144e+01,4.13691663e+02,1.31063915e+03,1.21824940e-02,2.81375418e-03,-7.84294865e-07
2.91161640e-06,9.39360577e-11,1.06455370e+02,1.28762144e-04,8.63567566e+01,4.13691322e+02,1.31063917e+03,1.21824940e-02,2.80195224e-03,-7.81067195e-07
3.10752674e-06,9.39362958e-11,1.06455101e+02,1.28762687e-04,8.63569025e+01,4.13690975e+02,1.31063918e+03,1.21824940e-02,2.78992089e-03,-7.77815225e-07
3.30804705e-06,9.39365396e-11,1.06454825e+02,1.28763242e-04,8.63570513e+01,4.13690616e+02,1.31063920e+03,1.21824940e-02,2.77765694e-03,-7.74412047e-07
3.51328580e-06,9.39367890e-11,1.06454543e+02,1.28763811e-04,8.63572039e+01,4.13690251e+02,1.31063921e+03,1.21824940e-02,2.76515720e-03,-7.70977304e-07
3.72335404e-06,9.39370443e-11,1.06454255e+02,1.28764393e-04,8.63573602e+01,4.13689878e+02,1.31063923e+03,1.21824940e-02,2.75241850e-03,-7.67468347e-07
3.93836540e-06,9.39373055e-11,1.06453959e+02,1.28764989e-04,8.63575201e+01,4.13689496e+02,1.31063925e+03,1.21824940e-02,2.73943770e-03,-7.63866130e-07
