x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.39431123e-11,1.06447368e+02,1.28778284e-04,8.63610884e+01,4.13680906e+02,1.31061452e+03,1.21824940e-02,1.21824940e-02,-6.82464778e-07
1.92594436e-07,9.39432411e-11,1.06447223e+02,1.28778567e-04,8.63611611e+01,4.13680753e+02,1.31061460e+03,1.21824940e-02,1.21824940e-02,-6.81197274e-07
3.24523411e-07,9.39433734e-11,1.06447074e+02,1.28778867e-04,8.63612415e+01,4.13680564e+02,1.31061467e+03,1.21824940e-02,1.21824940e-02,-6.79452343e-07
4.59556808e-07,9.39435091e-11,1.06446921e+02,1.28779175e-04,8.63613241e+01,4.13680366e+02,1.31061475e+03,1.21824940e-02,1.21824940e-02,-6.77582870e-07
5.97767680e-07,9.39436478e-11,1.06446764e+02,1.28779491e-04,8.63614089e+01,4.13680165e+02,1.31061483e+03,1.21824940e-02,1.21824940e-02,-6.75695824e-07
7.39230794e-07,9.39437898e-11,1.06446604e+02,1.28779814e-04,8.63614957e+01,4.13679958e+02,1.31061491e+03,1.21824940e-02,1.21824940e-02,-6.73752097e-07
8.84022681e-07,9.39439353e-11,1.06446440e+02,1.28780145e-04,8.63615842e+01,4.13679744e+02,1.31061499e+03,1.21824940e-02,1.21824940e-02,-6.71716472e-07
1.03222167e-06,9.39440841e-11,1.06446272e+02,1.28780483e-04,8.63616750e+01,4.13679527e+02,1.31061508e+03,1.21824940e-02,1.21824940e-02,-6.69667891e-07
1.18390793e-06,9.39442362e-11,1.06446101e+02,1.28780830e-04,8.63617681e+01,4.13679305e+02,1.31061516e+03,1.21824940e-02,1.21824940e-02,-6.67592050e-07
1.33916352e-06,9.39443920e-11,1.06445925e+02,1.28781184e-04,8.63618632e+01,4.13679078e+02,1.31061525e+03,1.21824940e-02,1.21824940e-02,-6.65448100e-07
1.49807244e-06,9.39445514e-11,1.06445745e+02,1.28781547e-04,8.63619605e+01,4.13678844e+02,1.31061535e+03,1.21824940e-02,1.21824940e-02,-6.63242712e-07
1.66072064e-06,9.39447144e-11,1.06445561e+02,1.28781919e-04,8.63620604e+01,4.13678607e+02,1.31061544e+03,1.21824940e-02,1.21824940e-02,-6.61019014e-07
1.82719613e-06,9.39448814e-11,1.06445372e+02,1.28782299e-04,8.63621624e+01,4.13678363e+02,1.31061553e+03,1.21824940e-02,1.21824940e-02,-6.58724828e-07
1.99758895e-06,9.39450523e-11,1.06445179e+02,1.28782688e-04,8.63622667e+01,4.13678112e+02,1.31061563e+03,1.21824940e-02,1.21824940e-02,-6.56350495e-07
2.17199129e-06,9.39452271e-11,1.06444982e+02,1.28783086e-04,8.63623736e+01,4.13677857e+02,1.31061573e+03,1.21824940e-02,1.21824940e-02,-6.53940692e-07
2.35049750e-06,9.39454060e-11,1.06444779e+02,1.28783494e-04,8.63624832e+01,4.13677596e+02,1.31061583e+03,1.21824940e-02,1.21824940e-02,-6.51504292e-07
2.53320413e-06,9.39455892e-11,1.06444572e+02,1.28783911e-04,8.63625949e+01,4.13677327e+02,1.31061594e+03,1.21824940e-02,1.21824940e-02,-6.48948105e-07
2.72021005e-06,9.39457766e-11,1.06444361e+02,1.28784339e-04,8.63627096e+01,4.13677053e+02,1.31061605e+03,1.21824940e-02,1.21824940e-02,-6.46374438e-07
2.91161640e-06,9.39459683e-11,1.06444144e+02,1.28784776e-04,8.63628270e+01,4.13676774e+02,1.31061616e+03,1.21824940e-02,1.21824940e-02,-6.43747606e-07
3.10752674e-06,9.39461646e-11,1.06443922e+02,1.28785223e-04,8.63629469e+01,4.13676485e+02,1.31061627e+03,1.21824940e-02,1.21824940e-02,-6.41021158e-07
3.30804705e-06,9.39463655e-11,1.06443695e+02,1.28785681e-04,8.63630698e+01,4.13676192e+02,1.31061638e+03,1.21824940e-02,1.21824940e-02,-6.38252469e-07
3.51328580e-06,9.39465711e-11,1.06443463e+02,1.28786150e-04,8.63631956e+01,4.13675891e+02,1.31061650e+03,1.21824940e-02,1.21824940e-02,-6.35420225e-07
3.72335404e-06,9.39467816e-11,1.06443224e+02,1.28786630e-04,8.63633241e+01,4.13675581e+02,1.31061662e+03,1.21824940e-02,1.21824940e-02,-6.32484124e-07
3.93836540e-06,9.39469970e-11,1.06442981e+02,1.28787121e-04,8.63634557e+01,4.13675265e+02,1.31061675e+03,1.21824940e-02,1.21824940e-02,-6.29497025e-07
4.15843619e-06,9.39472174e-11,1.06442732e+02,1.28787623e-04,8.63635907e+01,4.13674943e+02,1.31061687e+03,1.21824940e-02,1.21824940e-02,-6.26466891e-07
4.38368547e-06,9.39474429e-11,1.06442477e+02,1.28788138e-04,8.63637287e+01,4.13674613e+02,1.31061700e+03,1.21824940e-02,1.21824940e-02,-6.23351146e-07
