x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,1.63405867e-11,6.11980658e+02,6.98408883e-06,2.69269380e+01,7.41510888e+02,1.26566769e+03,3.59297420e+01,1.27372258e+01,-3.63790741e-03
1.92594436e-07,1.63768207e-11,6.10626463e+02,7.00978061e-06,2.69662494e+01,7.40982908e+02,1.26578528e+03,3.58358042e+01,1.27039262e+01,-3.63246972e-03
3.24523411e-07,1.64142175e-11,6.09235093e+02,7.03648149e-06,2.70072878e+01,7.40420299e+02,1.26590563e+03,3.57396560e+01,1.26698430e+01,-3.62666063e-03
4.59556808e-07,1.64526444e-11,6.07811998e+02,7.06399568e-06,2.70495600e+01,7.39846996e+02,1.26602882e+03,3.56412453e+01,1.26349578e+01,-3.62074270e-03
5.97767680e-07,1.64922450e-11,6.06352383e+02,7.09229837e-06,2.70927194e+01,7.39247951e+02,1.26615491e+03,3.55405189e+01,1.25992518e+01,-3.61454167e-03
7.39230794e-07,1.65329067e-11,6.04860941e+02,7.12148266e-06,2.71372900e+01,7.38642778e+02,1.26628396e+03,3.54374223e+01,1.25627055e+01,-3.60828488e-03
8.84022681e-07,1.65747391e-11,6.03334205e+02,7.15154818e-06,2.71830716e+01,7.38021335e+02,1.26641606e+03,3.53318997e+01,1.25252993e+01,-3.60185513e-03
1.03222167e-06,1.66177949e-11,6.01770854e+02,7.18252105e-06,2.72300583e+01,7.37381367e+02,1.26655126e+03,3.52238941e+01,1.24870128e+01,-3.59522647e-03
1.18390793e-06,1.66620588e-11,6.00172064e+02,7.21445888e-06,2.72784729e+01,7.36729854e+02,1.26668964e+03,3.51133470e+01,1.24478255e+01,-3.58848021e-03
1.33916352e-06,1.67076670e-11,5.98533591e+02,7.24735613e-06,2.73280502e+01,7.36053892e+02,1.26683128e+03,3.50001986e+01,1.24077160e+01,-3.58146663e-03
1.49807244e-06,1.67545736e-11,5.96857782e+02,7.28128839e-06,2.73791279e+01,7.35364919e+02,1.26697625e+03,3.48843878e+01,1.23666627e+01,-3.57431895e-03
1.66072064e-06,1.68028404e-11,5.95143156e+02,7.31628719e-06,2.74316989e+01,7.34660324e+02,1.26712463e+03,3.47658517e+01,1.23246433e+01,-3.56700713e-03
1.82719613e-06,1.68525066e-11,5.93389072e+02,7.35239633e-06,2.74858373e+01,7.33940666e+02,1.26727650e+03,3.46445264e+01,1.22816352e+01,-3.55953805e-03
1.99758895e-06,1.69037346e-11,5.91590640e+02,7.38960908e-06,2.75412265e+01,7.33190798e+02,1.26743195e+03,3.45203462e+01,1.22376151e+01,-3.55173515e-03
2.17199129e-06,1.69564114e-11,5.89752681e+02,7.42804157e-06,2.75984549e+01,7.32431690e+02,1.26759105e+03,3.43932439e+01,1.21925592e+01,-3.54384351e-03
2.35049750e-06,1.70106516e-11,5.87872077e+02,7.46771379e-06,2.76573787e+01,7.31654895e+02,1.26775390e+03,3.42631508e+01,1.21464430e+01,-3.53576487e-03
2.53320413e-06,1.70665779e-11,5.85945536e+02,7.50864543e-06,2.77178389e+01,7.30851343e+02,1.26792058e+03,3.41299964e+01,1.20992417e+01,-3.52739334e-03
2.72021005e-06,1.71241754e-11,5.83974582e+02,7.55092009e-06,2.77801342e+01,7.30030013e+02,1.26809119e+03,3.39937088e+01,1.20509297e+01,-3.51883427e-03
2.91161640e-06,1.71835354e-11,5.81957150e+02,7.59457862e-06,2.78442299e+01,7.29186553e+02,1.26826580e+03,3.38542141e+01,1.20014808e+01,-3.51003698e-03
3.10752674e-06,1.72446881e-11,5.79893324e+02,7.63969264e-06,2.79103007e+01,7.28324728e+02,1.26844453e+03,3.37114371e+01,1.19508684e+01,-3.50104598e-03
3.30804705e-06,1.73077671e-11,5.77779770e+02,7.68629232e-06,2.79781987e+01,7.27435534e+02,1.26862746e+03,3.35653003e+01,1.18990650e+01,-3.49175575e-03
3.51328580e-06,1.73727582e-11,5.75618206e+02,7.73447791e-06,2.80482679e+01,7.26529072e+02,1.26881470e+03,3.34157248e+01,1.18460426e+01,-3.48228541e-03
3.72335404e-06,1.74398396e-11,5.73404024e+02,7.78426905e-06,2.81202448e+01,7.25591624e+02,1.26900634e+03,3.32626296e+01,1.17917726e+01,-3.47247367e-03
3.93836540e-06,1.75090289e-11,5.71138043e+02,7.83576191e-06,2.81943991e+01,7.24630083e+02,1.26920249e+03,3.31059320e+01,1.17362255e+01,-3.46240193e-03
4.15843619e-06,1.75803126e-11,5.68822131e+02,7.88907213e-06,2.82711149e+01,7.23655465e+02,1.26940326e+03,3.29455471e+01,1.16793714e+01,-3.45220092e-03
4.38368547e-06,1.76539502e-11,5.66449390e+02,7.94419893e-06,2.83499141e+01,7.22645472e+02,1.26960875e+03,3.27813881e+01,1.16211794e+01,-3.44160727e-03
4.61423510e-06,1.77299541e-11,5.64021072e+02,8.00125857e-06,2.84311325e+01,7.21608953e+02,1.26981908e+03,3.26133664e+01,1.15616180e+01,-3.43072587e-03
4.85020980e-06,1.78084242e-11,5.61535715e+02,8.06033478e-06,2.85148432e+01,7.20544478e+02,1.27003436e+03,3.24413909e+01,1.15006552e+01,-3.41954005e-03
5.09173722e-06,1.78893917e-11,5.58994116e+02,8.12154922e-06,2.86013572e+01,7.19459413e+02,1.27025470e+03,3.22653686e+01,1.14382578e+01,-3.40813780e-03
5.33894803e-06,1.79731366e-11,5.56389432e+02,8.18491871e-06,2.86902127e+01,7.18331746e+02,1.27048023e+03,3.20852044e+01,1.13743922e+01,-3.39625741e-03
5.59197596e-06,1.80595622e-11,5.53726701e+02,8.25063909e-06,2.87821732e+01,7.17185444e+02,1.27071106e+03,3.19008007e+01,1.13090237e+01,-3.38418468e-03
5.85095790e-06,1.81489098e-11,5.51000612e+02,8.31876119e-06,2.88769462e+01,7.16004517e+02,1.27094733e+03,3.17120578e+01,1.12421171e+01,-3.37172932e-03
6.11603395e-06,1.82412821e-11,5.48210317e+02,8.38940844e-06,2.89747081e+01,7.14790365e+02,1.27118915e+03,3.15188737e+01,1.11736360e+01,-3.35890823e-03
6.38734751e-06,1.83367601e-11,5.45355760e+02,8.46272435e-06,2.90757299e+01,7.13547591e+02,1.27143667e+03,3.13211436e+01,1.11035436e+01,-3.34577691e-03
6.66504536e-06,1.84355186e-11,5.42434236e+02,8.53882010e-06,2.91800131e+01,7.12270550e+02,1.27169001e+03,3.11187608e+01,1.10318017e+01,-3.33226807e-03
6.94927771e-06,1.85376963e-11,5.39444330e+02,8.61783522e-06,2.92877052e+01,7.10958725e+02,1.27194931e+03,3.09116157e+01,1.09583718e+01,-3.31837582e-03
7.24019835e-06,1.86434574e-11,5.36384089e+02,8.69991006e-06,2.93989065e+01,7.09609585e+02,1.27221472e+03,3.06995963e+01,1.08832139e+01,-3.30406995e-03
7.53796465e-06,1.87528984e-11,5.33253712e+02,8.78522999e-06,2.95139645e+01,7.08229227e+02,1.27248636e+03,3.04825879e+01,1.08062875e+01,-3.28942446e-03
7.84273769e-06,1.88663096e-11,5.30048098e+02,8.87390461e-06,2.96326549e+01,7.06802781e+02,1.27276440e+03,3.02604730e+01,1.07275510e+01,-3.27425991e-03
8.15468235e-06,1.89837486e-11,5.26769003e+02,8.96616837e-06,2.97555258e+01,7.05342810e+02,1.27304899e+03,3.00331315e+01,1.06469617e+01,-3.25872865e-03
8.47396739e-06,1.91055823e-11,5.23409809e+02,9.06212748e-06,2.98821989e+01,7.03828439e+02,1.27334027e+03,2.98004405e+01,1.05644760e+01,-3.24257748e-03
8.80076553e-06,1.92317152e-11,5.19976921e+02,9.16212511e-06,3.00137882e+01,7.02291289e+02,1.27363840e+03,2.95622740e+01,1.04800494e+01,-3.22619129e-03
9.13525357e-06,1.93626313e-11,5.16461156e+02,9.26624972e-06,3.01496442e+01,7.00700217e+02,1.27394355e+03,2.93185032e+01,1.03936361e+01,-3.20919133e-03
9.47761245e-06,1.94983995e-11,5.12864962e+02,9.37480958e-06,3.02904701e+01,6.99071245e+02,1.27425588e+03,2.90689962e+01,1.03051895e+01,-3.19177341e-03
9.82802739e-06,1.96393316e-11,5.09184581e+02,9.48802033e-06,3.04362666e+01,6.97395300e+02,1.27457556e+03,2.88136180e+01,1.02146616e+01,-3.17382707e-03
1.01866879e-05,1.97857930e-11,5.05415366e+02,9.60609814e-06,3.05869370e+01,6.95659661e+02,1.27490276e+03,2.85522306e+01,1.01220035e+01,-3.15519605e-03
1.05537882e-05,1.99377821e-11,5.01562450e+02,9.72946472e-06,3.07435837e+01,6.93892020e+02,1.27523766e+03,2.82846924e+01,1.00271650e+01,-3.13622143e-03
1.09295266e-05,2.00958926e-11,4.97616207e+02,9.85828371e-06,3.09055415e+01,6.92059219e+02,1.27558044e+03,2.80108588e+01,9.93009492e+00,-3.11649494e-03
