x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,4.50224742e-14,2.22111294e+05,3.78881511e-10,5.30169330e-01,5.29904594e+03,1.02008451e+01,2.87159863e+01,1.27444224e+03,-2.02921418e-02
1.92594436e-07,4.51002201e-14,2.21728408e+05,3.80869394e-10,5.32032256e-01,5.30849992e+03,1.36009261e+01,2.86409093e+01,1.27111014e+03,-2.03074097e-02
3.24523411e-07,4.52620891e-14,2.20935449e+05,3.82227134e-10,5.32019398e-01,5.28938752e+03,1.70810145e+01,2.85640657e+01,1.26769963e+03,-2.02765224e-02
4.59556808e-07,4.53694705e-14,2.20412535e+05,3.84128216e-10,5.33400045e-01,5.29056251e+03,2.06429929e+01,2.84854139e+01,1.26420887e+03,-2.02784270e-02
5.97767680e-07,4.54940389e-14,2.19809018e+05,3.85969063e-10,5.34488727e-01,5.28684488e+03,2.42887883e+01,2.84049113e+01,1.26063597e+03,-2.02724094e-02
7.39230794e-07,4.56238718e-14,2.19183502e+05,3.87853898e-10,5.35570406e-01,5.28246887e+03,2.80203730e+01,2.83225143e+01,1.25697899e+03,-2.02653203e-02
8.84022681e-07,4.57714837e-14,2.18476641e+05,3.89679871e-10,5.36356479e-01,5.27316128e+03,3.18397658e+01,2.82381786e+01,1.25323597e+03,-2.02502196e-02
1.03222167e-06,4.59019708e-14,2.17855570e+05,3.91747313e-10,5.37669305e-01,5.27104136e+03,3.57490327e+01,2.81518582e+01,1.24940486e+03,-2.02467786e-02
1.18390793e-06,4.60407494e-14,2.17198897e+05,3.93843030e-10,5.38916312e-01,5.26734129e+03,3.97502887e+01,2.80635067e+01,1.24548360e+03,-2.02407675e-02
1.33916352e-06,4.61937345e-14,2.16479575e+05,3.95920347e-10,5.39964612e-01,5.26010893e+03,4.38456983e+01,2.79730762e+01,1.24147008e+03,-2.02290032e-02
1.49807244e-06,4.63502370e-14,2.15748627e+05,3.98074848e-10,5.41069842e-01,5.25307840e+03,4.80374771e+01,2.78805178e+01,1.23736211e+03,-2.02175518e-02
1.66072064e-06,4.65147272e-14,2.14985675e+05,4.00272383e-10,5.42132817e-01,5.24478552e+03,5.23278927e+01,2.77857814e+01,1.23315747e+03,-2.02040241e-02
