x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,6.28162411e-14,1.59194498e+05,6.61532011e-10,6.63467208e-01,4.75291337e+03,7.16654730e-01,8.33526257e-01,7.57716047e+02,-1.93452854e-02
1.92594436e-07,6.30312364e-14,1.58651497e+05,6.63880435e-10,6.63551435e-01,4.73730427e+03,2.70054548e+00,8.31349570e-01,7.55734957e+02,-1.93171165e-02
3.24523411e-07,6.32048437e-14,1.58215722e+05,6.66805311e-10,6.64644228e-01,4.73207249e+03,4.73115834e+00,8.29121663e-01,7.53707250e+02,-1.93076564e-02
4.59556808e-07,6.33622375e-14,1.57822710e+05,6.70045023e-10,6.66214423e-01,4.73146943e+03,6.80955359e+00,8.26841331e-01,7.51631829e+02,-1.93065682e-02
5.97767680e-07,6.35430956e-14,1.57373510e+05,6.73185667e-10,6.67432025e-01,4.72662542e+03,8.93685561e+00,8.24507341e-01,7.49507571e+02,-1.92977992e-02
7.39230794e-07,6.37321777e-14,1.56906611e+05,6.76394204e-10,6.68623549e-01,4.72101546e+03,1.11142152e+01,8.22118430e-01,7.47333327e+02,-1.92876320e-02
8.84022681e-07,6.39094287e-14,1.56471435e+05,6.79888897e-10,6.70214104e-01,4.71912130e+03,1.33428103e+01,8.19673305e-01,7.45107921e+02,-1.92841988e-02
1.03222167e-06,6.41062326e-14,1.55991073e+05,6.83342219e-10,6.71550301e-01,4.71401333e+03,1.56238466e+01,8.17170644e-01,7.42830149e+02,-1.92749277e-02
1.18390793e-06,6.42946924e-14,1.55533834e+05,6.87057519e-10,6.73222346e-01,4.71189835e+03,1.79585579e+01,8.14609093e-01,7.40498779e+02,-1.92710883e-02
1.33916352e-06,6.45134813e-14,1.55006362e+05,6.90628739e-10,6.74426642e-01,4.70431889e+03,2.03482074e+01,8.11987266e-01,7.38112549e+02,-1.92573050e-02
1.49807244e-06,6.47395251e-14,1.54465143e+05,6.94309949e-10,6.75654119e-01,4.69642545e+03,2.27940878e+01,8.09303745e-01,7.35670169e+02,-1.92429270e-02
1.66072064e-06,6.49437829e-14,1.53979327e+05,6.98419255e-10,6.77515400e-01,4.69455144e+03,2.52975222e+01,8.06557078e-01,7.33170317e+02,-1.92395132e-02
1.82719613e-06,6.51757002e-14,1.53431416e+05,7.02433148e-10,6.78984471e-01,4.68798970e+03,2.78598650e+01,8.03745779e-01,7.30611641e+02,-1.92275387e-02
