x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,5.71570732e-14,1.74956474e+05,5.64460062e-10,6.22162429e-01,4.89830928e+03,1.42077845e+00,2.84661999e+00,1.30551406e+03,-1.96076770e-02
1.92594436e-07,5.73291143e-14,1.74431441e+05,5.66697789e-10,6.22754445e-01,4.88825797e+03,4.84373860e+00,2.83917995e+00,1.30210072e+03,-1.95900881e-02
3.24523411e-07,5.74525092e-14,1.74056802e+05,5.69535174e-10,6.24528266e-01,4.89165266e+03,8.34732337e+00,2.83156484e+00,1.29860707e+03,-1.95960365e-02
4.59556808e-07,5.76255937e-14,1.73534004e+05,5.72002799e-10,6.25350197e-01,4.88337856e+03,1.19333511e+01,2.82377054e+00,1.29503120e+03,-1.95815411e-02
5.97767680e-07,5.77930698e-14,1.73031127e+05,5.74653936e-10,6.26428015e-01,4.87761954e+03,1.56037617e+01,2.81579283e+00,1.29137119e+03,-1.95714384e-02
7.39230794e-07,5.79572540e-14,1.72540956e+05,5.77470038e-10,6.27714564e-01,4.87379119e+03,1.93605408e+01,2.80762740e+00,1.28762505e+03,-1.95647171e-02
8.84022681e-07,5.81299204e-14,1.72028448e+05,5.80338761e-10,6.28959093e-01,4.86894855e+03,2.32057207e+01,2.79926983e+00,1.28379076e+03,-1.95562068e-02
1.03222167e-06,5.82999927e-14,1.71526608e+05,5.83375660e-10,6.30406024e-01,4.86591331e+03,2.71413817e+01,2.79071559e+00,1.27986625e+03,-1.95508697e-02
1.18390793e-06,5.84829399e-14,1.70990036e+05,5.86431476e-10,6.31725817e-01,4.86084691e+03,3.11696528e+01,2.78196007e+00,1.27584939e+03,-1.95419515e-02
1.33916352e-06,5.86775956e-14,1.70422798e+05,5.89523665e-10,6.32950114e-01,4.85411081e+03,3.52927133e+01,2.77299851e+00,1.27173801e+03,-1.95300787e-02
1.49807244e-06,5.88718729e-14,1.69860402e+05,5.92779466e-10,6.34345478e-01,4.84875800e+03,3.95127935e+01,2.76382609e+00,1.26752989e+03,-1.95206332e-02
1.66072064e-06,5.90722417e-14,1.69284248e+05,5.96139935e-10,6.35777733e-01,4.84322199e+03,4.38321766e+01,2.75443783e+00,1.26322274e+03,-1.95108533e-02
1.82719613e-06,5.92834925e-14,1.68681020e+05,5.99563358e-10,6.37150241e-01,4.83638187e+03,4.82531991e+01,2.74482865e+00,1.25881424e+03,-1.94987535e-02
1.99758895e-06,5.94918864e-14,1.68090148e+05,6.03195330e-10,6.38764512e-01,4.83165097e+03,5.27782529e+01,2.73499336e+00,1.25430201e+03,-1.94903760e-02
2.17199129e-06,5.97185161e-14,1.67452252e+05,6.06829482e-10,6.40174269e-01,4.82393803e+03,5.74097858e+01,2.72492663e+00,1.24968360e+03,-1.94766979e-02
2.35049750e-06,5.99353327e-14,1.66846492e+05,6.10758035e-10,6.41987863e-01,4.82010402e+03,6.21503033e+01,2.71462302e+00,1.24495651e+03,-1.94698929e-02
2.53320413e-06,6.01803836e-14,1.66167103e+05,6.14601842e-10,6.43397627e-01,4.81101839e+03,6.70023701e+01,2.70407696e+00,1.24011819e+03,-1.94537390e-02
2.72021005e-06,6.04257071e-14,1.65492478e+05,6.18654773e-10,6.45011082e-01,4.80350169e+03,7.19686110e+01,2.69328274e+00,1.23516602e+03,-1.94403526e-02
2.91161640e-06,6.06480598e-14,1.64885736e+05,6.23162891e-10,6.47329235e-01,4.80309108e+03,7.70517126e+01,2.68223452e+00,1.23009732e+03,-1.94396252e-02
3.10752674e-06,6.09095411e-14,1.64177891e+05,6.27498523e-10,6.49034720e-01,4.79507182e+03,8.22544248e+01,2.67092633e+00,1.22490935e+03,-1.94253193e-02
3.30804705e-06,6.11800961e-14,1.63451852e+05,6.31981109e-10,6.50780440e-01,4.78670705e+03,8.75795622e+01,2.65935204e+00,1.21959929e+03,-1.94103715e-02
3.51328580e-06,6.14600111e-14,1.62707423e+05,6.36618152e-10,6.52569742e-01,4.77800734e+03,9.30300054e+01,2.64750540e+00,1.21416429e+03,-1.93947974e-02
3.72335404e-06,6.17422549e-14,1.61963635e+05,6.41493293e-10,6.54561087e-01,4.77067916e+03,9.86087032e+01,2.63537999e+00,1.20860140e+03,-1.93816575e-02
3.93836540e-06,6.20196557e-14,1.61239205e+05,6.46692238e-10,6.56914497e-01,4.76641671e+03,1.04318673e+02,2.62296926e+00,1.20290761e+03,-1.93740079e-02
4.15843619e-06,6.23274350e-14,1.60442990e+05,6.51860733e-10,6.58894853e-01,4.75717770e+03,1.10163005e+02,2.61026649e+00,1.19707983e+03,-1.93573971e-02
4.38368547e-06,6.26391242e-14,1.59644633e+05,6.57288452e-10,6.61075215e-01,4.74916995e+03,1.16144860e+02,2.59726482e+00,1.19111492e+03,-1.93429748e-02
