x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,4.43355262e-14,2.25552753e+05,3.69640718e-10,5.25252931e-01,5.33125021e+03,1.86435320e+00,3.73446788e+00,1.30391847e+03,-2.03447312e-02
1.92594436e-07,4.44536457e-14,2.24953428e+05,3.71233002e-10,5.26113861e-01,5.32580025e+03,5.28612951e+00,3.72470651e+00,1.30050930e+03,-2.03359740e-02
3.24523411e-07,4.45715929e-14,2.24358147e+05,3.72904399e-10,5.27084081e-01,5.32150234e+03,8.78852723e+00,3.71471545e+00,1.29701991e+03,-2.03290622e-02
4.59556808e-07,4.47046706e-14,2.23690274e+05,3.74529819e-10,5.27805670e-01,5.31292476e+03,1.23733400e+01,3.70448928e+00,1.29344842e+03,-2.03152491e-02
5.97767680e-07,4.48171254e-14,2.23128992e+05,3.76411443e-10,5.29126326e-01,5.31285406e+03,1.60425071e+01,3.69402249e+00,1.28979288e+03,-2.03151375e-02
7.39230794e-07,4.49503097e-14,2.22467878e+05,3.78205381e-10,5.30072855e-01,5.30658823e+03,1.97980135e+01,3.68330940e+00,1.28605132e+03,-2.03050337e-02
8.84022681e-07,4.50764682e-14,2.21845242e+05,3.80148183e-10,5.31304614e-01,5.30403304e+03,2.36418907e+01,3.67234422e+00,1.28222172e+03,-2.03009115e-02
1.03222167e-06,4.52192138e-14,2.21144933e+05,3.82044302e-10,5.32269118e-01,5.29688782e+03,2.75762184e+01,3.66112102e+00,1.27830201e+03,-2.02893692e-02
1.18390793e-06,4.53691407e-14,2.20414137e+05,3.83976807e-10,5.33193675e-01,5.28855406e+03,3.16031247e+01,3.64963373e+00,1.27429006e+03,-2.02758870e-02
1.33916352e-06,4.55068260e-14,2.19747253e+05,3.86113509e-10,5.34538512e-01,5.28585163e+03,3.57247883e+01,3.63787613e+00,1.27018370e+03,-2.02715124e-02
1.49807244e-06,4.56547264e-14,2.19035373e+05,3.88267871e-10,5.35779706e-01,5.28096183e+03,3.99434388e+01,3.62584186e+00,1.26598072e+03,-2.02635892e-02
1.66072064e-06,4.58207605e-14,2.18241685e+05,3.90376860e-10,5.36737974e-01,5.27123699e+03,4.42613585e+01,3.61352441e+00,1.26167884e+03,-2.02478067e-02
1.82719613e-06,4.59755692e-14,2.17506823e+05,3.92694635e-10,5.38106704e-01,5.26688459e+03,4.86808833e+01,3.60091712e+00,1.25727573e+03,-2.02407355e-02
1.99758895e-06,4.61356479e-14,2.16752131e+05,3.95084794e-10,5.39503468e-01,5.26223369e+03,5.32044040e+01,3.58801316e+00,1.25276901e+03,-2.02331727e-02
2.17199129e-06,4.63139383e-14,2.15917721e+05,3.97441485e-10,5.40632356e-01,5.25294477e+03,5.78343678e+01,3.57480557e+00,1.24815624e+03,-2.02180451e-02
2.35049750e-06,4.64871371e-14,2.15113268e+05,3.99969471e-10,5.42044063e-01,5.24703915e+03,6.25732793e+01,3.56128718e+00,1.24343493e+03,-2.02084147e-02
2.53320413e-06,4.66751139e-14,2.14246933e+05,4.02503221e-10,5.43281007e-01,5.23783302e+03,6.74237023e+01,3.54745070e+00,1.23860252e+03,-2.01933788e-02
2.72021005e-06,4.68525071e-14,2.13435750e+05,4.05266617e-10,5.44939823e-01,5.23393379e+03,7.23882607e+01,3.53328862e+00,1.23365641e+03,-2.01870045e-02
2.91161640e-06,4.70404608e-14,2.12582951e+05,4.08082689e-10,5.46533962e-01,5.22827111e+03,7.74696402e+01,3.51879330e+00,1.22859390e+03,-2.01777374e-02
3.10752674e-06,4.72567271e-14,2.11610084e+05,4.10804094e-10,5.47660820e-01,5.21507485e+03,8.26705898e+01,3.50395689e+00,1.22341227e+03,-2.01560977e-02
3.30804705e-06,4.74447390e-14,2.10771525e+05,4.13928391e-10,5.49639205e-01,5.21317321e+03,8.79939230e+01,3.48877137e+00,1.21810871e+03,-2.01529782e-02
3.51328580e-06,4.76594269e-14,2.09822078e+05,4.16983780e-10,5.51202141e-01,5.20444704e+03,9.34425197e+01,3.47322851e+00,1.21268035e+03,-2.01386348e-02
3.72335404e-06,4.78826976e-14,2.08843706e+05,4.20135770e-10,5.52779079e-01,5.19499941e+03,9.90193274e+01,3.45731991e+00,1.20712425e+03,-2.01230783e-02
