x_m,c_H,c_OH,c_H2PO4,c_HPO4,c_PO4,c_AN,c_ADPN,c_PN,phi_l
6.36985151e-08,9.20401309e-11,1.08648259e+02,1.24460983e-04,8.51915197e+01,4.16512976e+02,7.58240245e+02,5.91115239e-01,5.08567047e-01,-2.76205351e-05
1.92594436e-07,9.20451218e-11,1.08642368e+02,1.24471767e-04,8.51943156e+01,4.16506714e+02,7.58243584e+02,5.89572348e-01,5.07239983e-01,-2.75653257e-05
3.24523411e-07,9.20502388e-11,1.08636329e+02,1.24483275e-04,8.51974577e+01,4.16499219e+02,7.58247002e+02,5.87993152e-01,5.05881692e-01,-2.74951325e-05
4.59556808e-07,9.20554866e-11,1.08630136e+02,1.24495093e-04,8.52006888e+01,4.16491303e+02,7.58250501e+02,5.86376795e-01,5.04491439e-01,-2.74192166e-05
5.97767680e-07,9.20608589e-11,1.08623796e+02,1.24507196e-04,8.52039991e+01,4.16483183e+02,7.58254082e+02,5.84722404e-01,5.03068473e-01,-2.73412666e-05
7.39230794e-07,9.20663567e-11,1.08617310e+02,1.24519588e-04,8.52073908e+01,4.16474891e+02,7.58257747e+02,5.83029084e-01,5.01612022e-01,-2.72618862e-05
8.84022681e-07,9.20719819e-11,1.08610674e+02,1.24532277e-04,8.52108676e+01,4.16466438e+02,7.58261498e+02,5.81295917e-01,5.00121299e-01,-2.71813708e-05
1.03222167e-06,9.20777466e-11,1.08603874e+02,1.24545258e-04,8.52144145e+01,4.16457699e+02,7.58265338e+02,5.79521968e-01,4.98595499e-01,-2.70971534e-05
1.18390793e-06,9.20836397e-11,1.08596924e+02,1.24558557e-04,8.52180598e+01,4.16448861e+02,7.58269268e+02,5.77706276e-01,4.97033794e-01,-2.70131591e-05
1.33916352e-06,9.20896798e-11,1.08589801e+02,1.24572161e-04,8.52217772e+01,4.16439712e+02,7.58273290e+02,5.75847859e-01,4.95435342e-01,-2.69250696e-05
1.49807244e-06,9.20958600e-11,1.08582514e+02,1.24586092e-04,8.52255876e+01,4.16430384e+02,7.58277407e+02,5.73945711e-01,4.93799275e-01,-2.68356879e-05
1.66072064e-06,9.21021863e-11,1.08575056e+02,1.24600352e-04,8.52294882e+01,4.16420839e+02,7.58281621e+02,5.71998804e-01,4.92124711e-01,-2.67442243e-05
1.82719613e-06,9.21086575e-11,1.08567428e+02,1.24614958e-04,8.52334899e+01,4.16411133e+02,7.58285935e+02,5.70006084e-01,4.90410743e-01,-2.66519507e-05
1.99758895e-06,9.21152923e-11,1.08559608e+02,1.24629895e-04,8.52375669e+01,4.16401057e+02,7.58290349e+02,5.67966473e-01,4.88656443e-01,-2.65545973e-05
2.17199129e-06,9.21220783e-11,1.08551611e+02,1.24645195e-04,8.52417510e+01,4.16390822e+02,7.58294868e+02,5.65878868e-01,4.86860862e-01,-2.64565698e-05
2.35049750e-06,9.21290221e-11,1.08543429e+02,1.24660861e-04,8.52460392e+01,4.16380384e+02,7.58299493e+02,5.63742140e-01,4.85023030e-01,-2.63570165e-05
2.53320413e-06,9.21361341e-11,1.08535051e+02,1.24676894e-04,8.52504219e+01,4.16369649e+02,7.58304226e+02,5.61555132e-01,4.83141951e-01,-2.62540693e-05
2.72021005e-06,9.21434084e-11,1.08526483e+02,1.24693315e-04,8.52549195e+01,4.16358743e+02,7.58309071e+02,5.59316662e-01,4.81216609e-01,-2.61504054e-05
2.91161640e-06,9.21508651e-11,1.08517701e+02,1.24710113e-04,8.52595046e+01,4.16347443e+02,7.58314031e+02,5.57025519e-01,4.79245962e-01,-2.60414653e-05
3.10752674e-06,9.21584911e-11,1.08508721e+02,1.24727319e-04,8.52642119e+01,4.16335976e+02,7.58319106e+02,5.54680462e-01,4.77228943e-01,-2.59320223e-05
3.30804705e-06,9.21663043e-11,1.08499522e+02,1.24744925e-04,8.52690183e+01,4.16324149e+02,7.58324302e+02,5.52280224e-01,4.75164462e-01,-2.58181632e-05
3.51328580e-06,9.21742949e-11,1.08490117e+02,1.24762960e-04,8.52739526e+01,4.16312147e+02,7.58329619e+02,5.49823505e-01,4.73051401e-01,-2.57037538e-05
3.72335404e-06,9.21824757e-11,1.08480489e+02,1.24781422e-04,8.52790023e+01,4.16299852e+02,7.58335062e+02,5.47308978e-01,4.70888618e-01,-2.55864443e-05
3.93836540e-06,9.21908555e-11,1.08470628e+02,1.24800315e-04,8.52841621e+01,4.16287198e+02,7.58340632e+02,5.44735281e-01,4.68674943e-01,-2.54649580e-05
4.15843619e-06,9.21994311e-11,1.08460539e+02,1.24819662e-04,8.52894491e+01,4.16274283e+02,7.58346334e+02,5.42101023e-01,4.66409177e-01,-2.53413797e-05
4.38368547e-06,9.22082067e-11,1.08450217e+02,1.24839472e-04,8.52948674e+01,4.16261108e+02,7.58352170e+02,5.39404778e-01,4.64090096e-01,-2.52158186e-05
4.61423510e-06,9.22171957e-11,1.08439645e+02,1.24859747e-04,8.53004042e+01,4.16247551e+02,7.58358143e+02,5.36645087e-01,4.61716444e-01,-2.50858391e-05
4.85020980e-06,9.22263984e-11,1.08428825e+02,1.24880503e-04,8.53060711e+01,4.16233667e+02,7.58364257e+02,5.33820458e-01,4.59286938e-01,-2.49526410e-05
5.09173722e-06,9.22358114e-11,1.08417759e+02,1.24901764e-04,8.53118870e+01,4.16219563e+02,7.58370515e+02,5.30929362e-01,4.56800263e-01,-2.48185341e-05
5.33894803e-06,9.22454553e-11,1.08406425e+02,1.24923520e-04,8.53178268e+01,4.16205025e+02,7.58376920e+02,5.27970237e-01,4.54255074e-01,-2.46791824e-05
5.59197596e-06,9.22553282e-11,1.08394823e+02,1.24945794e-04,8.53239070e+01,4.16190142e+02,7.58383475e+02,5.24941480e-01,4.51649994e-01,-2.45364989e-05
5.85095790e-06,9.22654297e-11,1.08382956e+02,1.24968606e-04,8.53301418e+01,4.16174984e+02,7.58390185e+02,5.21841453e-01,4.48983614e-01,-2.43920511e-05
6.11603395e-06,9.22757726e-11,1.08370808e+02,1.24991960e-04,8.53365215e+01,4.16159449e+02,7.58397053e+02,5.18668479e-01,4.46254492e-01,-2.42437844e-05
6.38734751e-06,9.22863667e-11,1.08358367e+02,1.25015861e-04,8.53430419e+01,4.16143469e+02,7.58404082e+02,5.15420842e-01,4.43461150e-01,-2.40904314e-05
6.66504536e-06,9.22972059e-11,1.08345642e+02,1.25040341e-04,8.53497290e+01,4.16127202e+02,7.58411277e+02,5.12096785e-01,4.40602078e-01,-2.39353008e-05
6.94927771e-06,9.23083100e-11,1.08332608e+02,1.25065395e-04,8.53565609e+01,4.16110450e+02,7.58418641e+02,5.08694509e-01,4.37675729e-01,-2.37744601e-05
7.24019835e-06,9.23196714e-11,1.08319276e+02,1.25091055e-04,8.53635670e+01,4.16093391e+02,7.58426179e+02,5.05212175e-01,4.34680520e-01,-2.36116598e-05
7.53796465e-06,9.23313053e-11,1.08305628e+02,1.25117323e-04,8.53707346e+01,4.16075896e+02,7.58433893e+02,5.01647897e-01,4.31614831e-01,-2.34443225e-05
7.84273769e-06,9.23432202e-11,1.08291653e+02,1.25144212e-04,8.53780639e+01,4.16057927e+02,7.58441790e+02,4.97999748e-01,4.28477003e-01,-2.32717946e-05
8.15468235e-06,9.23554054e-11,1.08277366e+02,1.25171760e-04,8.53855913e+01,4.16039710e+02,7.58449872e+02,4.94265755e-01,4.25265339e-01,-2.30988496e-05
8.47396739e-06,9.23678915e-11,1.08262729e+02,1.25199951e-04,8.53932767e+01,4.16020912e+02,7.58458144e+02,4.90443897e-01,4.21978101e-01,-2.29187285e-05
8.80076553e-06,9.23806727e-11,1.08247750e+02,1.25228818e-04,8.54011482e+01,4.16001698e+02,7.58466611e+02,4.86532107e-01,4.18613511e-01,-2.27349172e-05
9.13525357e-06,9.23937584e-11,1.08232419e+02,1.25258373e-04,8.54092057e+01,4.15982023e+02,7.58475277e+02,4.82528268e-01,4.15169749e-01,-2.25466539e-05
9.47761245e-06,9.24071533e-11,1.08216730e+02,1.25288638e-04,8.54174589e+01,4.15961915e+02,7.58484147e+02,4.78430215e-01,4.11644952e-01,-2.23546117e-05
